Source,Target,Correlation,Dissimilarity
10,1206,0.7163503994113789,0.26988265971316816
71,224,0.7163503994113789,0.049723278014307974
97,512,0.7163503994113789,0.2851710676540015
158,280,0.7163503994113789,0.24639881880266765
158,284,0.7163503994113789,0.2617824859745887
260,723,0.7163503994113789,0.2313799367557021
274,512,0.7163503994113789,0.11284042987478463
288,549,0.7814661220422885,0.2657601969851025
290,316,0.8621499215837208,0.22682954162772737
298,544,0.7163503994113789,0.2805755295619618
326,1205,0.7163503994113789,0.20871937002464103
349,728,0.7163503994113789,0.0679244934809667
349,797,0.7163503994113789,0.13654615040887674
349,1025,0.7163503994113789,0.29873770843620223
353,434,0.7163503994113789,0.22824303553970104
371,768,0.7163503994113789,0.26240210783869033
415,675,0.7163503994113789,0.15702480081961534
518,544,0.9999999999999998,0.07130434603432882
518,728,0.7163503994113789,0.10990989740053549
518,797,0.7163503994113789,0.1778202554244703
518,1025,0.7163503994113789,0.2710027023222507
531,585,0.9999999999999998,0.10130112285805055
544,728,0.7163503994113789,0.07392995063967639
544,797,0.7163503994113789,0.10788380669237779
582,669,0.7163503994113789,0.1304922292703836
609,732,0.7163503994113789,0.19986312965247227
