taxon1,taxon2,Spearman Correlation,Bray Curtis Dissimilarity,pvalue Spearman,pvalue Bray Curtis,adjusted pvalue Spearman,adjusted pvalue Bray Curtis
9,306,0.8335544539766256,0.2358995036843501
28,300,0.7226415094339622,0.27936761189671727
36,482,0.7216878364870323,0.07796405258366829
37,202,0.7216878364870323,0.11207414459537683
119,267,0.7216878364870323,0.1567065472017383
151,335,0.7216878364870323,0.21731088421518346
165,314,0.7216878364870323,0.0817194345656713
165,317,0.7216878364870323,0.28181820091528687
185,314,0.7216878364870323,0.1324561707149082
317,433,0.7216878364870323,0.2989840482124195
