Source,Target,Correlation,Dissimilarity
175,264,0.9988102320047589,0.2401964416745317
175,309,0.7156780854205468,0.23954136417228006
211,409,0.7156780854205468,0.27428221666390173
223,314,0.9982746721877156,0.2180736135398434
234,324,0.9999999999999998,0.26606584990389043
234,474,0.7156780854205468,0.26646746110292346
254,833,0.7156780854205468,0.19460178873800968
255,570,0.7156780854205468,0.19524050001118304
265,619,0.7156780854205468,0.27533335509348494
297,618,0.7156780854205468,0.15511350845708283
305,573,0.7156780854205468,0.2475855756416534
394,513,0.7156780854205468,0.1857651186874549
409,433,0.7156780854205468,0.19886362452867187
620,684,0.7156780854205468,0.2762855180059752
