"from","to","weight"
"Bacteroides_vulgatus","Bacteroides_thetaiotaomicron",1
"Bacteroides_vulgatus","Flavonifractor_plautii",1
"Bacteroides_vulgatus","Fusicatenibacter_saccharivorans",1
"Bacteroides_vulgatus","Collinsella_aerofaciens",1
"Bacteroides_vulgatus","Bacteroides_uniformis",1
"Bacteroides_vulgatus","Bacteroides_stercoris",1
"Bacteroides_vulgatus","Bacteroides_dorei",1
"Bacteroides_vulgatus","Bacteroides_caccae",1
"Bacteroides_vulgatus","Parabacteroides_distasonis",1
"Bacteroides_vulgatus","Bacteroides_ovatus",1
"Bacteroides_vulgatus","Blautia_obeum",1
"Bacteroides_vulgatus","Bacteroides_massiliensis",1
"Bacteroides_vulgatus","Bacteroides_finegoldii",1
"Bacteroides_vulgatus","Akkermansia_muciniphila",1
"Bacteroides_vulgatus","Asaccharobacter_celatus",1
"Roseburia_faecis","Ruminococcus_gnavus",1
"Roseburia_faecis","Eubacterium_eligens",1
"Roseburia_faecis","Bacteroides_thetaiotaomicron",1
"Roseburia_faecis","Faecalibacterium_prausnitzii",1
"Roseburia_faecis","Klebsiella_pneumoniae",1
"Roseburia_faecis","Ruthenibacterium_lactatiformans",1
"Roseburia_faecis","Roseburia_inulinivorans",1
"Roseburia_faecis","Eubacterium_sp_CAG_38",1
"Roseburia_faecis","Ruminococcus_bicirculans",1
"Roseburia_faecis","Ruminococcaceae_bacterium_D5",1
"Roseburia_faecis","Bifidobacterium_adolescentis",1
"Roseburia_faecis","Lactobacillus_delbrueckii",1
"Roseburia_faecis","Lactobacillus_oris",1
"Roseburia_faecis","Clostridium_sp_CAG_167",1
"Roseburia_faecis","Parabacteroides_sp_CAG_409",1
"Roseburia_faecis","Cloacibacillus_evryensis",1
"Roseburia_faecis","Mitsuokella_jalaludinii",1
"Roseburia_faecis","Butyrivibrio_crossotus",1
"Roseburia_faecis","Lactobacillus_ruminis",1
"Roseburia_faecis","Christensenella_minuta",1
"Roseburia_faecis","Firmicutes_bacterium_CAG_791",1
"Roseburia_faecis","Porphyromonas_asaccharolytica",1
"Roseburia_faecis","Anaerofustis_stercorihominis",1
"Roseburia_faecis","Bifidobacterium_saeculare",1
