"from","to","weight"
"Bacteroides_vulgatus","Bacteroides_uniformis",1
"Roseburia_faecis","Faecalibacterium_prausnitzii",1
"Ruminococcus_gnavus","Faecalibacterium_prausnitzii",1
"Ruminococcus_gnavus","Erysipelatoclostridium_ramosum",1
"Ruminococcus_gnavus","Eggerthella_lenta",1
"Ruminococcus_gnavus","Streptococcus_oralis",1
"Ruminococcus_gnavus","Clostridium_bolteae",1
"Ruminococcus_gnavus","Tyzzerella_nexilis",1
"Ruminococcus_gnavus","Blautia_hansenii",1
"Blautia_wexlerae","Anaerostipes_hadrus",1
"Eubacterium_eligens","Faecalibacterium_prausnitzii",1
"Eubacterium_eligens","Atopobium_parvulum",1
"Eubacterium_eligens","Actinomyces_naeslundii",1
"Bacteroides_thetaiotaomicron","Flavonifractor_plautii",1
"Faecalibacterium_prausnitzii","Actinomyces_johnsonii",1
"Faecalibacterium_prausnitzii","Eubacterium_brachy",1
"Faecalibacterium_prausnitzii","Actinomyces_naeslundii",1
"Faecalibacterium_prausnitzii","Anaerofustis_stercorihominis",1
"Faecalibacterium_prausnitzii","Corynebacterium_durum",1
"Coprococcus_comes","Dorea_longicatena",1
"Coprococcus_comes","Eubacterium_hallii",1
"Coprococcus_comes","Stomatobaculum_longum",1
"Ruminococcaceae_bacterium_D16","Bifidobacterium_dentium",1
"Ruminococcaceae_bacterium_D16","Anaeromassilibacillus_sp_An250",1
"Streptococcus_thermophilus","Bifidobacterium_animalis",1
"Blautia_sp_CAG_257","Erysipelatoclostridium_ramosum",1
"Blautia_sp_CAG_257","Firmicutes_bacterium_CAG_646",1
"Blautia_sp_CAG_257","Eggerthella_lenta",1
"Blautia_sp_CAG_257","Blautia_producta",1
"Blautia_sp_CAG_257","Firmicutes_bacterium_CAG_424",1
"Flavonifractor_plautii","Eggerthella_lenta",1
"Flavonifractor_plautii","Ruthenibacterium_lactatiformans",1
"Flavonifractor_plautii","Hungatella_hathewayi",1
"Flavonifractor_plautii","Bilophila_wadsworthia",1
"Flavonifractor_plautii","Clostridium_symbiosum",1
"Flavonifractor_plautii","Clostridium_citroniae",1
"Flavonifractor_plautii","Clostridium_bolteae",1
"Flavonifractor_plautii","Anaerotignum_lactatifermentans",1
"Lactococcus_lactis","Bifidobacterium_scardovii",1
"Escherichia_coli","Klebsiella_pneumoniae",1
"Firmicutes_bacterium_CAG_94","Anaeromassilibacillus_sp_An250",1
"Firmicutes_bacterium_CAG_94","Pseudoflavonifractor_sp_An184",1
"Erysipelatoclostridium_ramosum","Eggerthella_lenta",1
"Erysipelatoclostridium_ramosum","Clostridium_innocuum",1
"Erysipelatoclostridium_ramosum","Blautia_producta",1
"Fusicatenibacter_saccharivorans","Dorea_longicatena",1
"Fusicatenibacter_saccharivorans","Anaerostipes_hadrus",1
"Fusicatenibacter_saccharivorans","Butyribacterium_methylotrophicum",1
"Fusicatenibacter_saccharivorans","Bacteroides_caecimuris",1
"Actinomyces_sp_ICM47","Actinomyces_sp_S6_Spd3",1
"Actinomyces_sp_ICM47","Actinomyces_odontolyticus",1
"Actinomyces_sp_ICM47","Mogibacterium_diversum",1
"Actinomyces_sp_ICM47","Eubacterium_sulci",1
"Firmicutes_bacterium_CAG_646","Dorea_sp_CAG_317",1
"Firmicutes_bacterium_CAG_646","Eisenbergiella_massiliensis",1
"Firmicutes_bacterium_CAG_646","Alloscardovia_omnicolens",1
"Firmicutes_bacterium_CAG_646","Firmicutes_bacterium_CAG_424",1
"Firmicutes_bacterium_CAG_646","Campylobacter_concisus",1
"Clostridium_spiroforme","Clostridioides_difficile",1
"Clostridium_saccharolyticum","Anaerotignum_lactatifermentans",1
"Clostridium_saccharolyticum","Blautia_producta",1
"Dorea_formicigenerans","Collinsella_aerofaciens",1
"Dorea_formicigenerans","Ruminococcus_torques",1
"Dorea_formicigenerans","Dorea_longicatena",1
"Dorea_formicigenerans","Blautia_obeum",1
