"from","to","weight"
"Bacteroides_vulgatus","Bacteroides_thetaiotaomicron",1
"Bacteroides_vulgatus","Flavonifractor_plautii",1
"Bacteroides_vulgatus","Bacteroides_uniformis",1
"Bacteroides_vulgatus","Bacteroides_stercoris",1
"Bacteroides_vulgatus","Bacteroides_dorei",1
"Bacteroides_vulgatus","Parabacteroides_distasonis",1
"Bacteroides_vulgatus","Bacteroides_ovatus",1
"Bacteroides_vulgatus","Bacteroides_massiliensis",1
"Bacteroides_vulgatus","Bacteroides_finegoldii",1
"Bacteroides_vulgatus","Bacteroides_xylanisolvens",1
"Bacteroides_vulgatus","Enterorhabdus_caecimuris",1
"Bacteroides_vulgatus","Phascolarctobacterium_faecium",1
"Roseburia_faecis","Roseburia_intestinalis",1
"Roseburia_faecis","Faecalibacterium_prausnitzii",1
"Roseburia_faecis","Dialister_invisus",1
"Roseburia_faecis","Flavonifractor_plautii",1
"Roseburia_faecis","Ruminococcus_bromii",1
"Roseburia_faecis","Lachnospira_pectinoschiza",1
"Roseburia_faecis","Coprococcus_eutactus",1
"Roseburia_faecis","Eubacterium_sp_CAG_38",1
"Roseburia_faecis","Ruminococcus_lactaris",1
"Roseburia_faecis","Clostridium_sp_CAG_253",1
"Roseburia_faecis","Eubacterium_ventriosum",1
"Roseburia_faecis","Eubacterium_hallii",1
"Roseburia_faecis","Ruminococcus_bicirculans",1
"Roseburia_faecis","Clostridium_sp_CAG_167",1
"Roseburia_faecis","Leuconostoc_garlicum",1
"Roseburia_faecis","Corynebacterium_durum",1
"Ruminococcus_gnavus","Faecalibacterium_prausnitzii",1
"Ruminococcus_gnavus","Blautia_sp_CAG_257",1
"Ruminococcus_gnavus","Flavonifractor_plautii",1
"Ruminococcus_gnavus","Erysipelatoclostridium_ramosum",1
"Ruminococcus_gnavus","Eggerthella_lenta",1
"Ruminococcus_gnavus","Streptococcus_mitis",1
"Ruminococcus_gnavus","Prevotella_copri",1
"Ruminococcus_gnavus","Oscillibacter_sp_57_20",1
"Ruminococcus_gnavus","Roseburia_hominis",1
"Ruminococcus_gnavus","Firmicutes_bacterium_CAG_83",1
"Ruminococcus_gnavus","Alistipes_putredinis",1
