SampleID,T2,Prediction T2,Q,Prediction Q,Combined Index,Combined Prediction
SRR5946702,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5935764,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5936213,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5946708,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5936199,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
ERR209248,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
ERR209403,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5983408,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5946868,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5935797,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5936124,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5946961,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5935851,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5946664,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5947012,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5935958,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5946612,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
ERR209433,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
ERR209083,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5946725,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5946780,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5936019,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
ERR209246,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5936222,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
ERR210601,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5936208,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5935769,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5936065,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5935752,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5936192,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5946892,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5983380,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5983354,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5946777,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5935904,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5936105,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5983301,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5946974,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
ERR210091,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5946619,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
ERR210422,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
ERR209667,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5946670,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5935825,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5946788,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5936079,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5935849,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5947834,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5936081,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5935765,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5935794,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5935774,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5935920,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
ERR209693,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5946730,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5935976,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5946987,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5983268,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
SRR5947053,2.2176837392201487e-28,Healthy,1.0452990907274619e-27,Healthy,1.6138578564224623e-29,Healthy
