SampleID,T2,Prediction T2,Q,Prediction Q,Combined Index,Combined Prediction
SRR5935802,26.17921301293548,Healthy,82.89438927201331,Unhealthy,4.45157540521798,Unhealthy
SRR5947102,32.14141222969988,Healthy,83.94771196987085,Unhealthy,4.590121228157063,Unhealthy
SRR5946673,36.04605753711028,Healthy,89.42642622808803,Unhealthy,4.9160025471417965,Unhealthy
ERR209749,46.304956967277455,Healthy,78.32678206975405,Unhealthy,4.5203756495589325,Unhealthy
SRR5935984,34.2241558341188,Healthy,95.16091345720513,Unhealthy,5.171049887642131,Unhealthy
SRR5946630,37.19125209986841,Healthy,73.26358523763622,Unhealthy,4.139040174729684,Unhealthy
ERR210591,25.96684827358841,Healthy,64.0303679272841,Unhealthy,3.5222082273104087,Unhealthy
ERR209748,46.69234280105315,Healthy,77.20236248592165,Unhealthy,4.470804924076856,Unhealthy
ERR209746,36.709498467047474,Healthy,130.02335813484152,Unhealthy,6.919083391094639,Unhealthy
SRR5946772,46.70357977426471,Healthy,90.93781438733463,Unhealthy,5.145416500943186,Unhealthy
SRR5947017,46.6575108419324,Healthy,112.5815056574047,Unhealthy,6.20750955727627,Unhealthy
ERR210092,29.643059214748245,Healthy,99.36746461033877,Unhealthy,5.310890510280047,Unhealthy
SRR5936223,24.002349741675715,Healthy,82.9311053977472,Unhealthy,4.421677587158231,Unhealthy
SRR5935968,32.31787680155525,Healthy,94.30625122749277,Unhealthy,5.101323371380506,Unhealthy
SRR5936041,29.87532777224967,Healthy,55.2421279709043,Unhealthy,3.147599239036934,Unhealthy
SRR5947832,19.397240982177358,Healthy,68.19378012076962,Unhealthy,3.630972824707523,Unhealthy
SRR5946834,38.764075458991194,Healthy,94.9783662873448,Unhealthy,5.228199131357731,Unhealthy
SRR5946952,65.1389927354236,Healthy,149.87263138270902,Unhealthy,8.307742458289987,Unhealthy
SRR5983277,40.33645482587849,Healthy,52.213528416265554,Unhealthy,3.151227469371236,Unhealthy
ERR209162,43.1560878938271,Healthy,88.25201129551856,Unhealthy,4.961875758899134,Unhealthy
SRR5983459,38.78598636101666,Healthy,78.39283534595717,Unhealthy,4.414123662003594,Unhealthy
ERR209740,49.21728863898488,Healthy,99.15334258198634,Unhealthy,5.585427225277705,Unhealthy
ERR210283,25.572179923838675,Healthy,67.09362002601942,Unhealthy,3.6668748352439837,Unhealthy
SRR5947838,37.54117886930117,Healthy,61.355143204499655,Unhealthy,3.5593992020343714,Unhealthy
ERR210523,43.15966139403698,Healthy,80.3224456353843,Unhealthy,4.57256461986663,Unhealthy
SRR5983376,23.320794162370916,Healthy,100.90509699726114,Unhealthy,5.294324131883959,Unhealthy
SRR5947081,66.30117555424945,Healthy,124.96602463990158,Unhealthy,7.101684867314858,Unhealthy
SRR5983422,29.428525142342195,Healthy,105.97947167698929,Unhealthy,5.632433825450732,Unhealthy
SRR5983333,26.305342592918073,Healthy,70.76663696301044,Unhealthy,3.857906645548142,Unhealthy
SRR5946762,56.67378263680169,Healthy,131.23907154814918,Unhealthy,7.269509095471792,Unhealthy
SRR5936132,98.91258666089674,Unhealthy,215.01692280881727,Unhealthy,11.998333471200503,Unhealthy
ERR210592,21.956181107052764,Healthy,64.77530186103652,Unhealthy,3.5003809640393895,Unhealthy
SRR5935975,35.18292693990606,Healthy,108.11917327406435,Unhealthy,5.821297738292294,Unhealthy
SRR5946689,33.16093550326949,Healthy,133.00526519145808,Unhealthy,7.013826990043956,Unhealthy
SRR5983355,19.95134772623097,Healthy,66.10629711965416,Unhealthy,3.5365409552089715,Unhealthy
SRR5946799,24.013473296405163,Healthy,71.82143052753835,Unhealthy,3.876324409734295,Unhealthy
SRR5935827,40.98049773948463,Healthy,87.60621326490835,Unhealthy,4.898483184663394,Unhealthy
SRR5935996,22.097359584625927,Healthy,83.26105767639119,Unhealthy,4.410137625157233,Unhealthy
SRR5947104,38.851382753513946,Healthy,133.41633153325353,Unhealthy,7.116878882651872,Unhealthy
SRR5946853,24.78623806797411,Healthy,74.35580539654802,Unhealthy,4.012022514170296,Unhealthy
SRR5935743,21.53926291763827,Healthy,72.22872321633172,Unhealthy,3.8602927738893507,Unhealthy
SRR5935923,35.14758653309796,Healthy,103.64829390549941,Unhealthy,5.601250790174707,Unhealthy
SRR5946846,49.950106378764495,Healthy,125.6271593255879,Unhealthy,6.896035117114629,Unhealthy
ERR210578,42.000535832341015,Healthy,107.34155657150013,Unhealthy,5.882396417146573,Unhealthy
SRR5936092,39.574289495667756,Healthy,73.97915565480088,Unhealthy,4.208879723110129,Unhealthy
ERR209404,63.60411475325947,Healthy,172.12717907144213,Unhealthy,9.378149365713163,Unhealthy
SRR5946924,47.22457908574372,Healthy,118.05645403253529,Unhealthy,6.484602329587864,Unhealthy
SRR5946863,14.256420820805676,Healthy,49.40802526946341,Unhealthy,2.6336778672444616,Unhealthy
