SampleID,T2,Prediction T2,Q,Prediction Q,Combined Index,Combined Prediction
SRR5935802,28.25441575368851,Healthy,23.988585928431693,Unhealthy,4.44059225861082,Unhealthy
SRR5947102,11.497809019737396,Healthy,21.723875845595902,Unhealthy,3.5901161109859983,Unhealthy
SRR5946673,38.640499664472934,Unhealthy,32.80885859996979,Unhealthy,6.0732549781227645,Unhealthy
ERR209749,15.985774256337697,Healthy,28.890854480328446,Unhealthy,4.795803968401657,Unhealthy
SRR5935984,21.0074125534226,Healthy,14.584083291112988,Unhealthy,2.81692640458301,Unhealthy
SRR5946630,24.51320838544163,Healthy,21.087789385798995,Unhealthy,3.893683323992203,Unhealthy
ERR210591,18.51232214281587,Healthy,9.98479942648939,Unhealthy,2.054980986829922,Unhealthy
ERR209748,16.02508306421527,Healthy,28.660205225979396,Unhealthy,4.762626327789042,Unhealthy
ERR209746,35.40314327024785,Unhealthy,9.835862794670412,Unhealthy,2.5497844545269532,Unhealthy
SRR5946772,37.93872837390655,Unhealthy,14.752540655364566,Unhealthy,3.360280450201084,Unhealthy
SRR5947017,10.554663394858464,Healthy,16.418156442241486,Unhealthy,2.7703714798673302,Unhealthy
ERR210092,14.734798203589946,Healthy,15.178482946687941,Unhealthy,2.713532415345084,Unhealthy
SRR5936223,30.112519093460104,Healthy,17.559955873695547,Unhealthy,3.539207615266736,Unhealthy
SRR5935968,20.032381928678717,Healthy,11.058529775062238,Unhealthy,2.2615592732816383,Unhealthy
SRR5936041,24.325819874942308,Healthy,5.875472683120794,Healthy,1.620383229071415,Healthy
SRR5947832,20.004726339011405,Healthy,17.213501930114486,Unhealthy,3.1781795881774992,Unhealthy
SRR5946834,19.37995343572652,Healthy,10.722202944764712,Unhealthy,2.1914561192590485,Unhealthy
SRR5946952,30.408622235244817,Healthy,19.34763345855665,Unhealthy,3.8147440695555654,Unhealthy
SRR5983277,13.927055974502055,Healthy,4.945265373529375,Healthy,1.1634340783553885,Healthy
ERR209162,16.19350607487568,Healthy,8.183742818695357,Unhealthy,1.7155378616731833,Healthy
SRR5983459,24.409445402500417,Healthy,29.13238008402162,Unhealthy,5.089642685232901,Unhealthy
ERR209740,16.512611799758233,Healthy,26.457001632790544,Unhealthy,4.449136979233645,Unhealthy
ERR210283,19.177157456012626,Healthy,10.151612229306489,Unhealthy,2.1001959515895376,Unhealthy
SRR5947838,27.14058615355849,Healthy,19.832055003370915,Unhealthy,3.7869225114245477,Unhealthy
ERR210523,18.13698865177126,Healthy,10.711845625806681,Unhealthy,2.151866853642638,Unhealthy
SRR5983376,20.846180882310296,Healthy,13.195696954834478,Unhealthy,2.6050369609026727,Unhealthy
SRR5947081,31.372240241120483,Healthy,12.264042323262341,Unhealthy,2.7883512886291424,Unhealthy
SRR5983422,19.55109220299179,Healthy,22.053488244005468,Unhealthy,3.885748089601771,Unhealthy
SRR5983333,12.905034590952738,Healthy,4.525198105629485,Healthy,1.069535768870552,Healthy
SRR5946762,23.522862350195815,Healthy,12.565304936005383,Unhealthy,2.5929994745569327,Unhealthy
SRR5936132,18.788108845074937,Healthy,17.78997283190935,Unhealthy,3.226870025747283,Unhealthy
ERR210592,17.34353859769328,Healthy,10.233680137618167,Unhealthy,2.056304605358386,Unhealthy
SRR5935975,15.932131305913742,Healthy,13.967708621102023,Unhealthy,2.5697017547450676,Unhealthy
SRR5946689,19.25714906543067,Healthy,16.907076215528217,Unhealthy,3.1096211573583497,Unhealthy
SRR5983355,23.810006012686284,Healthy,15.006197362028912,Unhealthy,2.965630603319396,Unhealthy
SRR5946799,21.547574606799984,Healthy,16.900180974959195,Unhealthy,3.1787000287233704,Unhealthy
SRR5935827,18.59416877774557,Healthy,5.8183842405264015,Healthy,1.4364358379129232,Healthy
SRR5935996,17.166838571677637,Healthy,10.621891264721661,Unhealthy,2.1087632386242054,Unhealthy
SRR5947104,15.67085114834359,Healthy,20.88414680409164,Unhealthy,3.592676102901386,Unhealthy
SRR5946853,26.159467037159867,Healthy,16.69458679808948,Unhealthy,3.2892174366112554,Unhealthy
SRR5935743,41.82270559242305,Unhealthy,15.30399495094239,Unhealthy,3.5613638688748237,Unhealthy
SRR5935923,27.07192846346583,Healthy,25.51347590796991,Unhealthy,4.63169974797015,Unhealthy
SRR5946846,38.2892208036572,Unhealthy,21.943757356502914,Unhealthy,4.442939074616483,Unhealthy
ERR210578,22.06366832638311,Healthy,15.124786077337234,Unhealthy,2.9298546412359743,Unhealthy
SRR5936092,21.24871702150404,Healthy,30.57740041501057,Unhealthy,5.2082935590060275,Unhealthy
ERR209404,14.390150974639868,Healthy,18.659676278885044,Unhealthy,3.2218936987080675,Unhealthy
SRR5946924,18.941714281687716,Healthy,16.095644584511795,Unhealthy,2.979013267725562,Unhealthy
SRR5946863,12.271907355394177,Healthy,10.244966837369745,Unhealthy,1.9027515603508796,Unhealthy
SRR5947843,19.370546363137244,Healthy,15.517011206700325,Unhealthy,2.9058874928884775,Unhealthy
SRR5947045,17.197320524546072,Healthy,13.51189514388755,Unhealthy,2.540483355250127,Unhealthy
SRR5946645,11.843681311795075,Healthy,14.405383096664357,Unhealthy,2.509800319414965,Unhealthy
ERR209711,22.476128714309937,Healthy,27.986397491616145,Unhealthy,4.859645192334095,Unhealthy
ERR209707,20.020723111099233,Healthy,35.240180425286844,Unhealthy,5.865745440479758,Unhealthy
SRR5983315,32.11641761066927,Healthy,15.754101050230249,Unhealthy,3.3313614369050115,Unhealthy
SRR5935899,16.358056488098555,Healthy,24.575837195065965,Unhealthy,4.163997852138422,Unhealthy
SRR5983367,26.337579036488606,Healthy,7.274012029399159,Unhealthy,1.890428118205274,Unhealthy
SRR5936038,20.369521150973465,Healthy,19.513404273593395,Unhealthy,3.532171374346419,Unhealthy
ERR209674,21.52483611444616,Healthy,28.7737717679606,Unhealthy,4.947894334658189,Unhealthy
SRR5936160,11.002876252886908,Healthy,13.985778125794187,Unhealthy,2.4215176955850106,Unhealthy
ERR209692,7.397862700626211,Healthy,18.639123169328993,Unhealthy,3.004805984482199,Unhealthy
SRR5936207,25.211320174524477,Healthy,25.46955568521459,Unhealthy,4.56820236625248,Unhealthy
SRR5946625,33.223813014486616,Unhealthy,14.478639383378281,Unhealthy,3.1751355455483377,Unhealthy
SRR5946895,17.921712613326825,Healthy,8.40323554594314,Unhealthy,1.8011536408521946,Unhealthy
SRR5983411,27.252274375609844,Healthy,12.80104538881929,Unhealthy,2.7422912242574955,Unhealthy
SRR5946671,18.635064757908037,Healthy,18.514557832312164,Unhealthy,3.3301929875546974,Unhealthy
SRR5936130,33.81015284969206,Unhealthy,17.870942511643687,Unhealthy,3.698742954958648,Unhealthy
SRR5946925,26.522683894725354,Healthy,10.170127788056766,Unhealthy,2.327792066447518,Unhealthy
SRR5946947,17.125802068397533,Healthy,11.394887953552518,Unhealthy,2.2227308927031366,Unhealthy
SRR5936037,18.15544243761237,Healthy,14.23065851465329,Unhealthy,2.6769497568903,Unhealthy
ERR209434,16.793220784165733,Healthy,21.051110736418188,Unhealthy,3.6519180730982552,Unhealthy
SRR5935931,10.653334720845162,Healthy,25.993974689820813,Unhealthy,4.200773505077428,Unhealthy
SRR5983472,16.06321223790033,Healthy,10.091762320704323,Unhealthy,1.9959612045321133,Unhealthy
SRR5946681,15.00434383090033,Healthy,11.432289278759294,Unhealthy,2.163371141316431,Unhealthy
ERR209405,13.128775366735454,Healthy,19.237915352843377,Unhealthy,3.2694777194280014,Unhealthy
SRR5947070,17.831582885728377,Healthy,4.997896551661958,Healthy,1.2907913800758157,Healthy
SRR5947049,19.091550293418845,Healthy,15.80486323010842,Unhealthy,2.940255352417129,Unhealthy
SRR5947019,24.535604375107624,Healthy,11.171780947079405,Unhealthy,2.4162778797146576,Unhealthy
SRR5946969,18.95228545129721,Healthy,17.619390232206577,Unhealthy,3.2064680122484117,Unhealthy
SRR5946774,31.15753861311715,Healthy,15.690183520470766,Unhealthy,3.292483892034453,Unhealthy
SRR5983405,30.76853824902961,Healthy,10.369246503190627,Unhealthy,2.4874325088674154,Unhealthy
SRR5935936,17.986570951713777,Healthy,15.940471340410795,Unhealthy,2.9266473907700012,Unhealthy
SRR5983406,20.468840432916657,Healthy,15.040741364518954,Unhealthy,2.8685114212417733,Unhealthy
SRR5936159,15.319988483253692,Healthy,12.852102483571842,Unhealthy,2.3846714708076124,Unhealthy
SRR5935893,24.429282189330955,Healthy,17.10411693245563,Unhealthy,3.2973039329702982,Unhealthy
SRR5935772,33.51192163269236,Unhealthy,13.388463183067925,Unhealthy,3.021451297753134,Unhealthy
SRR5935985,11.12094458564856,Healthy,8.375906579201349,Unhealthy,1.5889180736335422,Healthy
SRR5983418,25.04962387376427,Healthy,17.097574655259418,Unhealthy,3.3153165148244854,Unhealthy
SRR5946937,48.82357231118368,Unhealthy,11.898222673687993,Unhealthy,3.2679823853518615,Unhealthy
SRR5947056,33.31297075665767,Unhealthy,19.19393157985756,Unhealthy,3.8807310978167093,Unhealthy
