specie,mean,std
Streptococcus_infantis,-15.18311361061955,3.6124087044720903
Eubacterium_infirmum,-16.50153980234956,1.009764427273215
Erysipelotrichaceae_bacterium_6_1_45,-13.892835803201121,4.709068526145278
Flavonifractor_plautii,-12.244216228264774,5.890261072120482
Parvimonas_micra,-16.415775270342213,1.5000389259329094
Streptococcus_sanguinis,-14.961641349598349,3.915635438315947
Gemella_haemolysans,-16.39880729869653,1.4663615249149007
Megasphaera_micronuciformis,-16.403451297462087,1.5631484962904212
Streptococcus_anginosus,-15.280156140253185,3.7016023969778282
Streptococcus_cristatus,-16.490088009229787,1.1018357155434235
Actinomyces_graevenitzii,-16.059577170879376,2.3741089363887267
Oribacterium_sinus,-16.52205114224102,0.9165127423384122
Peptostreptococcus_stomatis,-16.377276014556685,1.5710526122494983
Ruminococcus_gnavus,-10.623016191694989,7.165919915996742
Subdoligranulum_sp_4_3_54A2FAA,-15.649869499526421,3.8514773859580576
Eubacterium_sp_3_1_31,-15.470684836150385,3.6935812984945984
Megamonas_rupellensis,-14.765905673791249,4.856711264898518
Dialister_invisus,-12.552792822765083,7.459246435251972
Erysipelotrichaceae_bacterium_3_1_53,-16.230417928918126,2.095231119976779
Lactobacillus_gasseri,-16.11997675643252,2.5000985878783974
Clostridium_nexile,-14.487312089539184,5.216763349326511
Atopobium_parvulum,-16.330045336038584,1.621524686014615
Lachnospiraceae_bacterium_1_4_56FAA,-14.296603253664026,4.9270925434378015
Bacteroides_thetaiotaomicron,-3.163574328953378,5.886822109568398
Clostridium_innocuum,-15.10689059872675,3.7245883389862526
Fusobacterium_ulcerans,-16.27719471117039,2.1098031678661435
Clostridium_hathewayi,-13.202905516795816,5.508443162165933
Fusobacterium_nucleatum,-16.346392061798955,1.732350435342695
Streptococcus_tigurinus,-16.44573630014347,1.236460303519178
Klebsiella_pneumoniae,-14.102141636342925,5.5847841922880885
Streptococcus_mitis_oralis_pneumoniae,-15.170403335148125,3.6665730348995145
Lachnospiraceae_bacterium_9_1_43BFAA,-15.959400930295685,2.559454501155675
Eubacterium_limosum,-16.056976595745123,2.4939453568350873
Ruminococcaceae_bacterium_D16,-14.490916384139613,4.549233026182846
Bilophila_wadsworthia,-10.197169997927293,6.032182284385588
Erysipelotrichaceae_bacterium_21_3,-14.461367500527908,4.311909424487922
Granulicatella_adiacens,-16.19051284680239,2.026872188537574
Lachnospiraceae_bacterium_4_1_37FAA,-16.388280811826032,1.4913396921655124
Fusobacterium_mortiferum,-15.962626497196023,3.208203591347453
Clostridium_clostridioforme,-15.3660880466416,3.800377985642363
Escherichia_coli,-6.224073243769912,7.253405847272654
Bacteroides_fragilis,-9.606347503746036,7.773950952879077
Lachnospiraceae_bacterium_6_1_63FAA,-16.254163905594144,1.9315066458199088
Blautia_hydrogenotrophica,-15.420135625330051,3.670114747963415
Streptococcus_vestibularis,-14.642363667780735,4.5059895032195305
Clostridiales_bacterium_1_7_47FAA,-14.685002783493205,4.298760267241182
Streptococcus_australis,-13.38567658021195,5.224666128255952
Clostridium_symbiosum,-13.934390111837981,5.168733700981374
Lachnospiraceae_bacterium_1_1_57FAA,-8.936431242805803,7.635591221038267
Veillonella_atypica,-13.842341274651853,5.098942369630403
Solobacterium_moorei,-15.71932562722796,2.8762065215278074
Roseburia_inulinivorans,-2.1633371201298734,5.220608019869433
Clostridium_bolteae,-12.09274630276925,6.246734375091567
Actinomyces_odontolyticus,-15.593688843277489,3.1347560195043283
Veillonella_parvula,-11.216124031854271,6.259015244976859
Gemella_sanguinis,-15.930024691303172,2.5791078940002063
Lachnospiraceae_bacterium_7_1_58FAA,-7.926636369165117,5.397736385049959
