,specie,mean,std
0,Prevotella_sp_CAG_279,-13.839448241984856,6.226706953588567
1,Butyrivibrio_sp_CAG_318,-14.147976639239063,5.855001460658415
2,Bacteroides_sp_CAG_530,-14.987199542527637,4.904817196333519
3,Firmicutes_bacterium_CAG_791,-15.832024023710561,3.5279908524792543
4,Prevotella_sp_885,-14.662749627941853,5.485799403260416
5,Eubacterium_coprostanoligenes,-16.338060643980572,1.8790478175388547
6,Phascolarctobacterium_succinatutens,-10.92800533534208,8.056165053195139
7,Blastocystis_sp_subtype_1,-16.02538373984257,2.8511104767624773
8,Prevotella_copri,-6.695744132689669,8.338931806046759
9,Firmicutes_bacterium_CAG_110,-11.009930263538163,7.572935509879118
10,Clostridium_sp_CAG_632,-15.628712889371196,3.9743352506652223
11,Prevotella_sp_CAG_1092,-15.438278053485144,4.231019093706328
12,Oscillibacter_sp_57_20,-7.948312993753815,7.874666928720896
13,Coprococcus_eutactus,-11.667376805186471,7.244117234555459
14,Butyrivibrio_crossotus,-13.369274173110606,6.831095239440396
15,Holdemanella_biformis,-11.369766659567615,7.334102073787017
16,Escherichia_coli,-2.6310277403934856,6.529897622176105
17,Prevotella_sp_CAG_520,-14.60230857291232,5.4245995071537205
18,Prevotella_stercorea,-13.29592056054356,6.251194339407864
19,Desulfovibrio_piger,-12.127710035008645,7.116130720886035
20,Anaerobiospirillum_thomasii,-15.827108118812518,3.0364731119383945
21,Catenibacterium_mitsuokai,-13.027072775928906,6.731077921213603
22,Treponema_succinifaciens,-16.452912027969912,1.5346534761207327
23,Prevotella_sp_CAG_5226,-14.980567998876188,4.9572982565388966
24,Prevotella_sp_AM42_24,-14.43092233816862,5.597961915755019
25,Firmicutes_bacterium_CAG_170,-13.027819066928926,6.383453258332809
26,Clostridium_sp_CAG_510,-15.07247666885329,5.068195564725719
27,Streptococcus_lutetiensis,-16.239197497517704,2.1288377134499337
28,Oscillibacter_sp_CAG_241,-8.95256536311738,7.264398860265579
29,Ruminococcus_sp_CAG_488,-14.841560798699236,5.0734339221851705
