,specie,mean,std
0,Slackia_isoflavoniconvertens,-13.426876787992185,5.804739071780728
1,Clostridium_sp_CAG_58,-11.416189126789519,6.8990845775364225
2,Butyricimonas_synergistica,-12.084631678064135,6.117493419981748
3,Collinsella_aerofaciens,-3.8977490289799452,6.574777370902261
4,Coprobacter_fastidiosus,-12.162730225763898,6.667984695980773
5,Butyricimonas_virosa,-8.276610555783561,6.917913641248198
6,Lawsonibacter_asaccharolyticus,-8.955639772930008,6.415999285765071
7,Ruminococcus_torques,-5.124581348810085,7.094145834357363
8,Dorea_longicatena,-3.416914116847143,6.068890391347283
9,Collinsella_massiliensis,-15.006788080505606,3.6279035914932196
10,Dorea_formicigenerans,-4.651375209231817,6.100699495253172
11,Alistipes_finegoldii,-6.370149422734895,6.982311278526861
12,Bacteroides_caccae,-5.344580247447489,7.7083650024634744
13,Anaeromassilibacillus_sp_An250,-13.411166054001942,5.309493065926265
14,Bifidobacterium_adolescentis,-9.355447300201662,8.128151846982915
15,Fusicatenibacter_saccharivorans,-2.2304538363497626,5.493135349065443
16,Akkermansia_muciniphila,-9.553626383928716,7.996791926290929
17,Bacteroides_cellulosilyticus,-9.104103318748622,7.430223727453009
18,Gemmiger_formicilis,-6.116612518968349,6.30034025081637
19,Bilophila_wadsworthia,-7.59255414003231,6.140929740682071
20,Alistipes_inops,-13.706159313368422,6.052293301572932
21,Odoribacter_splanchnicus,-4.064264131619715,6.7111703333470425
22,Eubacterium_hallii,-4.288797797942658,5.8559329820745605
23,Desulfovibrionaceae_bacterium,-15.30289244528105,4.029502403134924
24,Asaccharobacter_celatus,-10.251712813653581,6.354600506305525
25,Eubacterium_siraeum,-9.634000810610134,7.976674075115779
26,Methanobrevibacter_smithii,-13.15834373972702,6.412590577460699
27,Parabacteroides_distasonis,-1.0698266869951114,4.935938476914901
28,Oscillibacter_sp_CAG_241,-9.00468978764571,7.17425060831305
29,Ruthenibacterium_lactatiformans,-5.0028735595350975,5.449834215205809
30,Barnesiella_intestinihominis,-7.901557085944958,8.169479341140727
