,specie,mean,std
0,Bacteroides_uniformis,-1.1526485348334332,5.723167208645681
1,Bacteroides_stercoris,-7.701112982719219,7.916562401132065
2,Parasutterella_excrementihominis,-11.45699670176468,6.931456890274781
3,Parabacteroides_merdae,-6.878115393218841,7.7305186650664055
4,Turicimonas_muris,-13.609122690427455,5.314390536589343
5,Dialister_sp_CAG_357,-14.37732663193857,5.638228695002617
6,Alistipes_finegoldii,-7.972807714091252,7.408912567840092
7,Bacteroides_caccae,-7.6178758431071945,7.893953442069871
8,Bacteroides_vulgatus,-1.552592427136615,6.1153524272967585
9,Prevotella_copri,-8.055328899462049,8.423910232170472
10,Bacteroides_eggerthii,-11.993981942807935,6.9450676156595
11,Akkermansia_muciniphila,-9.11649318430828,8.271301924366522
12,Oscillibacter_sp_57_20,-8.766121421731748,7.937893425537708
13,Lachnospira_pectinoschiza,-9.48716921013485,8.096656754601915
14,Bacteroides_intestinalis,-12.648527636691812,6.840109070816762
15,Proteobacteria_bacterium_CAG_139,-12.616518527586503,6.327984820272377
16,Phascolarctobacterium_faecium,-11.354255892051611,7.222200437646774
17,Roseburia_faecis,-4.862364191374955,7.722253965776596
18,Bacteroides_ovatus,-5.01789524553841,6.680815000076734
19,Bacteroides_dorei,-7.167821744747797,8.258678282917542
20,Alistipes_shahii,-8.570303636206885,7.373667413713581
21,Alistipes_putredinis,-5.765112526543289,8.007113912488794
22,Bacteroides_faecis,-15.662274046202343,3.634543736057166
23,Eubacterium_rectale,-4.724298780891519,7.535136592921973
24,Bacteroides_finegoldii,-13.011024522811075,6.246120389893657
25,Roseburia_hominis,-7.272476642299778,7.356591282128335
26,Barnesiella_intestinihominis,-9.668346785213332,7.884607254288994
