,specie,mean,std
0,Slackia_isoflavoniconvertens,-13.322848036843016,5.880274357584622
1,Clostridium_sp_CAG_58,-11.339254642864077,6.9485021196856005
2,Actinomyces_oris,-15.909835187479498,2.601558174626894
3,Clostridium_leptum,-10.640912029473556,6.283236933368799
4,Acidaminococcus_intestini,-15.099387553579232,4.708115704821334
5,Enterorhabdus_caecimuris,-14.341800268345478,4.032157576540821
6,Erysipelatoclostridium_ramosum,-12.133543574875388,6.429189466249553
7,Eisenbergiella_tayi,-13.874849528165258,5.078787400820862
8,Firmicutes_bacterium_CAG_145,-13.515491853641842,5.526635218738934
9,Agathobaculum_butyriciproducens,-3.735932448238619,5.196013974468771
10,Collinsella_aerofaciens,-3.881722284303886,6.644409054854325
11,Flavonifractor_plautii,-4.175670374541716,5.533434669278947
12,Parvimonas_micra,-15.446129354953662,3.5242235557487773
13,Streptococcus_infantis,-14.428596530008036,4.51012757740021
14,Bifidobacterium_dentium,-14.63208107432356,4.651786796813889
15,Streptococcus_gordonii,-14.485022766427626,4.583605364342494
16,Fusobacterium_nucleatum,-16.063663706968487,2.568064622430444
17,Anaerotruncus_colihominis,-12.476721616631627,5.692545994054978
18,Enorma_massiliensis,-14.265629336893076,4.443434558543867
19,Mogibacterium_diversum,-14.569664591340302,4.213194693582213
20,Clostridium_innocuum,-12.454033238247243,5.770626277323299
21,Solobacterium_moorei,-15.81652801526647,2.788718003583439
22,Lawsonibacter_asaccharolyticus,-8.75118000669189,6.403226955430622
23,Streptococcus_mutans,-15.755792235822232,3.1090460353821148
24,Hungatella_hathewayi,-12.160025771651753,5.895431963170502
25,Streptococcus_vestibularis,-14.62592980842406,4.508361494491078
26,Ruminococcus_torques,-5.267373531304327,7.19668154991553
27,Collinsella_stercoris,-10.890283338309551,5.522950871564125
28,Streptococcus_sanguinis,-14.680392407888986,4.353293356238437
29,Actinomyces_sp_oral_taxon_181,-15.566979838009555,3.054198775763096
30,[Collinsella]_massiliensis,-14.763655751335676,3.973143995364398
31,Allisonella_histaminiformans,-14.72724891004,4.2857968797041845
32,Dorea_longicatena,-3.344157290354183,5.996108771214661
33,Dorea_formicigenerans,-4.74736862997405,6.195127760848755
34,Actinomyces_odontolyticus,-14.199458988087883,4.404957949052227
35,Sellimonas_intestinalis,-14.204775873471108,5.1439821228320115
36,Streptococcus_oralis,-13.860670103784715,5.01762328696588
37,Bifidobacterium_adolescentis,-9.142807689839858,8.157240132538698
38,Clostridium_symbiosum,-12.237116920968244,6.079144413834022
39,Coprococcus_catus,-7.750029432088763,6.805513561864546
40,Peptostreptococcus_stomatis,-16.10025437067892,2.3939385330894702
41,Streptococcus_salivarius,-5.46198557274969,5.825382658702644
42,Ruminococcus_gnavus,-7.415642149154303,7.561267771175259
43,Streptococcus_anginosus_group,-14.647165362298551,4.513024541188547
44,Eubacterium_sulci,-15.165358892651382,3.600437785872076
45,Gordonibacter_pamelaeae,-9.812801603857821,5.946511845476277
46,Firmicutes_bacterium_CAG_94,-14.20660801850019,5.073504011317914
47,Gemella_morbillorum,-15.679751617552569,3.0905010315660237
48,Actinomyces_sp_HPA0247,-16.156354071523822,2.130604467856937
49,Blautia_obeum,-4.748829054469955,6.059152339145167
50,Clostridium_clostridioforme,-14.227979316153608,5.039237267377798
51,Actinomyces_sp_S6_Spd3,-15.695880184013816,2.9441579501576403
52,Collinsella_intestinalis,-12.814430766008352,5.233059673295921
53,Gemella_sanguinis,-13.313371398149856,5.10046742403625
54,Olsenella_scatoligenes,-14.945677950698183,4.086526085299092
55,Eggerthella_lenta,-9.82061382428697,6.575956157305652
56,Harryflintia_acetispora,-15.707907131334435,2.939217152093734
57,Actinomyces_sp_ICM47,-14.803849997406273,4.061734291471727
58,Gemella_haemolysans,-15.40667953339788,3.405901342786675
59,Blautia_sp_CAG_257,-13.495204854911364,5.68598702412751
60,Streptococcus_parasanguinis,-8.69047257052669,6.553715279440042
61,Bifidobacterium_longum,-5.558153726250887,7.271260267904801
62,Ruthenibacterium_lactatiformans,-5.010765946125188,5.526672990334752
63,Streptococcus_mitis,-13.258328345038196,5.30946971011417
64,Actinomyces_sp_HMSC035G02,-15.460850535213199,3.162529763472518
65,Rothia_mucilaginosa,-13.914576720994217,4.682307930587985
