,specie,mean,std
0,Slackia_isoflavoniconvertens,-13.405655179281734,5.823289124658709
1,Clostridium_sp_CAG_58,-11.444437013310324,6.899372863557038
2,Butyricimonas_synergistica,-12.120104235617545,6.1126205159332425
3,Collinsella_aerofaciens,-3.8522632801532817,6.61837850326588
4,Butyricimonas_virosa,-8.312134287948473,6.912063158417391
5,Lawsonibacter_asaccharolyticus,-8.840395939668952,6.428332448905945
6,Collinsella_massiliensis,-14.903376693087724,3.7484042025996787
7,Dorea_formicigenerans,-4.735079648688966,6.1772768198516275
8,Alistipes_finegoldii,-6.261739877309486,6.987056453256149
9,Paraprevotella_xylaniphila,-11.68465129572704,7.3132378375928
10,Streptococcus_thermophilus,-12.175227531525133,6.538394321871706
11,Anaeromassilibacillus_sp_An250,-13.39865328698284,5.331989061435507
12,Bifidobacterium_adolescentis,-9.102048618273752,8.170380846709252
13,Fusicatenibacter_saccharivorans,-2.204257458059958,5.448027959610091
14,Akkermansia_muciniphila,-9.398979235377208,7.977563191840855
15,Bacteroides_cellulosilyticus,-9.270683134760116,7.477174418813891
16,Gemmiger_formicilis,-6.043734477904015,6.367122350458462
17,Coprococcus_comes,-4.8192334799321666,6.938832331288696
18,Bilophila_wadsworthia,-7.574726247362722,6.182739084254526
19,Alistipes_inops,-13.722187567391845,6.057841378413436
20,Odoribacter_splanchnicus,-4.164232200074415,6.777098737336883
21,Eubacterium_hallii,-4.239803655237124,5.8717162828632565
22,Asaccharobacter_celatus,-10.135920836072216,6.370343362773222
23,Eubacterium_siraeum,-9.47936701670532,8.03578421221982
24,Methanobrevibacter_smithii,-13.099534130796755,6.465125959038408
25,Parabacteroides_distasonis,-1.1536796820296822,5.038545351869612
26,Oscillibacter_sp_CAG_241,-9.030903190022276,7.172421687690952
27,Ruthenibacterium_lactatiformans,-4.995993264719767,5.419537683789122
28,Barnesiella_intestinihominis,-7.911904891202173,8.163388525430307
