,specie,mean,std
0,Prevotella_sp_CAG_279,-14.181141880002908,5.898873123209805
1,Butyrivibrio_sp_CAG_318,-14.238647399066963,5.755483777178056
2,Bacteroides_sp_CAG_530,-15.039591450282161,4.870367714462838
3,Firmicutes_bacterium_CAG_791,-16.104874832602476,2.841620609757375
4,Prevotella_sp_885,-15.071729823084526,4.8772819283513895
5,Eubacterium_coprostanoligenes,-16.338060643980572,1.8790478175388547
6,Phascolarctobacterium_succinatutens,-10.905063050533046,8.035488811460741
7,Blastocystis_sp_subtype_1,-16.114789603027514,2.7560285909062143
8,Prevotella_copri,-7.797772963420513,8.322155762694644
9,Firmicutes_bacterium_CAG_110,-11.152714684356438,7.428873018180282
10,Clostridium_sp_CAG_632,-15.709927730734673,3.831960938930571
11,Prevotella_sp_CAG_1092,-15.479641975150374,4.085635096616804
12,Oscillibacter_sp_57_20,-8.378136535984146,7.9033134933892155
13,Coprococcus_eutactus,-11.917485156234047,7.217691006563477
14,Butyrivibrio_crossotus,-13.824333028767201,6.56329358022573
15,Holdemanella_biformis,-11.983212102628826,7.0427807805499265
16,Escherichia_coli,-3.518436289937011,7.269185496977368
17,Prevotella_sp_CAG_520,-14.937111801275124,5.0443092259355105
18,Prevotella_stercorea,-13.823452864157723,6.066239107885357
19,Desulfovibrio_piger,-12.431502300936895,6.885193248516821
20,Gemmiger_formicilis,-7.7455064645221094,7.153885986663199
21,Anaerobiospirillum_thomasii,-16.035934380823953,2.5954202511918862
22,Catenibacterium_mitsuokai,-13.600227347794297,6.311656359891141
23,Prevotella_sp_CAG_5226,-15.159476161562148,4.697641204581047
24,Prevotella_sp_AM42_24,-14.988563472370535,4.913723903832941
25,Eubacterium_rectale,-4.045383865408632,7.435461158005878
26,Firmicutes_bacterium_CAG_170,-13.52338373134143,5.913727985262704
27,Clostridium_sp_CAG_510,-14.973048533152912,5.220046620523912
28,Streptococcus_lutetiensis,-16.131679012401975,2.491575496879952
29,Oscillibacter_sp_CAG_241,-9.355331978258437,7.421551468947512
30,Ruminococcus_sp_CAG_488,-15.116130555380575,4.671322297421006
