,specie,mean,std
0,Slackia_isoflavoniconvertens,-11.557212557486872,6.780007843807329
1,Roseburia_sp_CAG_182,-14.650862603788603,4.906134823269354
2,Prevotella_sp_CAG_279,-13.894341056151568,6.18217040550758
3,Butyrivibrio_sp_CAG_318,-14.259704010492671,5.780288926752564
4,Bacteroides_sp_CAG_530,-15.417171330608335,4.255435403860873
5,Firmicutes_bacterium_CAG_791,-16.090990436009577,2.9204042959421774
6,Prevotella_sp_885,-15.114172824517713,4.858019897196702
7,Ruminococcus_torques,-6.314885115269044,7.94862930450149
8,Eubacterium_coprostanoligenes,-16.418577937181645,1.530613566655226
9,Phascolarctobacterium_succinatutens,-10.868888260955952,8.05790307084713
10,Blastocystis_sp_subtype_1,-16.013325639109137,2.9153641874550393
11,Prevotella_copri,-7.886088635862133,8.37461713514029
12,Firmicutes_bacterium_CAG_110,-11.124865650637085,7.430936584329562
13,Clostridium_sp_CAG_632,-15.699077254331838,3.86788733859071
14,Prevotella_sp_CAG_1092,-15.689592371513715,3.762968108697098
15,Oscillibacter_sp_57_20,-8.450139401309155,7.928844717642477
16,Coprococcus_eutactus,-12.191727763313114,7.002217693869598
17,Butyrivibrio_crossotus,-13.890620838950367,6.425542892297146
18,Holdemanella_biformis,-12.063615408652808,7.078936971418463
19,Escherichia_coli,-3.3042689906674974,7.0941077018037975
20,Prevotella_sp_CAG_520,-15.119799760539415,4.967058142150413
21,Prevotella_stercorea,-13.910711645153208,5.693685987955909
22,Desulfovibrio_piger,-12.374129169835046,7.0256059323237725
23,Gemmiger_formicilis,-7.553917048953634,7.241445308130119
24,Anaerobiospirillum_thomasii,-16.028542557337477,2.6292968203287352
25,Catenibacterium_mitsuokai,-13.619008676767605,6.250403974353234
26,Treponema_succinifaciens,-16.518841720309283,1.244969792890187
27,Prevotella_sp_CAG_5226,-15.588006040152262,4.124298878596183
28,Prevotella_sp_AM42_24,-14.904827116648619,5.079712707935468
29,Firmicutes_bacterium_CAG_170,-13.430536931427467,6.1494854659594695
30,Clostridium_sp_CAG_510,-15.16316965835154,4.936234323270025
31,Streptococcus_lutetiensis,-16.105994381828346,2.474555110017073
32,Oscillibacter_sp_CAG_241,-9.041350695859945,7.463183464081973
33,Ruminococcus_sp_CAG_488,-15.201571196898474,4.54993967714836
