,specie,mean,std
0,Prevotella_sp_CAG_279,-13.967915157612811,6.1368541007450625
1,Butyrivibrio_sp_CAG_318,-14.006841646672763,6.004683965229333
2,Bacteroides_sp_CAG_530,-15.330280750660249,4.394586872388937
3,Firmicutes_bacterium_CAG_791,-15.92589639526276,3.2935472100925547
4,Prevotella_sp_885,-15.07193948885461,4.951608949485959
5,Eubacterium_coprostanoligenes,-16.384167023681947,1.7742113156775599
6,Phascolarctobacterium_succinatutens,-10.577778967475455,8.11950669864685
7,Blastocystis_sp_subtype_1,-16.102820825943116,2.6503322717431206
8,Prevotella_copri,-7.175199241165704,8.451190976919504
9,Firmicutes_bacterium_CAG_110,-10.922140928884907,7.552390382251275
10,Clostridium_sp_CAG_632,-15.524179755697899,4.185900416712557
11,Prevotella_sp_CAG_1092,-15.604059103455208,3.9358611360957076
12,Oscillibacter_sp_57_20,-8.259687606905782,7.860068549326616
13,Coprococcus_eutactus,-12.240176405494967,6.982443606077357
14,Butyrivibrio_crossotus,-13.556256994834444,6.780332419668587
15,Holdemanella_biformis,-11.633276069880193,7.286841621681312
16,Escherichia_coli,-3.499849607195733,7.07839014055921
17,Prevotella_sp_CAG_520,-14.819382304768952,5.186414070507357
18,Prevotella_stercorea,-13.443958102877868,6.287243762408154
19,Desulfovibrio_piger,-12.462943932913706,6.930336867962751
20,Gemmiger_formicilis,-7.283690954380327,7.153675340776672
21,Anaerobiospirillum_thomasii,-16.019021963919723,2.6645340359742336
22,Catenibacterium_mitsuokai,-13.456814225827408,6.490413089341872
23,Prevotella_sp_CAG_5226,-15.365869023936813,4.299435155409805
24,Prevotella_sp_AM42_24,-14.682891307234977,5.306147556553968
25,Firmicutes_bacterium_CAG_170,-13.229077546813109,6.305095167437315
26,Clostridium_sp_CAG_510,-15.047136752068171,5.134065454745278
27,Streptococcus_lutetiensis,-16.183888083557765,2.219064325816535
28,Oscillibacter_sp_CAG_241,-8.926847370168742,7.489196854766766
29,Ruminococcus_sp_CAG_488,-15.222405842954922,4.591057292725992
