,specie,mean,std
0,Bacteroides_uniformis,-1.6316278704142595,6.198365183818235
1,Bacteroides_stercoris,-8.580529268711654,7.981314533627054
2,Parasutterella_excrementihominis,-11.189406516638819,7.010389084059709
3,Bacteroides_salyersiae,-14.368834337206358,4.965958024172138
4,Parabacteroides_merdae,-6.782279176911413,7.5925596293539135
5,Turicimonas_muris,-13.664603726422982,5.291361503031507
6,Dialister_sp_CAG_357,-14.949377893001175,4.864035338362016
7,Alistipes_finegoldii,-8.080542203043086,7.29809583991376
8,Bacteroides_caccae,-7.314436870132198,7.888231412534526
9,Bacteroides_vulgatus,-2.170229216387006,7.045976609946616
10,Bacteroides_eggerthii,-11.710679634408864,7.155625040711013
11,Akkermansia_muciniphila,-9.648757334037489,8.049001774209652
12,Oscillibacter_sp_57_20,-8.459999894161124,7.831189731522748
13,Lachnospira_pectinoschiza,-9.436411072345736,7.993000137599126
14,Bacteroides_intestinalis,-12.209814677237718,6.842797337584724
15,Proteobacteria_bacterium_CAG_139,-12.460398445424955,6.470884388035965
16,Phascolarctobacterium_faecium,-11.181927044563443,7.192927169703386
17,Roseburia_faecis,-4.732830775656283,7.639880568643839
18,Bacteroides_ovatus,-5.445357446118458,6.927985252608319
19,Bacteroides_cellulosilyticus,-11.55888209047566,6.793896475976263
20,Bacteroides_dorei,-6.699288235475325,8.083056230238919
21,Bacteroides_faecis_CAG_32,-16.19432442007035,2.359411361732003
22,Bacteroides_plebeius,-11.366173413479103,7.247441073357617
23,Alistipes_shahii,-8.856700632785854,7.217508391208378
24,Eubacterium_siraeum,-9.045514499518244,7.9781950614294255
25,Alistipes_putredinis,-5.798440991600287,7.961808703877182
26,Bacteroides_faecis,-15.845911592255048,3.3200439633759076
27,Eubacterium_rectale,-4.1774041998438465,7.5066218949644865
28,Bacteroides_finegoldii,-13.123289050775,6.225441618836709
29,Oscillibacter_sp_CAG_241,-9.486897007142053,7.380504327803483
30,Barnesiella_intestinihominis,-9.879400813986862,7.7731698146677966
