,Healthy,Unhealthy
0,Scardovia_wiggsiae,Marvinbryantia_formatexigens
1,Eikenella_sp_NML130454,Prevotella_sp_CAG_1124
2,Bacteroides_pyogenes,Bifidobacterium_saeculare
3,Brachyspira_sp_CAG_700,Lactobacillus_paraplantarum
4,Bacillus_megaterium,Veillonella_criceti
5,Porphyromonas_endodontalis,Acidaminococcus_sp_CAG_542
6,Coprobacter_sp,Lachnoanaerobaculum_umeaense
7,Porphyromonas_uenonis,Neisseria_sp_oral_taxon_014
8,Anaerocolumna_aminovalerica,Serratia_liquefaciens
9,Carnobacterium_maltaromaticum,Tissierellia_bacterium_KA00581
10,Gemella_sanguinis,Propionibacterium_freudenreichii
11,Anaerofilum_sp_An201,Prevotella_multisaccharivorax
12,Streptococcus_infantis,Olsenella_profusa
13,Prevotella_sp_MGM2,Prevotella_sp_CAG_485
14,Weissella_halotolerans,Streptococcus_sp_SK643
15,Alkalibacterium_thalassium,Lactobacillus_pantheris
16,Butyricicoccus_pullicaecorum,Fusobacterium_sp_CAG_439
17,Lactobacillus_pentosus,Eubacterium_maltosivorans
18,Selenomonas_noxia,Lactobacillus_amylovorus
19,Gemmiger_sp_An50,Acidaminococcus_fermentans
20,Acinetobacter_schindleri,Phascolarctobacterium_sp
21,Rothia_aeria,Collinsella_massiliensis
22,Comamonas_kerstersii,Lactobacillus_antri
23,Paenibacillus_polysaccharolyticus,Lactobacillus_farciminis
24,Staphylococcus_equorum,Pseudoflavonifractor_sp_An85
25,Cronobacter_sakazakii,Bacteroides_sp_CAG_661
26,Firmicutes_bacterium_CAG_534,Leuconostoc_carnosum
27,Kluyvera_intestini,Pyramidobacter_sp_C12_8
28,Acinetobacter_ursingii,Dysgonomonas_gadei
29,Cronobacter_malonaticus,Megasphaera_sp_DISK_18
30,Leptotrichia_wadei,Clostridium_neonatale
31,Enterobacter_soli,Neisseria_perflava
32,Pseudomonas_fragi,Peptoniphilus_coxii
33,Actinomyces_cardiffensis,Bacteroides_sp_CAG_927
34,Veillonella_sp_CAG_933,Prevotella_sp_CAG_873
35,Murimonas_intestini,Anaerococcus_prevotii
36,Enterococcus_dispar,Lactobacillus_dextrinicus
37,Haemophilus_quentini,Anaerococcus_hydrogenalis
38,Treponema_porcinum,Bifidobacterium_pullorum
39,Butyribacterium_methylotrophicum,Candidatus_Methanomassiliicoccus_intestinalis
40,Streptococcus_pseudopneumoniae,Clostridium_sp_MSTE9
41,Romboutsia_ilealis,Lactobacillus_animalis
42,Firmicutes_bacterium_CAG_646,Acinetobacter_pittii
43,Klebsiella_variicola,Lactobacillus_ultunensis
44,Rothia_dentocariosa,Kosakonia_cowanii
45,Rahnella_aquatilis,Lactobacillus_kitasatonis
46,Campylobacter_showae,Negativicoccus_succinicivorans
47,Staphylococcus_gallinarum,Aeriscardovia_aeriphila
48,Lachnoclostridium_sp_An298,Butyricicoccus_porcorum
49,Abiotrophia_sp_HMSC24B09,Weissella_minor
50,Lactococcus_raffinolactis,Gemella_bergeri
51,Veillonella_tobetsuensis,Peptostreptococcus_sp_MV1
52,Haemophilus_parainfluenzae,Corynebacterium_amycolatum
53,Alcaligenes_faecalis,Megasphaera_sp_MJR8396C
54,Corynebacterium_durum,Desulfovibrionaceae_bacterium
55,Actinomyces_sp_HPA0247,Pseudoramibacter_alactolyticus
56,Corynebacterium_glutamicum,Clostridium_sp_SY8519
57,Prevotella_oralis,Porphyromonas_canoris
58,Actinomyces_meyeri,Enterococcus_asini
59,Actinomyces_graevenitzii,Porphyromonas_sp_HMSC065F10
60,Streptococcus_cristatus,Atopobium_minutum
61,Citrobacter_braakii,Lachnoclostridium_sp_An196
62,Streptococcus_oralis,Lactobacillus_curvatus
63,Streptococcus_sp_HMSC067H01,Mitsuokella_jalaludinii
64,Prevotella_pallens,Peptoniphilus_duerdenii
65,Leuconostoc_gelidum,Prevotella_sp_oral_taxon_376
66,Clostridium_butyricum,Firmicutes_bacterium_CAG_424
67,Aggregatibacter_segnis,Pediococcus_pentosaceus
68,Eubacterium_brachy,Bacteroides_sp_CAG_633
69,Bacillus_sp_FJAT_27916,Candida_tropicalis
70,Eubacterium_infirmum,Clostridium_sp_CAG_411
71,Haemophilus_paraphrohaemolyticus,Streptococcus_salivarius_CAG_79
72,Acinetobacter_indicus,Monoglobus_pectinilyticus
73,Enterococcus_mundtii,Parabacteroides_sp_426_9
74,Actinomyces_odontolyticus,Desulfovibrio_sp_MES5
75,Tannerella_sp_oral_taxon_808,Cloacibacillus_sp_An23
76,Carnobacterium_divergens,Prevotella_sp_CAG_617
77,Actinomyces_johnsonii,Varibaculum_cambriense
78,Prevotella_sp_oral_taxon_306,Methanobacterium_formicicum
79,Stenotrophomonas_maltophilia,Plesiomonas_shigelloides
80,Campylobacter_upsaliensis,Leuconostoc_pseudomesenteroides
81,Citrobacter_portucalensis,Prevotella_sp_S7_1_8
82,Brachyspira_pilosicoli,Entamoeba_histolytica
83,Escherichia_fergusonii,Clostridium_baratii
84,Aerococcus_viridans,Methanobrevibacter_arboriphilus
85,Streptococcus_sp_HPH0090,Bacteroides_salanitronis
86,Oribacterium_asaccharolyticum,Prevotella_sp_P3_122
