,Healthy,Unhealthy
0,Methanobrevibacter_woesei,Kingella_oralis
1,Cetobacterium_somerae,Lactobacillus_oris
2,Corynebacterium_flavescens,Atlantibacter_hermannii
3,Kosakonia_sacchari,Streptococcus_gallolyticus
4,Methanomassiliicoccales_archaeon_RumEn_M1,Selenomonas_sp_oral_taxon_138
5,Methanosphaera_cuniculi,Eikenella_sp_NML130454
6,Klebsiella_grimontii,Bifidobacterium_saeculare
7,Bacteroides_pyogenes,Peptoniphilus_harei
8,Actinomyces_georgiae,Lachnoanaerobaculum_umeaense
9,Staphylococcus_capitis,Anaerocolumna_aminovalerica
10,Bacillus_megaterium,Serratia_liquefaciens
11,Parabacteroides_chinchillae,Campylobacter_coli
12,Porphyromonas_endodontalis,Acinetobacter_bereziniae
13,Coprobacter_sp,Anaerolineaceae_bacterium_oral_taxon_439
14,Bacteroidales_bacterium_KA00251,Lactobacillus_versmoldensis
15,Bacillus_aerius,Leptotrichia_sp_oral_taxon_215
16,Dysgonomonas_sp_37_18,Lactobacillus_pentosus
17,Pyrococcus_yayanosii,Lactobacillus_pantheris
18,Carnobacterium_maltaromaticum,Selenomonas_noxia
19,Pseudoalteromonas_tetraodonis,Gemmiger_sp_An50
20,Bacillus_stratosphericus,Methanobacterium_sp_MB1
21,Anaerofilum_sp_An201,Pediococcus_stilesii
22,Prevotella_sp_MGM2,Shewanella_algae
23,Weissella_halotolerans,Cronobacter_sakazakii
24,Alkalibacterium_thalassium,Lactobacillus_agilis
25,Photobacterium_damselae,Escherichia_sp_ESNIH1
26,Enterococcus_devriesei,Neisseria_perflava
27,Escherichia_albertii,Haemophilus_aegyptius
28,Acinetobacter_schindleri,Bifidobacterium_pullorum
29,Comamonas_kerstersii,Haemophilus_haemolyticus
30,Paenibacillus_polysaccharolyticus,Leptotrichia_wadei
31,Lachnospiraceae_bacterium_2_1_46FAA,Actinomyces_cardiffensis
32,Enterococcus_pseudoavium,Veillonella_sp_CAG_933
33,Megamonas_rupellensis,Butyricicoccus_porcorum
34,Phyllobacterium_myrsinacearum,Enterococcus_dispar
