,Healthy,Unhealthy
0,Ruminococcus_champanellensis,Phascolarctobacterium_sp
1,Providencia_alcalifaciens,Streptococcus_sp_M334
2,Bacillus_altitudinis,Edwardsiella_tarda
3,Weissella_cibaria,Streptococcus_sanguinis
4,Prevotella_sp_CAG_1058,Prevotella_buccae
5,Bacillus_sp_FJAT_27916,Citrobacter_pasteurii
6,Centipeda_periodontii,Aeromonas_allosaccharophila
7,Haemophilus_paraphrohaemolyticus,Clostridium_sp_SY8519
8,Hungatella_effluvii,Flavonifractor_sp_An306
9,Sphingopyxis_granuli,Staphylococcus_equorum
10,Pseudomonas_lundensis,Neisseria_flavescens
11,Pseudomonas_yamanorum,Porphyromonas_asaccharolytica
12,Paraburkholderia_tropica,Streptococcus_vestibularis
13,Pseudomonas_fragi,Harryflintia_acetispora
14,Blautia_hansenii,Peptoniphilus_sp_HMSC062D09
15,Bifidobacterium_merycicum,Bacteroides_salanitronis
16,Roseburia_sp_831b,Fusobacterium_naviforme
17,Staphylococcus_kloosii,Marvinbryantia_formatexigens
18,Cloacibacterium_normanense,Clostridium_hylemonae
19,Neisseria_macacae,Proteus_mirabilis
20,Prevotella_sp_CAG_924,Fusobacterium_sp_oral_taxon_370
21,Actinobaculum_massiliense,Actinomyces_oris
22,Pseudoalteromonas_undina,Lactobacillus_pontis
23,Bacillus_stratosphericus,Peptoniphilus_harei
24,Coprobacter_sp,Campylobacter_concisus
25,Aerococcus_urinaeequi,Aggregatibacter_sp_oral_taxon_458
26,Pseudoalteromonas_tetraodonis,Selenomonas_infelix
27,Citrobacter_portucalensis,Varibaculum_cambriense
28,Cardiobacterium_hominis,Helicobacter_equorum
29,Comamonas_kerstersii,Streptococcus_peroris
30,Prevotella_stercorea,Streptococcus_gordonii
31,Kluyvera_ascorbata,Bifidobacterium_pullorum
32,Plesiomonas_shigelloides,Atopobium_rimae
33,Kluyvera_intermedia,Lactobacillus_iners
34,Actinomyces_radicidentis,Eubacterium_nodatum
35,Clostridium_sp_CAG_632,Actinomyces_sp_HMSC035G02
36,Alcaligenes_faecalis,Methanosphaera_sp_SHI1033
37,Geobacillus_stearothermophilus,Prevotella_sp_oral_taxon_306
38,Treponema_berlinense,Bacteroides_sp_OM08_11
39,Cronobacter_malonaticus,Faecalicatena_orotica
40,Clostridium_sp_CAG_510,Streptococcus_sp_F0442
41,Streptococcus_pyogenes,Morganella_morganii
42,Bacteroides_sp_OM05_12,Rothia_mucilaginosa
43,Corynebacterium_glutamicum,Leptotrichia_sp_oral_taxon_215
44,Pyrococcus_yayanosii,Campylobacter_ureolyticus
45,Barnesiella_sp_An22,Streptococcus_australis
46,Lautropia_mirabilis,Pseudomonas_simiae
47,Pantoea_brenneri,Pediococcus_acidilactici
48,Megamonas_rupellensis,Corynebacterium_pseudodiphtheriticum
49,Melissococcus_sp_OM08_11BH,Anaeroglobus_geminatus
50,Enterococcus_phoeniculicola,Blautia_hydrogenotrophica
51,Lactococcus_raffinolactis,Proteus_vulgaris
52,Clostridium_hiranonis,Stomatobaculum_longum
53,Anaerotruncus_sp_CAG_528,Oribacterium_asaccharolyticum
54,Anaerobiospirillum_thomasii,Eubacterium_sp_An11
55,Streptococcus_sp_HMSC071D03,Kosakonia_sp_S29
56,Oxalobacter_formigenes,Enterococcus_gilvus
57,Treponema_succinifaciens,Prevotella_dentalis
58,Kocuria_marina,Fusobacterium_hwasookii
59,Clostridium_sp_CAG_253,Faecalicoccus_pleomorphus
60,Streptococcus_macedonicus,Streptococcus_sp_SK643
61,Kocuria_indica,Prevotella_jejuni
62,Candidatus_Gastranaerophilales_bacterium_HUM_9,Peptoanaerobacter_stomatis
63,Campylobacter_hominis,Fusobacterium_necrophorum
64,Ruminococcus_sp_CAG_563,Veillonella_denticariosi
65,Proteobacteria_bacterium_CAG_139,Candida_tropicalis
66,Pseudoalteromonas_nigrifaciens,Alloscardovia_omnicolens
67,Clostridium_baratii,Gemella_bergeri
68,Macrococcus_caseolyticus,Tropheryma_whipplei
69,Flavonifractor_sp_An82,Streptococcus_agalactiae
70,Pseudomonas_fluorescens_group,Bifidobacterium_kashiwanohense
71,Kosakonia_sacchari,Prevotella_multisaccharivorax
72,Mycolicibacterium_obuense,Pseudomonas_aeruginosa_group
73,Lactobacillus_farciminis,Eubacteriaceae_bacterium_CHKCI005
74,Phascolarctobacterium_faecium,Solobacterium_moorei
75,Campylobacter_jejuni,Allisonella_histaminiformans
76,Chlamydia_ibidis,Fusobacterium_gonidiaformans
77,Chryseobacterium_sp_VAUSW3,Gemmiger_sp_An194
78,Parabacteroides_sp_426_9,Anaerofustis_stercorihominis
79,Clostridium_sp_chh4_2,Mogibacterium_pumilum
80,Leuconostoc_citreum,Porphyromonas_uenonis
81,Staphylococcus_sciuri,Bifidobacterium_saeculare
82,Butyrivibrio_sp_CAG_318,Actinomyces_johnsonii
83,Acinetobacter_schindleri,Flavobacterium_sp_FEMGT703F
84,Pseudoramibacter_alactolyticus,Jonquetella_anthropi
85,Escherichia_albertii,Morococcus_cerebrosus
86,Elizabethkingia_anophelis,Parvimonas_micra
87,Tepidimonas_fonticaldi,Neisseria_sicca
88,Alkaliphilus_oremlandii,Campylobacter_showae
89,Rhodococcus_qingshengii,Streptococcus_mitis
90,Sporanaerobacter_sp_PP17_6a,Streptococcus_massiliensis
91,Streptococcus_equinus,Bacillus_aerius
92,Ileibacterium_valens,Actinomyces_graevenitzii
93,Staphylococcus_gallinarum,Selenomonas_sp_FOBRC6
94,Prevotella_sp_CAG_485,Lachnoclostridium_sp_An298
95,Desulfovibrio_sp_An276,Helicobacter_pylori
96,Klebsiella_variicola_CAG_634,Lactobacillus_salivarius
97,Bacteroidales_bacterium_KA00251,Olsenella_profusa
98,Lactobacillus_crustorum,Fusobacterium_equinum
99,Pantoea_agglomerans,Enterococcus_durans
100,Enterococcus_italicus,Eikenella_sp_NML130454
101,Phyllobacterium_myrsinacearum,Megasphaera_cerevisiae
102,Bacteroides_caecimuris,Actinomyces_europaeus
103,Leuconostoc_suionicum,Citrobacter_europaeus
104,Streptococcus_salivarius_CAG_79,Peptoniphilus_coxii
105,Prevotella_buccalis,Escherichia_sp_ESNIH1
106,Roseburia_sp_CAG_182,Acidaminococcus_intestini
107,Weissella_confusa,Peptostreptococcus_stomatis
108,Pseudocitrobacter_faecalis,Raoultella_ornithinolytica
