,Healthy,Unhealthy
0,Bacteroides_salyersiae,Kingella_oralis
1,Campylobacter_jejuni,Lactobacillus_oris
2,Clostridium_sp_CAG_632,Scardovia_wiggsiae
3,Methanobrevibacter_woesei,Streptococcus_gallolyticus
4,Cetobacterium_somerae,Selenomonas_sp_oral_taxon_138
5,Kosakonia_sacchari,Eikenella_sp_NML130454
6,Bacteroides_pyogenes,Klebsiella_grimontii
7,Treponema_succinifaciens,Faecalitalea_cylindroides
8,Pseudomonas_fluorescens_group,Bifidobacterium_saeculare
9,Klebsiella_quasipneumoniae,Peptoniphilus_harei
10,Bacillus_megaterium,Lachnoanaerobaculum_umeaense
11,Staphylococcus_capitis,Porphyromonas_uenonis
12,Parabacteroides_chinchillae,Porphyromonas_endodontalis
13,Clostridium_sp_CAG_678,Bacillus_aerius
14,Selenomonas_flueggei,Anaerocolumna_aminovalerica
15,Coprobacter_sp,Serratia_liquefaciens
16,Bacteroidales_bacterium_KA00251,Gemella_sanguinis
17,Gardnerella_vaginalis,Streptococcus_infantis
18,Pyrococcus_yayanosii,Campylobacter_coli
19,Tissierellia_bacterium_KA00581,Clostridium_methylpentosum
20,Pseudoalteromonas_tetraodonis,Lactobacillus_versmoldensis
21,Anaerobiospirillum_thomasii,Leptotrichia_sp_oral_taxon_215
22,Streptococcus_infantarius,Lactobacillus_pentosus
23,Photobacterium_damselae,Fusobacterium_sp_CAG_439
24,Acinetobacter_schindleri,Gemmiger_sp_An50
25,Eubacterium_maltosivorans,Methanobacterium_sp_MB1
26,Comamonas_kerstersii,Staphylococcus_equorum
27,Paenibacillus_polysaccharolyticus,Escherichia_sp_ESNIH1
28,Eubacterium_coprostanoligenes,Kluyvera_intestini
29,Collinsella_massiliensis,Neisseria_perflava
30,Enterococcus_pseudoavium,Bifidobacterium_pullorum
31,Megamonas_rupellensis,Haemophilus_haemolyticus
32,Clostridium_sp_CAG_253,Olsenella_scatoligenes
33,Bacteroides_oleiciplenus,Leptotrichia_wadei
34,Barnesiella_viscericola,Actinomyces_cardiffensis
35,Mycoplasma_hominis,Veillonella_sp_CAG_933
36,Firmicutes_bacterium_CAG_534,Enterococcus_dispar
37,Firmicutes_bacterium_CAG_555,Haemophilus_quentini
38,Blastocystis_sp_subtype_1,Malassezia_restricta
39,Butyrivibrio_sp_CAG_318,Megasphaera_sp_MJR8396C
40,Lactobacillus_mindensis,Clostridium_sp_SY8519
41,Bacteroides_caecimuris,Butyribacterium_methylotrophicum
42,Macrococcus_caseolyticus,Porphyromonas_sp_HMSC065F10
43,Bacteroides_sp_OM05_12,Enterococcus_faecalis
44,Acinetobacter_ursingii,Lachnoclostridium_sp_An196
45,Lactobacillus_saerimneri,Rothia_dentocariosa
46,Enhydrobacter_aerosaccus,Campylobacter_showae
47,Parabacteroides_johnsonii,Lactobacillus_curvatus
48,Lactobacillus_ultunensis,Lachnoclostridium_sp_An298
49,Acinetobacter_pittii,Abiotrophia_sp_HMSC24B09
50,Lactobacillus_animalis,Bifidobacterium_breve
51,Rhodococcus_qingshengii,Pseudomonas_helleri
52,Roseburia_sp_831b,Eubacterium_callanderi
53,Cronobacter_malonaticus,Streptococcus_pneumoniae
54,Desulfovibrio_fairfieldensis,Corynebacterium_durum
55,Prevotella_sp_F0091,Actinomyces_sp_HPA0247
56,Firmicutes_bacterium_CAG_95,Raoultella_ornithinolytica
57,Kosakonia_cowanii,Methanobacterium_formicicum
58,Aerococcus_urinaeequi,Lactobacillus_panis
59,Corynebacterium_variabile,Leuconostoc_pseudomesenteroides
60,Sneathia_amnii,Cardiobacterium_valvarum
61,Clostridium_sp_CAG_299,Prevotella_oralis
62,Enterobacter_soli,Actinomyces_meyeri
63,Pseudomonas_fragi,Streptococcus_cristatus
64,Cloacibacterium_normanense,Actinomyces_graevenitzii
65,Candidatus_Stoquefichus_sp_KLE1796,Citrobacter_braakii
66,Bifidobacterium_merycicum,Streptococcus_oralis
67,Pseudomonas_yamanorum,Prevotella_pallens
68,Dysgonomonas_mossii,Lactobacillus_gasseri
69,Candidatus_Gastranaerophilales_bacterium_HUM_9,Clostridium_butyricum
70,Proteobacteria_bacterium_CAG_139,Bavariicoccus_seileri
71,Turicimonas_muris,Eubacterium_brachy
72,Dialister_sp_CAG_357,Eubacterium_infirmum
73,Corynebacterium_amycolatum,Actinobaculum_sp_oral_taxon_183
74,Phytobacter_ursingii,Ralstonia_insidiosa
75,Bacillus_altitudinis,Lactobacillus_reuteri
76,Meiothermus_silvanus,Clostridium_clostridioforme
77,Sphingopyxis_granuli,Actinomyces_odontolyticus
78,Pseudoramibacter_alactolyticus,Tannerella_sp_oral_taxon_808
79,Morococcus_cerebrosus,Carnobacterium_divergens
80,Comamonas_aquatica,Eubacterium_nodatum
81,Treponema_porcinum,Parascardovia_denticolens
82,Enterococcus_asini,Prevotella_sp_oral_taxon_306
83,Aspergillus_cristatus,Clostridium_ventriculi
84,Ruminococcus_sp_CAG_488,Bifidobacterium_gallinarum
85,Bacteroides_faecichinchillae,Jonquetella_anthropi
86,Klebsiella_quasivariicola,Lelliottia_jeotgali
87,Rahnella_aquatilis,Brachyspira_pilosicoli
88,Haemophilus_sputorum,Lachnoclostridium_sp_An14
89,Pseudocitrobacter_faecalis,Klebsiella_oxytoca
90,Staphylococcus_gallinarum,Streptococcus_sp_HPH0090
91,Peptoniphilus_duerdenii,Robinsoniella_sp_RHS
92,Lactococcus_piscium,Facklamia_hominis
93,Melissococcus_sp_OM08_11BH,Porphyromonas_asaccharolytica
94,Lactococcus_raffinolactis,Staphylococcus_sp_NAM3COL9
95,Streptococcus_sp_HMSC071D03,Fusobacterium_equinum
96,Prevotella_sp_CAG_1058,Mageeibacillus_indolicus
97,Parabacteroides_sp_426_9,Pasteurella_canis
98,Clostridium_sp_CAG_510,Cardiobacterium_hominis
99,Alcaligenes_faecalis,Stomatobaculum_longum
100,Mycobacterium_avium,Eisenbergiella_tayi
101,Prevotella_buccalis,Treponema_maltophilum
102,Oxalobacter_formigenes,Treponema_denticola
103,Variovorax_paradoxus,Lactobacillus_otakiensis
104,Corynebacterium_glutamicum,Fusobacterium_periodonticum
105,Microlunatus_phosphovorus,Helicobacter_pylori
106,Treponema_berlinense,Subdoligranulum_variabile
107,Plesiomonas_shigelloides,Prevotella_sp_CAG_755
108,Klebsiella_variicola_CAG_634,Slackia_isoflavoniconvertens
109,Bosea_vaviloviae,Atopobium_deltae
110,Stenotrophomonas_rhizophila,Alloprevotella_rava
111,Leptotrichia_sp_oral_taxon_847,Streptococcus_massiliensis
112,Leuconostoc_citreum,Tyzzerella_sp_An114
113,Enterococcus_thailandicus,Sellimonas_intestinalis
114,Methanobrevibacter_arboriphilus,Aeromonas_media
115,Arcobacter_cryaerophilus,Acinetobacter_johnsonii
116,Acetatifactor_muris,Prevotella_sp_CAG_1124
117,Prevotella_sp_P3_122,Helicobacter_equorum
118,Leuconostoc_gelidum,Neisseria_sp_oral_taxon_014
