,Healthy,Unhealthy
0,Klebsiella_grimontii,Lactobacillus_oris
1,Eikenella_sp_NML130454,Lactobacillus_acidipiscis
2,Bacteroides_pyogenes,Methanobrevibacter_woesei
3,Brachyspira_sp_CAG_700,Kosakonia_sacchari
4,Bacillus_megaterium,Lactonifactor_longoviformis
5,Bacteroides_fluxus,Prevotella_sp_CAG_1124
6,Porphyromonas_endodontalis,Faecalitalea_cylindroides
7,Coprobacter_sp,Lactobacillus_senioris
8,Lachnoanaerobaculum_umeaense,Bifidobacterium_saeculare
9,Porphyromonas_uenonis,Gemmiger_sp_An194
10,Anaerocolumna_aminovalerica,Pseudopropionibacterium_propionicum
11,Serratia_liquefaciens,Peptoniphilus_harei
12,Carnobacterium_maltaromaticum,Acidaminococcus_sp_CAG_542
13,Anaerofilum_sp_An201,Clostridioides_difficile
14,Alkalibacterium_thalassium,Corynebacterium_vitaeruminis
15,Butyricicoccus_pullicaecorum,Megamonas_funiformis_CAG_377
16,Lactobacillus_plantarum,Streptococcus_infantarius
17,Lactobacillus_pentosus,Streptococcus_peroris
18,Fusobacterium_sp_CAG_439,Fusobacterium_varium
19,Acinetobacter_schindleri,Megasphaera_hexanoica
20,Paenibacillus_polysaccharolyticus,Escherichia_albertii
21,Shewanella_algae,Clostridium_perfringens
22,Staphylococcus_equorum,Gemmiger_sp_An50
23,Firmicutes_bacterium_CAG_534,Rothia_aeria
24,Neisseria_perflava,Bacteroides_sp_OM08_11
25,Blautia_sp_N6H1_15,Eubacterium_maltosivorans
26,Haemophilus_haemolyticus,Fusobacterium_mortiferum
27,Enterobacter_soli,Lactobacillus_amylovorus
28,Pseudomonas_fragi,Acidaminococcus_fermentans
29,Veillonella_sp_CAG_933,Streptococcus_sp_oral_taxon_056
30,Aeriscardovia_aeriphila,Pediococcus_stilesii
31,Haemophilus_quentini,Collinsella_massiliensis
32,Malassezia_restricta,Enterococcus_pseudoavium
33,Megasphaera_sp_MJR8396C,Bacteroides_coagulans
34,Treponema_porcinum,Cronobacter_sakazakii
35,Butyribacterium_methylotrophicum,Bacteroides_sp_CAG_661
36,Enterococcus_asini,Pyramidobacter_sp_C12_8
37,Romboutsia_ilealis,Lactobacillus_agilis
38,Rothia_dentocariosa,Lactobacillus_crispatus
39,Campylobacter_showae,Bacteroides_caecimuris
40,Staphylococcus_gallinarum,Paeniclostridium_sordellii
41,Lachnoclostridium_sp_An298,Bacteroides_sp_OM05_12
42,Bifidobacterium_breve,Erysipelothrix_larvae
43,Clostridium_sp_CAG_411,Ruminococcus_obeum_CAG_39
44,Corynebacterium_glutamicum,Gemmiger_sp_An120
45,Actinomyces_sp_HPA0247,Peptoniphilus_coxii
46,Leuconostoc_pseudomesenteroides,Bacteroides_sp_CAG_927
47,Prevotella_oralis,Lactobacillus_saerimneri
48,Actinomyces_meyeri,Lactobacillus_dextrinicus
49,Actinomyces_graevenitzii,Terrisporobacter_glycolicus
50,Citrobacter_braakii,Bifidobacterium_pullorum
51,Prevotella_pallens,Cronobacter_malonaticus
52,Leuconostoc_gelidum,Kosakonia_cowanii
53,Mycoplasma_bovis,Clostridium_sp_CAG_299
54,Aggregatibacter_segnis,Sneathia_amnii
55,Eubacterium_brachy,Cellulosilyticum_lentocellum
56,Thermus_scotoductus,Megasphaera_elsdenii
57,Eubacterium_infirmum,Negativicoccus_succinicivorans
58,Bacillus_sp_FJAT_27916,Lactobacillus_ruminis
59,Acinetobacter_indicus,Enterococcus_dispar
60,Actinomyces_odontolyticus,Pseudoramibacter_alactolyticus
61,Acinetobacter_junii,Morococcus_cerebrosus
62,Tannerella_sp_oral_taxon_808,Streptococcus_sp_NLAE_zl_C503
63,Eubacterium_nodatum,Clostridium_sp_SY8519
64,Actinomyces_johnsonii,Clostridium_celatum
65,Prevotella_sp_oral_taxon_306,Atopobium_minutum
66,Stenotrophomonas_maltophilia,Megamonas_hypermegale
67,Citrobacter_portucalensis,Streptococcus_pseudopneumoniae
68,Brachyspira_pilosicoli,Lachnoclostridium_sp_An196
69,Lachnoclostridium_sp_An14,Neisseria_mucosa
70,Odoribacter_laneus,Pseudocitrobacter_faecalis
71,Aerococcus_viridans,Mitsuokella_jalaludinii
72,Porphyromonas_asaccharolytica,Melissococcus_sp_OM08_11BH
73,Fusobacterium_equinum,Lactobacillus_salivarius
74,Geobacillus_stearothermophilus,Bacteroides_sp_CAG_633
75,Citrobacter_gillenii,Veillonella_tobetsuensis
76,Treponema_maltophilum,Actinomyces_urogenitalis
77,Streptococcus_pyogenes,Vibrio_furnissii
78,Aggregatibacter_sp_oral_taxon_458,Prevotella_sp_CAG_617
79,Roseburia_sp_CAG_471,Pseudomonas_helleri
80,Lactobacillus_otakiensis,Klebsiella_michiganensis
81,Fusobacterium_periodonticum,Eubacterium_callanderi
82,Neisseria_macacae,Streptococcus_pneumoniae
83,Alloprevotella_rava,Sutterella_parvirubra
84,Streptococcus_massiliensis,Mogibacterium_pumilum
85,Tyzzerella_sp_An114,Raoultella_ornithinolytica
86,Campylobacter_jejuni,Plesiomonas_shigelloides
87,Aeromonas_media,Lactobacillus_panis
88,Acinetobacter_johnsonii,Cardiobacterium_valvarum
89,Staphylococcus_capitis,Prevotella_sp_S7_1_8
90,Butyrivibrio_crossotus,Eubacterium_limosum
91,Pseudoalteromonas_tetraodonis,Lactobacillus_fermentum
92,Propionibacterium_freudenreichii,Faecalicoccus_pleomorphus
93,Prevotella_multisaccharivorax,Streptococcus_sp_HMSC067H01
94,Prevotella_buccae,Citrobacter_sp_MGH106
95,Massiliomicrobiota_timonensis,Clostridium_hylemonae
96,Lactobacillus_farciminis,Prevotella_sp_P3_122
97,Bifidobacterium_kashiwanohense,Clostridium_sp_7_2_43FAA
98,Lactobacillus_parabuchneri,Hafnia_alvei
99,Prevotella_oris,Prevotella_colorans
100,Macrococcus_caseolyticus,Serratia_marcescens
101,Clostridium_neonatale,Bacteroides_sartorii
102,Enhydrobacter_aerosaccus,Lactobacillus_gasseri
103,Lactobacillus_ultunensis,Bacteroidetes_bacterium_oral_taxon_272
104,Clostridium_sp_MSTE9,Lactobacillus_johnsonii
105,Rhodococcus_qingshengii,Prevotella_sp_CAG_1320
106,Roseburia_sp_831b,Arcobacter_butzleri
107,Prevotella_sp_F0091,Streptococcus_viridans
108,Megasphaera_cerevisiae,Succinatimonas_hippei
109,Bifidobacterium_merycicum,Lactobacillus_reuteri
110,Methanosphaera_sp_SHI1033,Enterococcus_italicus
111,Desulfovibrio_vulgaris,Streptococcus_sp_oral_taxon_058
112,Bacillus_altitudinis,Prevotella_corporis
113,Prevotella_melaninogenica,Streptococcus_macedonicus
114,Lactobacillus_sakei,Candidatus_Methanomethylophilus_sp_1R26
115,Raoultella_planticola,Lautropia_mirabilis
116,Peptoniphilus_duerdenii,Bifidobacterium_gallinarum
117,Prevotella_sp_oral_taxon_473,Enterococcus_cecorum
