,Healthy,Unhealthy
0,Streptococcus_gallolyticus,Lactobacillus_oris
1,Klebsiella_grimontii,Scardovia_wiggsiae
2,Eikenella_sp_NML130454,Methanobrevibacter_woesei
3,Bacteroides_pyogenes,Atlantibacter_hermannii
4,Bacteroides_fluxus,Lactobacillus_acidipiscis
5,Porphyromonas_endodontalis,Kosakonia_sacchari
6,Coprobacter_sp,Prevotella_sp_CAG_1124
7,Porphyromonas_uenonis,Lactobacillus_senioris
8,Anaerocolumna_aminovalerica,Bifidobacterium_saeculare
9,Serratia_liquefaciens,Acidaminococcus_sp_CAG_542
10,Carnobacterium_maltaromaticum,Gemmiger_sp_An194
11,Anaerofilum_sp_An201,Clostridioides_difficile
12,Weissella_halotolerans,Corynebacterium_vitaeruminis
13,Alkalibacterium_thalassium,Megamonas_funiformis_CAG_377
14,Butyricicoccus_pullicaecorum,Lactobacillus_iners
15,Lactobacillus_plantarum,Anaerolineaceae_bacterium_oral_taxon_439
16,Hafnia_paralvei,Streptococcus_peroris
17,Fusobacterium_sp_CAG_439,Megamonas_funiformis
18,Selenomonas_noxia,Fusobacterium_varium
19,Acinetobacter_schindleri,Megasphaera_hexanoica
20,Comamonas_kerstersii,Clostridium_perfringens
21,Paenibacillus_polysaccharolyticus,Gemmiger_sp_An50
22,Shewanella_algae,Bacteroides_sp_OM08_11
23,Staphylococcus_equorum,Eubacterium_maltosivorans
24,Barnesiella_viscericola,Fusobacterium_mortiferum
25,Firmicutes_bacterium_CAG_534,Lactobacillus_amylovorus
26,Neisseria_perflava,Streptococcus_sp_oral_taxon_056
27,Acinetobacter_ursingii,Pediococcus_stilesii
28,Blautia_sp_N6H1_15,Collinsella_massiliensis
29,Haemophilus_haemolyticus,Bifidobacterium_pseudolongum
30,Enterobacter_soli,Bacteroides_coagulans
31,Pseudomonas_fragi,Cronobacter_sakazakii
32,Veillonella_sp_CAG_933,Bacteroides_sp_CAG_462
33,Aeriscardovia_aeriphila,Bacteroides_sp_CAG_661
34,Malassezia_restricta,Pyramidobacter_sp_C12_8
35,Megasphaera_sp_MJR8396C,Lactobacillus_agilis
36,Treponema_porcinum,Lactobacillus_crispatus
37,Butyribacterium_methylotrophicum,Bacteroides_caecimuris
38,Rothia_dentocariosa,Paeniclostridium_sordellii
39,Lachnoclostridium_sp_An298,Shuttleworthia_satelles
