,Healthy,Unhealthy
0,Scardovia_wiggsiae,Bacteroides_faecis
1,Streptococcus_gallolyticus,Lactobacillus_oris
2,Brachyspira_sp_CAG_700,Kingella_oralis
3,Bacillus_megaterium,Aeromonas_media
4,Faecalitalea_cylindroides,Atlantibacter_hermannii
5,Bacteroides_fluxus,Cetobacterium_somerae
6,Coprobacter_sp,Selenomonas_sp_FOBRC6
7,Lachnoanaerobaculum_umeaense,Selenomonas_sp_oral_taxon_138
8,Porphyromonas_uenonis,Eikenella_sp_NML130454
9,Anaerocolumna_aminovalerica,Acinetobacter_johnsonii
10,Serratia_liquefaciens,Staphylococcus_capitis
11,Carnobacterium_maltaromaticum,Tannerella_sp_oral_taxon_HOT_286
12,Anaerofilum_sp_An201,Bifidobacterium_saeculare
13,Weissella_halotolerans,Gemmiger_sp_An194
14,Alkalibacterium_thalassium,Peptoniphilus_harei
15,Lactobacillus_plantarum,Porphyromonas_endodontalis
16,Hafnia_paralvei,Blautia_hydrogenotrophica
17,Fusobacterium_sp_CAG_439,Limnochorda_pilosa
18,Acinetobacter_schindleri,Parvimonas_sp_oral_taxon_110
19,Paenibacillus_polysaccharolyticus,Clostridioides_difficile
20,Collinsella_massiliensis,Neisseria_sp_oral_taxon_014
21,Megamonas_rupellensis,Leptotrichia_sp_oral_taxon_225
22,Staphylococcus_equorum,Selenomonas_flueggei
23,Firmicutes_bacterium_CAG_534,Helicobacter_equorum
24,Acinetobacter_ursingii,Kosakonia_radicincitans
25,Cronobacter_malonaticus,Fusobacterium_ulcerans
26,Olsenella_scatoligenes,Tannerella_forsythia
27,Pseudomonas_fragi,Veillonella_dispar
28,Actinomyces_cardiffensis,Dialister_pneumosintes
29,Enterococcus_dispar,Helicobacter_winghamensis
30,Alistipes_timonensis,Campylobacter_coli
31,Megasphaera_sp_MJR8396C,Megamonas_funiformis_CAG_377
32,Treponema_porcinum,Streptococcus_infantarius
33,Clostridium_sp_SY8519,Prevotella_multisaccharivorax
34,Butyribacterium_methylotrophicum,Lactobacillus_iners
35,Enterococcus_asini,Neisseria_subflava
36,Porphyromonas_sp_HMSC065F10,Streptococcus_mutans
37,Enterococcus_faecalis,Streptococcus_peroris
38,Ruminococcus_sp_CAG_488,Lactobacillus_versmoldensis
39,Rothia_dentocariosa,Megamonas_funiformis
40,Pseudocitrobacter_faecalis,Weissella_viridescens
41,Mitsuokella_jalaludinii,Leptotrichia_sp_oral_taxon_215
42,Lachnoclostridium_sp_An298,Lactobacillus_pentosus
43,Abiotrophia_sp_HMSC24B09,Escherichia_albertii
44,Lactococcus_raffinolactis,Lachnospiraceae_bacterium_oral_taxon_096
45,Prevotella_sp_CAG_1058,Selenomonas_noxia
46,Clostridium_sp_CAG_411,Clostridium_perfringens
47,Parabacteroides_sp_426_9,Gemmiger_sp_An50
48,Eubacterium_callanderi,Prevotella_buccae
49,Corynebacterium_durum,Fusobacterium_mortiferum
50,Actinomyces_sp_HPA0247,Fusobacterium_sp_oral_taxon_370
51,Corynebacterium_glutamicum,Campylobacter_mucosalis
52,Leuconostoc_pseudomesenteroides,Shewanella_algae
53,Actinomyces_meyeri,Leuconostoc_carnosum
54,Mycoplasma_bovis,Bacteroides_oleiciplenus
55,Bacillus_sp_FJAT_27916,Mycoplasma_hominis
56,Eubacterium_brachy,Lachnoclostridium_sp_An169
57,Thermus_scotoductus,Lactobacillus_crispatus
58,Eubacterium_infirmum,Prevotella_oris
59,Actinobaculum_sp_oral_taxon_183,Paeniclostridium_sordellii
60,Acinetobacter_indicus,Acholeplasma_oculi
61,Actinomyces_odontolyticus,Clostridium_neonatale
62,Eubacterium_nodatum,Neisseria_perflava
63,Parascardovia_denticolens,Anaeroglobus_geminatus
64,Actinomyces_johnsonii,Bacteroides_sp_CAG_927
65,Prevotella_corporis,Lactobacillus_saerimneri
66,Stenotrophomonas_maltophilia,Peptoniphilus_coxii
67,Brachyspira_pilosicoli,Haemophilus_aegyptius
68,Odoribacter_laneus,Prevotella_oulorum
69,Escherichia_fergusonii,Treponema_socranskii
70,Oribacterium_asaccharolyticum,Lactobacillus_nodensis
71,Geobacillus_stearothermophilus,Bifidobacterium_pullorum
72,Firmicutes_bacterium_CAG_170,Haemophilus_parahaemolyticus
73,Eisenbergiella_tayi,Lactobacillus_helsingborgensis
74,Alistipes_indistinctus,Lactobacillus_ingluviei
75,Streptococcus_pyogenes,Haemophilus_haemolyticus
76,Lactobacillus_otakiensis,Prevotella_sp_F0091
77,Prevotella_sp_CAG_755,Aerococcus_urinaeequi
78,Streptococcus_massiliensis,Sneathia_amnii
79,Tyzzerella_sp_An114,Leptotrichia_wadei
80,Sellimonas_intestinalis,Veillonella_sp_CAG_933
81,Prevotella_sp_CAG_1124,Murimonas_intestini
82,Butyrivibrio_crossotus,Aggregatibacter_aphrophilus
83,Anaerobiospirillum_thomasii,Peptostreptococcus_stomatis
84,Enterococcus_devriesei,Peptostreptococcus_sp_MV1
85,Eubacterium_maltosivorans,Haemophilus_quentini
86,Streptococcus_sp_oral_taxon_056,Prevotella_jejuni
87,Lachnospiraceae_bacterium_2_1_46FAA,Prevotella_melaninogenica
88,Lactobacillus_farciminis,Leptotrichia_buccalis
89,Lactobacillus_parabuchneri,Lactobacillus_sakei
90,Granulicatella_adiacens,Morococcus_cerebrosus
91,Macrococcus_caseolyticus,Streptococcus_sp_NLAE_zl_C503
92,Dysgonomonas_gadei,Prevotella_scopos
93,Bacteroides_sp_OM05_12,Clostridium_celatum
94,Enhydrobacter_aerosaccus,Prevotella_salivae
95,Lactobacillus_ultunensis,Lactobacillus_coryniformis
96,Clostridium_sp_MSTE9,Romboutsia_ilealis
97,Rhodococcus_qingshengii,Neisseria_mucosa
98,Roseburia_sp_831b,Romboutsia_hominis
99,Megasphaera_cerevisiae,Haemophilus_sputorum
100,Bifidobacterium_merycicum,Campylobacter_showae
101,Desulfovibrio_vulgaris,Staphylococcus_gallinarum
102,Bacillus_altitudinis,Lactobacillus_curvatus
103,Desulfovibrionaceae_bacterium,Prevotella_sp_oral_taxon_376
104,Aspergillus_cristatus,Aeromonas_allosaccharophila
105,Atopobium_minutum,Staphylococcus_argenteus
