,Healthy,Unhealthy
0,Campylobacter_jejuni,Kingella_oralis
1,Clostridium_sp_CAG_632,Lactobacillus_oris
2,Pedobacter_himalayensis,Scardovia_wiggsiae
3,Methanobrevibacter_woesei,Atlantibacter_hermannii
4,Corynebacterium_flavescens,Streptococcus_gallolyticus
5,Kosakonia_sacchari,Selenomonas_sp_oral_taxon_138
6,Klebsiella_grimontii,Eikenella_sp_NML130454
7,Pseudomonas_fluorescens_group,Faecalitalea_cylindroides
8,Treponema_succinifaciens,Bifidobacterium_saeculare
9,Staphylococcus_capitis,Peptoniphilus_harei
10,Bacillus_megaterium,Lachnoanaerobaculum_umeaense
11,Parabacteroides_chinchillae,Porphyromonas_uenonis
12,Clostridium_sp_CAG_678,Porphyromonas_endodontalis
13,Selenomonas_flueggei,Bacillus_aerius
14,Coprobacter_sp,Anaerocolumna_aminovalerica
15,Bacteroidales_bacterium_KA00251,Serratia_liquefaciens
16,Coprococcus_eutactus,Anaerofilum_sp_An201
17,Pyrococcus_yayanosii,Gemella_sanguinis
18,Tissierellia_bacterium_KA00581,Streptococcus_infantis
19,Pseudoalteromonas_tetraodonis,Campylobacter_coli
20,Bacillus_stratosphericus,Clostridium_methylpentosum
21,Anaerobiospirillum_thomasii,Lactobacillus_versmoldensis
22,Prevotella_sp_MGM2,Leptotrichia_sp_oral_taxon_215
23,Parasutterella_excrementihominis,Lactobacillus_pentosus
24,Weissella_halotolerans,Fusobacterium_sp_CAG_439
25,Streptococcus_infantarius,Selenomonas_noxia
26,Alkalibacterium_thalassium,Gemmiger_sp_An50
27,Firmicutes_bacterium_CAG_791,Methanobacterium_sp_MB1
28,Prevotella_sp_CAG_485,Shewanella_algae
29,Megasphaera_hexanoica,Staphylococcus_equorum
30,Escherichia_albertii,Escherichia_sp_ESNIH1
31,Acinetobacter_schindleri,Neisseria_perflava
32,Eubacterium_maltosivorans,Bifidobacterium_pullorum
33,Comamonas_kerstersii,Haemophilus_haemolyticus
34,Eubacterium_coprostanoligenes,Olsenella_scatoligenes
