,Healthy,Unhealthy
0,Scardovia_wiggsiae,Bacteroides_salyersiae
1,Streptococcus_gallolyticus,Bacteroides_faecis
2,Eikenella_sp_NML130454,Pedobacter_himalayensis
3,Bacteroides_pyogenes,Coprobacter_sp
4,Brachyspira_sp_CAG_700,Bacteroidales_bacterium_KA00251
5,Faecalitalea_cylindroides,Coprococcus_eutactus
6,Bacteroides_fluxus,Intestinimonas_butyriciproducens
7,Porphyromonas_endodontalis,Parasutterella_excrementihominis
8,Peptoniphilus_harei,Megamonas_funiformis_CAG_377
9,Lachnoanaerobaculum_umeaense,Prevotella_timonensis
10,Porphyromonas_uenonis,Lactobacillus_iners
11,Serratia_liquefaciens,Lactobacillus_harbinensis
12,Gemella_sanguinis,Megamonas_funiformis
13,Anaerofilum_sp_An201,Weissella_viridescens
14,Streptococcus_infantis,Escherichia_albertii
15,Alkalibacterium_thalassium,Fusobacterium_sp_CAG_439
16,Butyricicoccus_pullicaecorum,Paenibacillus_sp_7884_2
17,Hafnia_paralvei,Eubacterium_coprostanoligenes
18,Clostridium_saccharolyticum,Lactobacillus_antri
19,Selenomonas_noxia,Bifidobacterium_pseudolongum
20,Rothia_aeria,Bacteroides_caccae
21,Bacteroides_sp_CAG_443,Cronobacter_sakazakii
22,Comamonas_kerstersii,Clostridium_sp_CAG_253
23,Lactobacillus_amylovorus,Lactobacillus_agilis
24,Shewanella_algae,Butyrivibrio_sp_CAG_318
25,Collinsella_massiliensis,Blautia_sp_N6H1_15
26,Megamonas_rupellensis,Alistipes_sp_An31A
27,Staphylococcus_equorum,Parabacteroides_johnsonii
28,Bacteroides_sp_CAG_462,Candidatus_Methanomassiliicoccus_intestinalis
29,Firmicutes_bacterium_CAG_534,Lactobacillus_animalis
30,Neisseria_perflava,Bacteroides_stercoris
31,Intestinibacter_bartlettii,Oscillibacter_sp_PC13
32,Cronobacter_malonaticus,Desulfovibrio_fairfieldensis
33,Haemophilus_haemolyticus,Cloacibacterium_normanense
34,Olsenella_scatoligenes,Barnesiella_intestinihominis
35,Leptotrichia_wadei,Megasphaera_elsdenii
36,Pseudomonas_fragi,Lactobacillus_ruminis
37,Actinomyces_cardiffensis,Proteobacteria_bacterium_CAG_139
38,Aeriscardovia_aeriphila,Turicimonas_muris
39,Enterococcus_dispar,Dialister_sp_CAG_357
40,Haemophilus_quentini,Acidaminococcus_intestini
41,Malassezia_restricta,Alistipes_timonensis
42,Megasphaera_sp_MJR8396C,Coprobacter_fastidiosus
43,Pseudoramibacter_alactolyticus,Clostridium_sp_CAG_58
44,Butyribacterium_methylotrophicum,Comamonas_aquatica
45,Enterococcus_asini,Lachnospira_pectinoschiza
46,Enterococcus_faecalis,Porphyromonas_sp_HMSC065F10
47,Ruminococcus_sp_CAG_488,Megamonas_hypermegale
48,Streptococcus_pseudopneumoniae,Bacteroides_faecichinchillae
49,Firmicutes_bacterium_CAG_646,Clavibacter_michiganensis
50,Romboutsia_ilealis,Oscillibacter_sp_57_20
51,Rothia_dentocariosa,Bacteroides_massiliensis
52,Campylobacter_showae,Eubacterium_sp_CAG_180
53,Staphylococcus_gallinarum,Lactococcus_piscium
54,Lactobacillus_curvatus,Firmicutes_bacterium_CAG_424
55,Abiotrophia_sp_HMSC24B09,Melissococcus_sp_OM08_11BH
56,Prevotella_sp_CAG_1058,Actinomyces_radicidentis
57,Bifidobacterium_breve,Lactococcus_raffinolactis
58,Clostridium_sp_CAG_411,Eubacterium_siraeum
59,Veillonella_tobetsuensis,Bacteroides_sp_CAG_633
60,Parabacteroides_sp_426_9,Bacillus_coagulans
61,Eubacterium_callanderi,Ruminococcus_bicirculans
62,Streptococcus_pneumoniae,Mycobacterium_avium
63,Corynebacterium_durum,Bacteroides_pectinophilus
64,Actinomyces_sp_HPA0247,Alistipes_finegoldii
65,Corynebacterium_glutamicum,Raoultella_terrigena
66,Prevotella_sp_CAG_1185,Prevotella_sp_CAG_617
67,Leuconostoc_pseudomesenteroides,Streptococcus_suis
68,Cardiobacterium_valvarum,Bacteroides_cellulosilyticus
69,Prevotella_oralis,Oxalobacter_formigenes
70,Actinomyces_meyeri,Varibaculum_cambriense
71,Actinomyces_graevenitzii,Bacteroides_eggerthii
72,Streptococcus_cristatus,Raoultella_ornithinolytica
73,Streptococcus_oralis,Bacteroides_dorei
74,Streptococcus_sp_HMSC067H01,Citrobacter_braakii
75,Prevotella_pallens,Citrobacter_sp_MGH106
76,Clostridium_butyricum,Bifidobacterium_bifidum
77,Aggregatibacter_segnis,Anaerotruncus_colihominis
78,Eubacterium_brachy,Bacteroides_sartorii
79,Bacillus_sp_FJAT_27916,Prevotella_colorans
80,Eubacterium_infirmum,Leuconostoc_gelidum
81,Thermus_scotoductus,Lactobacillus_gasseri
82,Actinobaculum_sp_oral_taxon_183,Flavonifractor_sp_An100
83,Haemophilus_paraphrohaemolyticus,Anaerotruncus_sp_CAG_528
84,Lactobacillus_reuteri,Dielma_fastidiosa
85,Collinsella_intestinalis,Bacteroides_intestinalis
86,Actinomyces_odontolyticus,Bacteroides_faecis_CAG_32
87,Tannerella_sp_oral_taxon_808,Acinetobacter_junii
88,Enterococcus_italicus,Dialister_succinatiphilus
89,Carnobacterium_divergens,Campylobacter_hominis
90,Eubacterium_nodatum,Alistipes_onderdonkii
91,Parascardovia_denticolens,Streptococcus_macedonicus
92,Actinomyces_johnsonii,Roseburia_sp_CAG_303
93,Prevotella_sp_oral_taxon_306,Stenotrophomonas_maltophilia
94,Clostridium_aldenense,Akkermansia_muciniphila
95,Holdemanella_biformis,Klebsiella_oxytoca
96,Citrobacter_portucalensis,Prevotella_sp_CAG_891
97,Brachyspira_pilosicoli,Lactobacillus_kefiranofaciens
98,Lachnoclostridium_sp_An14,Alkaliphilus_oremlandii
99,Escherichia_fergusonii,Acidovorax_caeni
100,Streptococcus_sp_HPH0090,Bacteroides_coprophilus
101,Oribacterium_asaccharolyticum,Clostridiales_bacterium_1_7_47FAA
102,Porphyromonas_asaccharolytica,Clostridium_hiranonis
103,Fusobacterium_equinum,Lactobacillus_acidophilus
104,Firmicutes_bacterium_CAG_170,Pyramidobacter_piscolens
105,Stomatobaculum_longum,Paraprevotella_xylaniphila
106,Treponema_maltophilum,Oscillibacter_sp_CAG_241
107,Streptococcus_pyogenes,Ruminococcus_sp_CAG_403
108,Aggregatibacter_sp_oral_taxon_458,Mageeibacillus_indolicus
109,Fusobacterium_periodonticum,Providencia_alcalifaciens
110,Subdoligranulum_variabile,Paraprevotella_clara
111,Prevotella_sp_CAG_755,Leclercia_adecarboxylata
