,Healthy,Unhealthy
0,Scardovia_wiggsiae,Bacteroides_salyersiae
1,Streptococcus_gallolyticus,Bacteroides_faecis
2,Eikenella_sp_NML130454,Eubacterium_sp_CAG_251
3,Bacteroides_pyogenes,Pedobacter_himalayensis
4,Brachyspira_sp_CAG_700,Clostridium_sp_CAG_678
5,Faecalitalea_cylindroides,Coprobacter_sp
6,Bacteroides_fluxus,Coprococcus_eutactus
7,Bifidobacterium_saeculare,Carnobacterium_maltaromaticum
8,Peptoniphilus_harei,Parasutterella_excrementihominis
9,Lachnoanaerobaculum_umeaense,Megamonas_funiformis_CAG_377
10,Porphyromonas_uenonis,Prevotella_timonensis
11,Porphyromonas_endodontalis,Lactobacillus_iners
12,Serratia_liquefaciens,Megamonas_funiformis
13,Gemella_sanguinis,Weissella_viridescens
14,Anaerofilum_sp_An201,Escherichia_albertii
15,Streptococcus_infantis,Lactobacillus_antri
16,Butyricicoccus_pullicaecorum,Bifidobacterium_pseudolongum
17,Clostridium_methylpentosum,Bacteroides_caccae
18,Clostridium_saccharolyticum,Cronobacter_sakazakii
19,Fusobacterium_sp_CAG_439,Lactobacillus_agilis
20,Selenomonas_noxia,Roseburia_intestinalis
21,Acinetobacter_schindleri,Peptoniphilus_coxii
22,Rothia_aeria,Blautia_sp_N6H1_15
23,Bacteroides_sp_CAG_443,Alistipes_sp_An31A
24,Lactobacillus_amylovorus,Parabacteroides_johnsonii
25,Shewanella_algae,Candidatus_Methanomassiliicoccus_intestinalis
26,Collinsella_massiliensis,Lactobacillus_animalis
27,Megamonas_rupellensis,Bacteroides_stercoris
28,Staphylococcus_equorum,Oscillibacter_sp_PC13
29,Bacteroides_sp_CAG_462,Desulfovibrio_fairfieldensis
30,Firmicutes_bacterium_CAG_534,Sneathia_amnii
31,Neisseria_perflava,Cloacibacterium_normanense
32,Intestinibacter_bartlettii,Barnesiella_intestinihominis
33,Bifidobacterium_pullorum,Megasphaera_elsdenii
34,Cronobacter_malonaticus,Proteobacteria_bacterium_CAG_139
35,Haemophilus_haemolyticus,Turicimonas_muris
36,Olsenella_scatoligenes,Dialister_sp_CAG_357
37,Leptotrichia_wadei,Acidaminococcus_intestini
38,Pseudomonas_fragi,Alistipes_timonensis
39,Actinomyces_cardiffensis,Coprobacter_fastidiosus
40,Aeriscardovia_aeriphila,Clostridium_sp_CAG_58
41,Murimonas_intestini,Comamonas_aquatica
42,Enterococcus_dispar,Lachnospira_pectinoschiza
43,Haemophilus_quentini,Porphyromonas_sp_HMSC065F10
44,Malassezia_restricta,Megamonas_hypermegale
45,Megasphaera_sp_MJR8396C,Bacteroides_faecichinchillae
46,Pseudoramibacter_alactolyticus,Clavibacter_michiganensis
47,Butyribacterium_methylotrophicum,Oscillibacter_sp_57_20
48,Enterococcus_asini,Bacteroides_massiliensis
49,Enterococcus_faecalis,Eubacterium_sp_CAG_180
50,Ruminococcus_sp_CAG_488,Lactococcus_piscium
51,Streptococcus_pseudopneumoniae,Firmicutes_bacterium_CAG_424
52,Romboutsia_ilealis,Melissococcus_sp_OM08_11BH
53,Rothia_dentocariosa,Lactococcus_raffinolactis
54,Pseudocitrobacter_faecalis,Eubacterium_siraeum
55,Campylobacter_showae,Bacteroides_sp_CAG_633
56,Staphylococcus_gallinarum,Bacillus_coagulans
57,Lactobacillus_curvatus,Ruminococcus_bicirculans
58,Abiotrophia_sp_HMSC24B09,Monoglobus_pectinilyticus
59,Prevotella_sp_CAG_1058,Mycobacterium_avium
60,Bifidobacterium_breve,Bacteroides_pectinophilus
61,Clostridium_sp_CAG_411,Alistipes_finegoldii
62,Veillonella_tobetsuensis,Raoultella_terrigena
63,Haemophilus_parainfluenzae,Prevotella_sp_CAG_617
64,Eubacterium_callanderi,Citrobacter_pasteurii
65,Streptococcus_pneumoniae,Bacteroides_cellulosilyticus
66,Corynebacterium_durum,Bifidobacterium_pseudocatenulatum
67,Actinomyces_sp_HPA0247,Varibaculum_cambriense
68,Leuconostoc_pseudomesenteroides,Bacteroides_eggerthii
69,Cardiobacterium_valvarum,Raoultella_ornithinolytica
70,Prevotella_oralis,Bacteroides_dorei
71,Actinomyces_graevenitzii,Eubacterium_sp_CAG_274
72,Streptococcus_cristatus,Citrobacter_braakii
73,Streptococcus_oralis,Lactobacillus_pontis
74,Streptococcus_sp_HMSC067H01,Bifidobacterium_bifidum
75,Prevotella_pallens,Citrobacter_sp_MGH106
76,Clostridium_butyricum,Leuconostoc_gelidum
77,Aggregatibacter_segnis,Anaerotruncus_sp_CAG_528
78,Eubacterium_brachy,Bacteroides_intestinalis
79,Thermus_scotoductus,Bacteroides_faecis_CAG_32
80,Eubacterium_infirmum,Acinetobacter_junii
81,Actinobaculum_sp_oral_taxon_183,Dialister_succinatiphilus
82,Haemophilus_paraphrohaemolyticus,Campylobacter_hominis
83,Acinetobacter_indicus,Alistipes_onderdonkii
84,Lactobacillus_reuteri,Clostridium_ventriculi
85,Prevotella_bivia,Roseburia_sp_CAG_303
86,Collinsella_intestinalis,Helicobacter_cinaedi
87,Actinomyces_odontolyticus,Stenotrophomonas_maltophilia
88,Enterococcus_italicus,Bacteroides_galacturonicus
89,Carnobacterium_divergens,Prevotella_sp_CAG_924
90,Eubacterium_nodatum,Escherichia_marmotae
91,Parascardovia_denticolens,Odoribacter_laneus
92,Actinomyces_johnsonii,Akkermansia_muciniphila
93,Prevotella_sp_oral_taxon_306,Klebsiella_oxytoca
94,Bifidobacterium_gallinarum,Prevotella_sp_CAG_891
95,Clostridium_aldenense,Lactobacillus_kefiranofaciens
96,Holdemanella_biformis,Alkaliphilus_oremlandii
97,Brachyspira_pilosicoli,Ruminococcus_lactaris
98,Lachnoclostridium_sp_An14,Acidovorax_caeni
99,Escherichia_fergusonii,Bacteroides_coprophilus
100,Streptococcus_sp_HPH0090,Pseudomonas_lundensis
101,Oribacterium_asaccharolyticum,Saccharomyces_cerevisiae
102,Porphyromonas_asaccharolytica,Clostridium_hiranonis
103,Firmicutes_bacterium_CAG_170,Lactobacillus_acidophilus
104,Stomatobaculum_longum,Paraprevotella_xylaniphila
105,Streptococcus_pyogenes,Ruminococcus_sp_CAG_403
106,Aggregatibacter_sp_oral_taxon_458,Fusobacterium_equinum
107,Lactobacillus_otakiensis,Mageeibacillus_indolicus
108,Fusobacterium_periodonticum,Providencia_alcalifaciens
109,Prevotella_sp_CAG_755,Paraprevotella_clara
110,Slackia_isoflavoniconvertens,Prevotella_sp_CAG_1031
111,Neisseria_macacae,Bacteroides_sp_CAG_598
112,Atopobium_deltae,Atopobium_vaginae
113,Alloprevotella_rava,Lactobacillus_frumenti
