,Healthy,Unhealthy
0,Scardovia_wiggsiae,Bacteroides_salyersiae
1,Streptococcus_gallolyticus,Bacteroides_faecis
2,Eikenella_sp_NML130454,Bacteroidales_bacterium_KA00251
3,Bacteroides_pyogenes,Carnobacterium_maltaromaticum
4,Brachyspira_sp_CAG_700,Parasutterella_excrementihominis
5,Faecalitalea_cylindroides,Megamonas_funiformis_CAG_377
6,Bacteroides_fluxus,Prevotella_timonensis
7,Bifidobacterium_saeculare,Lactobacillus_iners
8,Peptoniphilus_harei,Lactobacillus_harbinensis
9,Lachnoanaerobaculum_umeaense,Megamonas_funiformis
10,Porphyromonas_uenonis,Paenibacillus_sp_7884_2
11,Coprobacter_sp,Lactobacillus_antri
12,Porphyromonas_endodontalis,Bifidobacterium_pseudolongum
13,Serratia_liquefaciens,Bacteroides_caccae
14,Gemella_sanguinis,Cronobacter_sakazakii
15,Anaerofilum_sp_An201,Lactobacillus_agilis
16,Streptococcus_infantis,Peptoniphilus_coxii
17,Alkalibacterium_thalassium,Blautia_sp_N6H1_15
18,Butyricicoccus_pullicaecorum,Parabacteroides_johnsonii
19,Clostridium_saccharolyticum,Bacteroides_stercoris
20,Selenomonas_noxia,Oscillibacter_sp_PC13
21,Acinetobacter_schindleri,Desulfovibrio_fairfieldensis
22,Rothia_aeria,Lactobacillus_rogosae
23,Bacteroides_sp_CAG_443,Sneathia_amnii
24,Comamonas_kerstersii,Cloacibacterium_normanense
25,Lactobacillus_amylovorus,Barnesiella_intestinihominis
26,Shewanella_algae,Megasphaera_elsdenii
27,Collinsella_massiliensis,Lactobacillus_ruminis
28,Megamonas_rupellensis,Proteobacteria_bacterium_CAG_139
29,Staphylococcus_equorum,Turicimonas_muris
30,Bacteroides_sp_CAG_462,Dialister_sp_CAG_357
31,Firmicutes_bacterium_CAG_534,Acidaminococcus_intestini
32,Neisseria_perflava,Alistipes_timonensis
33,Intestinibacter_bartlettii,Coprobacter_fastidiosus
34,Bifidobacterium_pullorum,Clostridium_sp_CAG_58
35,Cronobacter_malonaticus,Comamonas_aquatica
36,Haemophilus_haemolyticus,Lachnospira_pectinoschiza
37,Olsenella_scatoligenes,Porphyromonas_sp_HMSC065F10
38,Leptotrichia_wadei,Atopobium_minutum
39,Actinomyces_cardiffensis,Megamonas_hypermegale
40,Aeriscardovia_aeriphila,Bacteroides_faecichinchillae
41,Enterococcus_dispar,Clavibacter_michiganensis
42,Haemophilus_quentini,Oscillibacter_sp_57_20
43,Megasphaera_sp_MJR8396C,Bacteroides_massiliensis
44,Pseudoramibacter_alactolyticus,Eubacterium_sp_CAG_180
45,Butyribacterium_methylotrophicum,Lactococcus_piscium
46,Enterococcus_asini,Firmicutes_bacterium_CAG_424
47,Enterococcus_faecalis,Melissococcus_sp_OM08_11BH
48,Ruminococcus_sp_CAG_488,Lactococcus_raffinolactis
49,Streptococcus_pseudopneumoniae,Eubacterium_siraeum
50,Firmicutes_bacterium_CAG_646,Bacillus_coagulans
51,Romboutsia_ilealis,Ruminococcus_bicirculans
52,Rothia_dentocariosa,Mycobacterium_avium
53,Pseudocitrobacter_faecalis,Bacteroides_pectinophilus
54,Campylobacter_showae,Alistipes_finegoldii
55,Staphylococcus_gallinarum,Raoultella_terrigena
56,Lactobacillus_curvatus,Prevotella_sp_CAG_617
57,Abiotrophia_sp_HMSC24B09,Streptococcus_suis
58,Prevotella_sp_CAG_1058,Bacteroides_cellulosilyticus
59,Bifidobacterium_breve,Varibaculum_cambriense
60,Clostridium_sp_CAG_411,Clostridium_lavalense
61,Veillonella_tobetsuensis,Bacteroides_eggerthii
62,Parabacteroides_sp_426_9,Raoultella_ornithinolytica
63,Haemophilus_parainfluenzae,Bacteroides_dorei
64,Eubacterium_callanderi,Citrobacter_braakii
65,Streptococcus_pneumoniae,Lactobacillus_pontis
66,Corynebacterium_durum,Anaerotruncus_colihominis
67,Actinomyces_sp_HPA0247,Citrobacter_sp_MGH106
68,Corynebacterium_glutamicum,Prevotella_colorans
69,Prevotella_sp_CAG_1185,Leuconostoc_gelidum
70,Leuconostoc_pseudomesenteroides,Anaerotruncus_sp_CAG_528
71,Cardiobacterium_valvarum,Fusobacterium_gonidiaformans
72,Prevotella_oralis,Dielma_fastidiosa
73,Actinomyces_meyeri,Bacteroides_intestinalis
74,Actinomyces_graevenitzii,Bacteroides_faecis_CAG_32
75,Streptococcus_cristatus,Acinetobacter_junii
76,Streptococcus_oralis,Dialister_succinatiphilus
77,Streptococcus_sp_HMSC067H01,Campylobacter_hominis
78,Prevotella_pallens,Alistipes_onderdonkii
79,Clostridium_butyricum,Prevotella_corporis
80,Aggregatibacter_segnis,Clostridium_ventriculi
81,Eubacterium_brachy,Roseburia_sp_CAG_303
82,Bacillus_sp_FJAT_27916,Helicobacter_cinaedi
83,Eubacterium_infirmum,Stenotrophomonas_maltophilia
84,Thermus_scotoductus,Prevotella_sp_CAG_924
85,Actinobaculum_sp_oral_taxon_183,Escherichia_marmotae
86,Haemophilus_paraphrohaemolyticus,Akkermansia_muciniphila
87,Acinetobacter_indicus,Prevotella_sp_CAG_891
88,Lactobacillus_reuteri,Lactobacillus_kefiranofaciens
89,Prevotella_bivia,Alkaliphilus_oremlandii
90,Collinsella_intestinalis,Acidovorax_caeni
91,Actinomyces_odontolyticus,Bacteroides_coprophilus
92,Tannerella_sp_oral_taxon_808,Pseudomonas_lundensis
93,Enterococcus_italicus,Clostridium_hiranonis
94,Carnobacterium_divergens,Lactobacillus_acidophilus
95,Eubacterium_nodatum,Paraprevotella_xylaniphila
96,Parascardovia_denticolens,Fusobacterium_equinum
97,Actinomyces_johnsonii,Geobacillus_stearothermophilus
98,Prevotella_sp_oral_taxon_306,Paraprevotella_clara
99,Bifidobacterium_gallinarum,Prevotella_sp_CAG_1031
100,Clostridium_aldenense,Serratia_rubidaea
101,Holdemanella_biformis,Lactobacillus_frumenti
102,Citrobacter_portucalensis,Muribaculum_intestinale
103,Brachyspira_pilosicoli,Alistipes_putredinis
104,Lachnoclostridium_sp_An14,Alistipes_shahii
105,Escherichia_fergusonii,Phascolarctobacterium_faecium
106,Streptococcus_sp_HPH0090,Bacteroides_plebeius
107,Oribacterium_asaccharolyticum,Lactobacillus_helveticus
108,Porphyromonas_asaccharolytica,Veillonellaceae_bacterium_DNF00626
109,Mageeibacillus_indolicus,Prevotella_sp_CAG_520
110,Firmicutes_bacterium_CAG_170,Helicobacter_pullorum
111,Stomatobaculum_longum,Bifidobacterium_angulatum
112,Bacteroides_sp_CAG_598,Bacillus_cereus_group
113,Weissella_confusa,Oligella_ureolytica
