,Healthy,Unhealthy
0,Clostridium_sp_CAG_632,Kingella_oralis
1,Pedobacter_himalayensis,Lactobacillus_oris
2,Methanobrevibacter_woesei,Scardovia_wiggsiae
3,Bacteroides_sp_CAG_530,Streptococcus_gallolyticus
4,Corynebacterium_flavescens,Selenomonas_sp_oral_taxon_138
5,Kosakonia_sacchari,Klebsiella_grimontii
6,Methanosphaera_cuniculi,Bacteroides_pyogenes
7,Eikenella_sp_NML130454,Faecalitalea_cylindroides
8,Pseudomonas_fluorescens_group,Bifidobacterium_saeculare
9,Treponema_succinifaciens,Peptoniphilus_harei
10,Klebsiella_quasipneumoniae,Lachnoanaerobaculum_umeaense
11,Staphylococcus_capitis,Porphyromonas_uenonis
12,Parabacteroides_chinchillae,Porphyromonas_endodontalis
13,Clostridium_sp_CAG_678,Bacillus_aerius
14,Bacteroides_fluxus,Anaerocolumna_aminovalerica
15,Selenomonas_flueggei,Serratia_liquefaciens
16,Coprobacter_sp,Gemella_sanguinis
17,Gardnerella_vaginalis,Streptococcus_infantis
18,Pyrococcus_yayanosii,Campylobacter_coli
19,Carnobacterium_maltaromaticum,Clostridium_methylpentosum
20,Tissierellia_bacterium_KA00581,Lactobacillus_versmoldensis
21,Pseudoalteromonas_tetraodonis,Leptotrichia_sp_oral_taxon_215
22,Anaerobiospirillum_thomasii,Lactobacillus_pentosus
23,Bacillus_stratosphericus,Gemmiger_sp_An50
24,Prevotella_sp_MGM2,Methanobacterium_sp_MB1
25,Weissella_halotolerans,Shewanella_algae
26,Streptococcus_infantarius,Staphylococcus_equorum
27,Alkalibacterium_thalassium,Escherichia_sp_ESNIH1
28,Photobacterium_damselae,Neisseria_perflava
29,Firmicutes_bacterium_CAG_791,Bifidobacterium_pullorum
30,Prevotella_sp_CAG_485,Haemophilus_haemolyticus
31,Lactobacillus_plantarum,Olsenella_scatoligenes
32,Escherichia_albertii,Leptotrichia_wadei
33,Acinetobacter_schindleri,Actinomyces_cardiffensis
34,Comamonas_kerstersii,Veillonella_sp_CAG_933
35,Paenibacillus_polysaccharolyticus,Enterococcus_dispar
36,Eubacterium_coprostanoligenes,Haemophilus_quentini
37,Lachnospiraceae_bacterium_2_1_46FAA,Malassezia_restricta
38,Collinsella_massiliensis,Megasphaera_sp_MJR8396C
39,Lactobacillus_farciminis,Butyribacterium_methylotrophicum
40,Megamonas_rupellensis,Enterococcus_faecalis
41,Bacteroides_sp_CAG_661,Lachnoclostridium_sp_An196
42,Phyllobacterium_myrsinacearum,Rothia_dentocariosa
43,Clostridium_sp_CAG_253,Campylobacter_showae
44,Bacteroides_oleiciplenus,Lactobacillus_curvatus
45,Barnesiella_viscericola,Anaerosporobacter_mobilis
46,Mycoplasma_hominis,Lachnoclostridium_sp_An298
47,Firmicutes_bacterium_CAG_534,Abiotrophia_sp_HMSC24B09
48,Firmicutes_bacterium_CAG_555,Pseudomonas_helleri
49,Blastocystis_sp_subtype_1,Eubacterium_callanderi
50,Butyrivibrio_sp_CAG_318,Streptococcus_pneumoniae
51,Lactobacillus_mindensis,Corynebacterium_durum
52,Bacteroides_caecimuris,Actinomyces_sp_HPA0247
53,Macrococcus_caseolyticus,Raoultella_ornithinolytica
54,Kluyvera_intestini,Methanobacterium_formicicum
55,Bacteroides_sp_OM05_12,Lactobacillus_panis
56,Gemmiger_sp_An120,Leuconostoc_pseudomesenteroides
57,Acinetobacter_ursingii,Cardiobacterium_valvarum
58,Enhydrobacter_aerosaccus,Prevotella_oralis
59,Blautia_sp_N6H1_15,Actinomyces_meyeri
60,Prevotella_oulorum,Streptococcus_cristatus
61,Acinetobacter_pittii,Actinomyces_graevenitzii
62,Lactobacillus_animalis,Citrobacter_braakii
63,Rhodococcus_qingshengii,Streptococcus_oralis
64,Roseburia_sp_831b,Prevotella_pallens
65,Cronobacter_malonaticus,Lactobacillus_gasseri
66,Desulfovibrio_fairfieldensis,Clostridium_butyricum
67,Prevotella_sp_F0091,Aggregatibacter_segnis
68,Kosakonia_cowanii,Eubacterium_brachy
69,Corynebacterium_variabile,Bavariicoccus_seileri
70,Aerococcus_urinaeequi,Eubacterium_infirmum
71,Sneathia_amnii,Actinobaculum_sp_oral_taxon_183
72,Clostridium_sp_CAG_299,Ralstonia_insidiosa
73,Enterobacter_soli,Lactobacillus_reuteri
74,Pseudomonas_fragi,Clostridium_clostridioforme
75,Cloacibacterium_normanense,Enterococcus_mundtii
76,Candidatus_Stoquefichus_sp_KLE1796,Actinomyces_odontolyticus
77,Aggregatibacter_aphrophilus,Tannerella_sp_oral_taxon_808
78,Bifidobacterium_merycicum,Eubacterium_nodatum
79,Pseudomonas_yamanorum,Parascardovia_denticolens
80,Dysgonomonas_mossii,Actinomyces_johnsonii
81,Candidatus_Gastranaerophilales_bacterium_HUM_9,Prevotella_sp_oral_taxon_306
82,Proteobacteria_bacterium_CAG_139,Clostridium_ventriculi
83,Turicimonas_muris,Bifidobacterium_gallinarum
84,Dialister_sp_CAG_357,Jonquetella_anthropi
85,Phytobacter_ursingii,Lelliottia_jeotgali
86,Victivallis_vadensis,Stenotrophomonas_maltophilia
87,Sphingopyxis_granuli,Lachnoclostridium_sp_An14
88,Treponema_porcinum,Eremococcus_coleocola
89,Comamonas_aquatica,Odoribacter_laneus
90,Clostridium_sp_SY8519,Klebsiella_oxytoca
91,Enterococcus_asini,Streptococcus_sp_HPH0090
92,Ruminococcus_sp_CAG_488,Robinsoniella_sp_RHS
93,Bacteroides_faecichinchillae,Facklamia_hominis
94,Firmicutes_bacterium_CAG_646,Oribacterium_asaccharolyticum
95,Klebsiella_variicola,Porphyromonas_asaccharolytica
