,Healthy,Unhealthy
0,Campylobacter_jejuni,Kingella_oralis
1,Cetobacterium_somerae,Lactobacillus_oris
2,Kosakonia_sacchari,Scardovia_wiggsiae
3,Methanomassiliicoccales_archaeon_RumEn_M1,Atlantibacter_hermannii
4,Methanosphaera_cuniculi,Streptococcus_gallolyticus
5,Klebsiella_grimontii,Selenomonas_sp_oral_taxon_138
6,Bacteroides_pyogenes,Eikenella_sp_NML130454
7,Actinomyces_georgiae,Bifidobacterium_saeculare
8,Staphylococcus_capitis,Peptoniphilus_harei
9,Bacillus_megaterium,Lachnoanaerobaculum_umeaense
10,Parabacteroides_chinchillae,Kosakonia_radicincitans
11,Coprobacter_sp,Corynebacterium_vitaeruminis
12,Bacillus_aerius,Campylobacter_coli
13,Anaerocolumna_aminovalerica,Acinetobacter_bereziniae
14,Gardnerella_vaginalis,Anaerolineaceae_bacterium_oral_taxon_439
15,Dysgonomonas_sp_37_18,Lactobacillus_versmoldensis
16,Pyrococcus_yayanosii,Leptotrichia_sp_oral_taxon_215
17,Carnobacterium_maltaromaticum,Lactobacillus_pantheris
18,Pseudoalteromonas_tetraodonis,Selenomonas_noxia
19,Bacillus_stratosphericus,Gemmiger_sp_An50
20,Ruminococcus_sp_CAG_579,Acinetobacter_schindleri
21,Prevotella_sp_MGM2,Methanobacterium_sp_MB1
22,Weissella_halotolerans,Pediococcus_stilesii
23,Alkalibacterium_thalassium,Cronobacter_sakazakii
24,Butyricicoccus_pullicaecorum,Bacteroides_sp_CAG_462
25,Prevotella_sp_CAG_485,Lactobacillus_agilis
26,Lactobacillus_pentosus,Acholeplasma_oculi
27,Enterococcus_devriesei,Escherichia_sp_ESNIH1
28,Comamonas_kerstersii,Neisseria_perflava
29,Paenibacillus_polysaccharolyticus,Haemophilus_aegyptius
30,Lachnospiraceae_bacterium_2_1_46FAA,Bifidobacterium_pullorum
31,Megamonas_rupellensis,Mesorhizobium_sp_UASWS1009
32,Bacteroides_oleiciplenus,Cronobacter_malonaticus
33,Barnesiella_viscericola,Haemophilus_haemolyticus
34,Firmicutes_bacterium_CAG_534,Leptotrichia_wadei
35,Lactobacillus_mindensis,Actinomyces_cardiffensis
36,Bacteroides_caecimuris,Aeriscardovia_aeriphila
37,Macrococcus_caseolyticus,Butyricicoccus_porcorum
38,Kluyvera_intestini,Enterococcus_dispar
39,Bacteroides_sp_OM05_12,Haemophilus_quentini
40,Acinetobacter_ursingii,Megasphaera_sp_MJR8396C
41,Enhydrobacter_aerosaccus,Porphyromonas_canoris
42,Enterococcus_malodoratus,Enterococcus_faecalis
43,Acinetobacter_pittii,Clavibacter_michiganensis
44,Kosakonia_cowanii,Lachnoclostridium_sp_An196
45,Corynebacterium_variabile,Campylobacter_showae
46,Clostridium_sp_CAG_299,Lactobacillus_curvatus
47,Aerococcus_urinaeequi,Mitsuokella_jalaludinii
48,Enterobacter_soli,Melissococcus_sp_OM08_11BH
49,Pseudomonas_fragi,Anaerosporobacter_mobilis
50,Cloacibacterium_normanense,Lachnoclostridium_sp_An298
51,Candidatus_Stoquefichus_sp_KLE1796,Actinomyces_urogenitalis
52,Megasphaera_cerevisiae,Pseudomonas_helleri
53,Bifidobacterium_merycicum,Streptococcus_pneumoniae
54,Dysgonomonas_mossii,Actinomyces_sp_HPA0247
55,Desulfovibrio_vulgaris,Raoultella_ornithinolytica
56,Phytobacter_ursingii,Methanobacterium_formicicum
57,Bacillus_altitudinis,Lactobacillus_panis
58,Dialister_sp_CAG_357,Cardiobacterium_valvarum
59,Corynebacterium_casei,Actinomyces_graevenitzii
60,Malassezia_restricta,Streptococcus_cristatus
61,Meiothermus_silvanus,Entamoeba_histolytica
62,Aeromonas_caviae,Prevotella_pallens
63,Sphingopyxis_granuli,Peptoniphilus_sp_DNF00840
64,Treponema_porcinum,Lactobacillus_gasseri
65,Clostridium_sp_SY8519,Clostridium_butyricum
66,Rahnella_aquatilis,Aggregatibacter_segnis
67,Lactococcus_piscium,Bavariicoccus_seileri
68,Lactococcus_raffinolactis,Eubacterium_infirmum
69,Alcaligenes_faecalis,Alistipes_sp_CHKCI003
70,Bacteroides_pectinophilus,Porphyromonas_sp_oral_taxon_278
71,Citrobacter_freundii,Lactobacillus_reuteri
72,Prevotella_amnii,Eubacterium_nodatum
73,Corynebacterium_glutamicum,Parascardovia_denticolens
74,Synergistes_jonesii,Prevotella_corporis
75,Microlunatus_phosphovorus,Prevotella_sp_oral_taxon_306
76,Lactobacillus_kalixensis,Clostridium_ventriculi
77,Treponema_berlinense,Bifidobacterium_gallinarum
78,Fusobacterium_necrogenes,Jonquetella_anthropi
79,Stenotrophomonas_rhizophila,Lelliottia_jeotgali
80,Bosea_vaviloviae,Ottowia_sp_oral_taxon_894
81,Actinomyces_meyeri,Brachyspira_pilosicoli
82,Leuconostoc_citreum,Eremococcus_coleocola
83,Bifidobacterium_scardovii,Vagococcus_lutrae
84,Arcobacter_cryaerophilus,Klebsiella_oxytoca
85,Acetatifactor_muris,Bifidobacterium_moukalabense
86,Prevotella_sp_P3_122,Streptococcus_sp_HPH0090
87,Bacteroides_sartorii,Mediterranea_sp_An20
88,Leuconostoc_gelidum,Robinsoniella_sp_RHS
89,Mycoplasma_bovis,Enterobacter_sp_638
90,Bacillus_sp_FJAT_27916,Facklamia_hominis
91,Thermus_scotoductus,Staphylococcus_sp_NAM3COL9
92,Providencia_rettgeri,Fusobacterium_equinum
93,Terrisporobacter_othiniensis,Mageeibacillus_indolicus
94,Enterococcus_mundtii,Pasteurella_canis
95,Bacteroides_intestinalis,Cardiobacterium_hominis
96,Leuconostoc_suionicum,Stomatobaculum_longum
97,Bacteroides_sp_43_108,Lactobacillus_frumenti
98,Acinetobacter_junii,Barnesiella_sp_An55
99,Tannerella_sp_oral_taxon_808,Capnocytophaga_gingivalis
100,Flavonifractor_sp_An82,Aggregatibacter_sp_oral_taxon_458
101,Staphylococcus_sciuri,Ochrobactrum_anthropi
102,Vibrio_fluvialis,Corynebacterium_aurimucosum
103,Elizabethkingia_anophelis,Treponema_denticola
104,Lactobacillus_crustorum,Helicobacter_pylori
105,Staphylococcus_xylosus,Bacteroides_xylanolyticus
106,Kocuria_marina,Subdoligranulum_variabile
107,Weissella_cibaria,Prevotella_sp_CAG_755
108,Rodentibacter_heylii,Slackia_isoflavoniconvertens
109,Roseburia_sp_CAG_303,Neisseria_macacae
110,Lactobacillus_algidus,Atopobium_deltae
111,Campylobacter_upsaliensis,Alloprevotella_rava
112,Citrobacter_portucalensis,Tychonema_bourrellyi
113,Sphingopyxis_terrae,Prevotella_sp_CAG_1124
114,Eubacterium_sp_CAG_786,Lactobacillus_senioris
115,Kluyvera_cryocrescens,Helicobacter_equorum
116,Oenococcus_alcoholitolerans,Neisseria_sp_oral_taxon_014
117,Aerococcus_viridans,Prevotella_bergensis
118,Pseudomonas_lundensis,Anaerobiospirillum_thomasii
119,Pantoea_brenneri,Propionibacterium_freudenreichii
120,Porphyromonas_gingivalis,Prevotella_multisaccharivorax
121,Kosakonia_sp_S29,Lactobacillus_harbinensis
122,Acinetobacter_parvus,Schwartzia_succinivorans
123,Chryseobacterium_sp_VAUSW3,Bifidobacterium_mongoliense
124,Pseudoalteromonas_nigrifaciens,Staphylococcus_aureus
125,Sporanaerobacter_sp_PP17_6a,Prevotella_buccae
126,Kocuria_indica,Eubacterium_maltosivorans
127,Bifidobacterium_thermacidophilum,Streptococcus_sp_oral_taxon_056
128,Barnesiella_sp_An22,Phascolarctobacterium_sp
129,Lactobacillus_murinus,Corynebacterium_striatum
130,Giardia_intestinalis,Bifidobacterium_kashiwanohense
131,Ileibacterium_valens,Comamonas_testosteroni
132,Geobacillus_stearothermophilus,Mycoplasma_hominis
133,Staphylococcus_succinus,Actinomyces_europaeus
134,Staphylococcus_hominis,Prevotella_oris
135,Bacillus_haynesii,Dysgonomonas_gadei
136,Kluyvera_intermedia,Ruminococcus_obeum_CAG_39
137,Citrobacter_gillenii,Anaeroglobus_geminatus
138,Pantoea_dispersa,Bacteroides_sp_CAG_927
139,Acinetobacter_lwoffii,Lachnoclostridium_phytofermentans
140,Actinobaculum_massiliense,Treponema_sp_OMZ_838
141,Streptococcus_pyogenes,Treponema_socranskii
142,Bacillus_cereus_group,Lactobacillus_ultunensis
143,Paraburkholderia_tropica,Rhodococcus_qingshengii
144,Hungatella_effluvii,Lactobacillus_helsingborgensis
145,Streptococcus_equinus,Roseburia_sp_831b
146,Actinotignum_timonense,Cellulosilyticum_lentocellum
147,Ruminococcus_callidus,Flavobacterium_sp_FEMGT703F
148,Lactobacillus_otakiensis,Serratia_proteamaculans
149,Kluyvera_ascorbata,Methanosphaera_sp_SHI1033
150,Staphylococcus_pasteuri,Gemella_bergeri
151,Mycolicibacterium_obuense,Prevotella_melaninogenica
152,Staphylococcus_kloosii,Morococcus_cerebrosus
153,Enterococcus_sulfureus,Atopobium_minutum
154,Ruminococcus_sp_CAG_624,Clostridium_scindens
155,Pseudoalteromonas_undina,Bacteroides_sp_An322
156,Leuconostoc_garlicum,Vibrio_cholerae
157,Ruminococcus_champanellensis,Aeromonas_allosaccharophila
158,Pantoea_agglomerans,Lactobacillus_salivarius
159,Clostridium_sp_chh4_2,Eikenella_corrodens
160,Pseudomonas_putida_group,Leptotrichia_sp_oral_taxon_498
161,Chlamydia_ibidis,Zymomonas_mobilis
162,,Clostridium_cadaveris
163,,Desulfotomaculum_ruminis
164,,Mycobacterium_avium
165,,Cloacibacillus_sp_An23
166,,Prevotella_sp_CAG_617
167,,Variovorax_paradoxus
168,,Clostridium_argentinense
169,,Corynebacterium_kroppenstedtii
170,,Bulleidia_extructa
171,,Helicobacter_sp_11_8110
172,,Prevotella_sp_S7_1_8
173,,Alcaligenes_aquatilis
174,,Prevotella_baroniae
175,,Methanobrevibacter_arboriphilus
176,,Citrobacter_sp_MGH106
177,,Anaerostipes_sp_992a
178,,Hafnia_alvei
179,,Bacteroidetes_oral_taxon_274
180,,Lactococcus_plantarum
181,,Dolosigranulum_pigrum
182,,Lactobacillus_kullabergensis
183,,Proteus_vulgaris
184,,Streptococcus_sp_oral_taxon_058
185,,Prevotella_veroralis
186,,Proteus_hauseri
187,,Staphylococcus_epidermidis
188,,Lactobacillus_brevis
189,,Brevibacterium_linens
190,,Streptococcus_macedonicus
191,,Eggerthia_catenaformis
192,,Enterococcus_cecorum
193,,Prevotella_sp_CAG_1092
194,,Corynebacterium_matruchotii
195,,Selenomonas_sp_oral_taxon_126
196,,Peptostreptococcus_anaerobius
197,,Candida_albicans
198,,Veillonella_denticariosi
199,,Streptococcus_milleri
200,,Lactobacillus_apis
201,,Streptococcus_sp_HMSC070B10
202,,Neisseria_sicca
203,,Kosakonia_pseudosacchari
