,Healthy,Unhealthy
0,Streptococcus_gallolyticus,Lactobacillus_oris
1,Klebsiella_grimontii,Scardovia_wiggsiae
2,Eikenella_sp_NML130454,Methanobrevibacter_woesei
3,Bacteroides_pyogenes,Atlantibacter_hermannii
4,Bacillus_megaterium,Lactobacillus_acidipiscis
5,Bacteroides_fluxus,Kosakonia_sacchari
6,Porphyromonas_endodontalis,Marvinbryantia_formatexigens
7,Coprobacter_sp,Prevotella_sp_CAG_1124
8,Lachnoanaerobaculum_umeaense,Lactobacillus_senioris
9,Porphyromonas_uenonis,Bifidobacterium_saeculare
10,Anaerocolumna_aminovalerica,Pseudopropionibacterium_propionicum
11,Serratia_liquefaciens,Acidaminococcus_sp_CAG_542
12,Carnobacterium_maltaromaticum,Gemmiger_sp_An194
13,Anaerofilum_sp_An201,Clostridioides_difficile
14,Weissella_halotolerans,Gardnerella_vaginalis
15,Alkalibacterium_thalassium,Corynebacterium_vitaeruminis
16,Butyricicoccus_pullicaecorum,Megamonas_funiformis_CAG_377
17,Lactobacillus_plantarum,Lactobacillus_iners
18,Lactobacillus_pentosus,Olsenella_profusa
19,Fusobacterium_sp_CAG_439,Anaerolineaceae_bacterium_oral_taxon_439
20,Selenomonas_noxia,Streptococcus_peroris
21,Acinetobacter_schindleri,Megamonas_funiformis
22,Comamonas_kerstersii,Fusobacterium_varium
23,Shewanella_algae,Megasphaera_hexanoica
24,Staphylococcus_equorum,Clostridium_perfringens
25,Firmicutes_bacterium_CAG_534,Gemmiger_sp_An50
26,Neisseria_perflava,Bacteroides_sp_CAG_443
27,Acinetobacter_ursingii,Eubacterium_maltosivorans
28,Blautia_sp_N6H1_15,Fusobacterium_mortiferum
29,Haemophilus_haemolyticus,Lactobacillus_amylovorus
30,Enterobacter_soli,Acidaminococcus_fermentans
31,Pseudomonas_fragi,Streptococcus_sp_oral_taxon_056
32,Veillonella_sp_CAG_933,Pediococcus_stilesii
33,Aeriscardovia_aeriphila,Collinsella_massiliensis
34,Malassezia_restricta,Cronobacter_sakazakii
35,Megasphaera_sp_MJR8396C,Bacteroides_sp_CAG_661
36,Pseudoramibacter_alactolyticus,Pyramidobacter_sp_C12_8
37,Treponema_porcinum,Lactobacillus_agilis
38,Butyribacterium_methylotrophicum,Paeniclostridium_sordellii
39,Rothia_dentocariosa,Shuttleworthia_satelles
