,Healthy,Unhealthy
0,Scardovia_wiggsiae,Bacteroides_salyersiae
1,Streptococcus_gallolyticus,Bacteroides_faecis
2,Bacteroides_pyogenes,Eubacterium_sp_CAG_251
3,Brachyspira_sp_CAG_700,Pedobacter_himalayensis
4,Faecalitalea_cylindroides,Coprobacter_sp
5,Bacteroides_fluxus,Bacteroidales_bacterium_KA00251
6,Bifidobacterium_saeculare,Coprococcus_eutactus
7,Peptoniphilus_harei,Parasutterella_excrementihominis
8,Porphyromonas_endodontalis,Megamonas_funiformis_CAG_377
9,Porphyromonas_uenonis,Prevotella_timonensis
10,Gemella_sanguinis,Lactobacillus_iners
11,Anaerofilum_sp_An201,Lactobacillus_harbinensis
12,Streptococcus_infantis,Enterococcus_faecium
13,Alkalibacterium_thalassium,Megamonas_funiformis
14,Butyricicoccus_pullicaecorum,Weissella_viridescens
15,Clostridium_methylpentosum,Escherichia_albertii
16,Clostridium_saccharolyticum,Paenibacillus_sp_7884_2
17,Selenomonas_noxia,Lactobacillus_amylovorus
18,Acinetobacter_schindleri,Bifidobacterium_pseudolongum
19,Rothia_aeria,Bacteroides_caccae
20,Bacteroides_sp_CAG_443,Cronobacter_sakazakii
21,Shewanella_algae,Clostridium_sp_CAG_253
22,Collinsella_massiliensis,Butyrivibrio_sp_CAG_318
23,Megamonas_rupellensis,Ruminococcus_obeum_CAG_39
24,Staphylococcus_equorum,Peptoniphilus_coxii
25,Bacteroides_sp_CAG_462,Blautia_sp_N6H1_15
26,Firmicutes_bacterium_CAG_534,Parabacteroides_johnsonii
27,Intestinibacter_bartlettii,Candidatus_Methanomassiliicoccus_intestinalis
28,Bifidobacterium_pullorum,Lactobacillus_animalis
29,Cronobacter_malonaticus,Bacteroides_stercoris
30,Haemophilus_haemolyticus,Oscillibacter_sp_PC13
31,Olsenella_scatoligenes,Desulfovibrio_fairfieldensis
32,Leptotrichia_wadei,Sneathia_amnii
33,Pseudomonas_fragi,Cloacibacterium_normanense
34,Actinomyces_cardiffensis,Barnesiella_intestinihominis
35,Hungatella_hathewayi,Megasphaera_elsdenii
36,Aeriscardovia_aeriphila,Lactobacillus_ruminis
37,Murimonas_intestini,Proteobacteria_bacterium_CAG_139
38,Malassezia_restricta,Turicimonas_muris
39,Megasphaera_sp_MJR8396C,Dialister_sp_CAG_357
40,Pseudoramibacter_alactolyticus,Acidaminococcus_intestini
41,Butyribacterium_methylotrophicum,Alistipes_timonensis
42,Enterococcus_asini,Coprobacter_fastidiosus
43,Enterococcus_faecalis,Clostridium_sp_CAG_58
44,Ruminococcus_sp_CAG_488,Comamonas_aquatica
45,Streptococcus_pseudopneumoniae,Lachnospira_pectinoschiza
46,Romboutsia_ilealis,Porphyromonas_sp_HMSC065F10
47,Rothia_dentocariosa,Megamonas_hypermegale
48,Pseudocitrobacter_faecalis,Bacteroides_faecichinchillae
49,Campylobacter_showae,Clavibacter_michiganensis
50,Abiotrophia_sp_HMSC24B09,Oscillibacter_sp_57_20
51,Clostridium_sp_CAG_411,Bacteroides_massiliensis
52,Veillonella_tobetsuensis,Eubacterium_sp_CAG_180
53,Parabacteroides_sp_426_9,Lactococcus_piscium
54,Haemophilus_parainfluenzae,Firmicutes_bacterium_CAG_424
55,Eubacterium_callanderi,Melissococcus_sp_OM08_11BH
56,Streptococcus_pneumoniae,Lactococcus_raffinolactis
57,Corynebacterium_durum,Eubacterium_siraeum
58,Actinomyces_sp_HPA0247,Bacteroides_sp_CAG_633
59,Corynebacterium_glutamicum,Ruminococcus_bicirculans
60,Prevotella_sp_CAG_1185,Mycobacterium_avium
61,Leuconostoc_pseudomesenteroides,Bacteroides_pectinophilus
62,Cardiobacterium_valvarum,Alistipes_finegoldii
63,Actinomyces_meyeri,Raoultella_terrigena
64,Actinomyces_graevenitzii,Streptococcus_suis
65,Streptococcus_cristatus,Citrobacter_pasteurii
66,Streptococcus_oralis,Bacteroides_cellulosilyticus
67,Streptococcus_sp_HMSC067H01,Oxalobacter_formigenes
68,Prevotella_pallens,Klebsiella_michiganensis
69,Clostridium_butyricum,Bacteroides_eggerthii
70,Aggregatibacter_segnis,Raoultella_ornithinolytica
71,Eubacterium_brachy,Bacteroides_dorei
72,Bacillus_sp_FJAT_27916,Leuconostoc_citreum
73,Eubacterium_infirmum,Eubacterium_sp_CAG_274
74,Thermus_scotoductus,Citrobacter_braakii
75,Actinobaculum_sp_oral_taxon_183,Lactobacillus_pontis
76,Haemophilus_paraphrohaemolyticus,Bifidobacterium_bifidum
77,Acinetobacter_indicus,Citrobacter_sp_MGH106
78,Lactobacillus_reuteri,Bacteroides_sartorii
79,Collinsella_intestinalis,Prevotella_colorans
80,Actinomyces_odontolyticus,Leuconostoc_gelidum
81,Tannerella_sp_oral_taxon_808,Dielma_fastidiosa
82,Enterococcus_italicus,Bacteroides_intestinalis
83,Carnobacterium_divergens,Bacteroides_faecis_CAG_32
84,Eubacterium_nodatum,Bacteroides_sp_43_108
85,Parascardovia_denticolens,Acinetobacter_junii
86,Actinomyces_johnsonii,Dialister_succinatiphilus
87,Prevotella_sp_oral_taxon_306,Campylobacter_hominis
88,Bifidobacterium_gallinarum,Alistipes_onderdonkii
89,Clostridium_aldenense,Prevotella_corporis
90,Holdemanella_biformis,Clostridium_ventriculi
91,Brachyspira_pilosicoli,Roseburia_sp_CAG_303
92,Lachnoclostridium_sp_An14,Helicobacter_cinaedi
93,Escherichia_fergusonii,Stenotrophomonas_maltophilia
94,Streptococcus_sp_HPH0090,Prevotella_sp_CAG_924
95,Oribacterium_asaccharolyticum,Escherichia_marmotae
96,Porphyromonas_asaccharolytica,Akkermansia_muciniphila
97,Firmicutes_bacterium_CAG_170,Klebsiella_oxytoca
98,Stomatobaculum_longum,Prevotella_sp_CAG_891
99,Treponema_maltophilum,Alkaliphilus_oremlandii
100,Streptococcus_pyogenes,Acidovorax_caeni
101,Aggregatibacter_sp_oral_taxon_458,Bacteroides_coprophilus
102,Roseburia_sp_CAG_471,Pseudomonas_lundensis
103,Lactobacillus_otakiensis,Clostridium_hiranonis
104,Fusobacterium_periodonticum,Lactobacillus_acidophilus
105,Subdoligranulum_variabile,Paraprevotella_xylaniphila
106,Prevotella_sp_CAG_755,Ruminococcus_sp_CAG_403
107,Slackia_isoflavoniconvertens,Fusobacterium_equinum
108,Neisseria_macacae,Providencia_alcalifaciens
109,Atopobium_deltae,Geobacillus_stearothermophilus
110,Alloprevotella_rava,Paraprevotella_clara
111,Campylobacter_jejuni,Leclercia_adecarboxylata
112,Staphylococcus_capitis,Prevotella_sp_CAG_1031
