,Healthy,Unhealthy
0,Pedobacter_himalayensis,Kingella_oralis
1,Methanobrevibacter_woesei,Lactobacillus_oris
2,Corynebacterium_flavescens,Scardovia_wiggsiae
3,Kosakonia_sacchari,Atlantibacter_hermannii
4,Methanomassiliicoccales_archaeon_RumEn_M1,Streptococcus_gallolyticus
5,Methanosphaera_cuniculi,Selenomonas_sp_oral_taxon_138
6,Klebsiella_grimontii,Eikenella_sp_NML130454
7,Bacteroides_pyogenes,Bifidobacterium_saeculare
8,Acinetobacter_johnsonii,Peptoniphilus_harei
9,Actinomyces_georgiae,Kosakonia_radicincitans
10,Bacillus_megaterium,Serratia_liquefaciens
11,Staphylococcus_capitis,Corynebacterium_vitaeruminis
12,Parabacteroides_chinchillae,Campylobacter_coli
13,Porphyromonas_endodontalis,Acinetobacter_bereziniae
14,Coprobacter_sp,Anaerolineaceae_bacterium_oral_taxon_439
15,Bacillus_aerius,Clostridium_methylpentosum
16,Anaerocolumna_aminovalerica,Lactobacillus_versmoldensis
17,Dysgonomonas_sp_37_18,Leptotrichia_sp_oral_taxon_215
18,Pyrococcus_yayanosii,Lactobacillus_pantheris
19,Carnobacterium_maltaromaticum,Selenomonas_noxia
20,Pseudoalteromonas_tetraodonis,Gemmiger_sp_An50
21,Bacillus_stratosphericus,Staphylococcus_equorum
22,Alkalibacterium_thalassium,Cronobacter_sakazakii
23,Photobacterium_damselae,Lactobacillus_agilis
24,Butyricicoccus_pullicaecorum,Acholeplasma_oculi
25,Enterococcus_devriesei,Escherichia_sp_ESNIH1
26,Acinetobacter_schindleri,Neisseria_perflava
27,Comamonas_kerstersii,Haemophilus_aegyptius
28,Lachnospiraceae_bacterium_2_1_46FAA,Bifidobacterium_pullorum
29,Megamonas_rupellensis,Mesorhizobium_sp_UASWS1009
30,Phyllobacterium_myrsinacearum,Cronobacter_malonaticus
31,Bacteroides_oleiciplenus,Haemophilus_haemolyticus
32,Streptococcus_sp_HMSC034E03,Leptotrichia_wadei
33,Barnesiella_viscericola,Actinomyces_cardiffensis
34,Firmicutes_bacterium_CAG_534,Butyricicoccus_porcorum
35,Lactobacillus_mindensis,Lactobacillus_ruminis
36,Bacteroides_caecimuris,Enterococcus_dispar
37,Macrococcus_caseolyticus,Haemophilus_quentini
38,Kluyvera_intestini,Megasphaera_sp_MJR8396C
39,Bacteroides_sp_OM05_12,Pseudoramibacter_alactolyticus
40,Acinetobacter_ursingii,Porphyromonas_canoris
41,Enhydrobacter_aerosaccus,Enterococcus_asini
42,Enterococcus_malodoratus,Enterococcus_faecalis
43,Acinetobacter_pittii,Clavibacter_michiganensis
44,Lactobacillus_ultunensis,Lachnoclostridium_sp_An196
45,Bacteroides_stercorirosoris,Campylobacter_showae
46,Kosakonia_cowanii,Lactobacillus_curvatus
47,Corynebacterium_variabile,Mitsuokella_jalaludinii
48,Aerococcus_urinaeequi,Anaerosporobacter_mobilis
49,Sneathia_amnii,Trueperella_bernardiae
50,Pseudomonas_fragi,Actinomyces_urogenitalis
51,Enterobacter_soli,Pseudomonas_helleri
52,Candidatus_Stoquefichus_sp_KLE1796,Streptococcus_pneumoniae
53,Megasphaera_cerevisiae,Actinomyces_sp_HPA0247
54,Bifidobacterium_merycicum,Raoultella_ornithinolytica
55,Dysgonomonas_mossii,Methanobacterium_formicicum
56,Candidatus_Gastranaerophilales_bacterium_HUM_9,Lactobacillus_panis
57,Phytobacter_ursingii,Cardiobacterium_valvarum
58,Bacillus_altitudinis,Entamoeba_histolytica
