,Healthy,Unhealthy
0,Campylobacter_jejuni,Lactobacillus_oris
1,Clostridium_sp_CAG_632,Scardovia_wiggsiae
2,Pedobacter_himalayensis,Streptococcus_gallolyticus
3,Methanobrevibacter_woesei,Selenomonas_sp_oral_taxon_138
4,Atlantibacter_hermannii,Eikenella_sp_NML130454
5,Cetobacterium_somerae,Klebsiella_grimontii
6,Corynebacterium_flavescens,Faecalitalea_cylindroides
7,Kosakonia_sacchari,Bifidobacterium_saeculare
8,Methanosphaera_cuniculi,Peptoniphilus_harei
9,Pseudomonas_fluorescens_group,Lachnoanaerobaculum_umeaense
10,Treponema_succinifaciens,Porphyromonas_uenonis
11,Klebsiella_quasipneumoniae,Porphyromonas_endodontalis
12,Bacillus_megaterium,Bacillus_aerius
13,Staphylococcus_capitis,Anaerocolumna_aminovalerica
14,Parabacteroides_chinchillae,Serratia_liquefaciens
15,Clostridium_sp_CAG_678,Carnobacterium_maltaromaticum
16,Selenomonas_flueggei,Anaerofilum_sp_An201
17,Coprobacter_sp,Gemella_sanguinis
18,Bacteroidales_bacterium_KA00251,Streptococcus_infantis
19,Gardnerella_vaginalis,Campylobacter_coli
20,Pyrococcus_yayanosii,Clostridium_methylpentosum
21,Tissierellia_bacterium_KA00581,Lactobacillus_versmoldensis
22,Pseudoalteromonas_tetraodonis,Leptotrichia_sp_oral_taxon_215
23,Bacillus_stratosphericus,Selenomonas_noxia
24,Anaerobiospirillum_thomasii,Gemmiger_sp_An50
25,Prevotella_sp_MGM2,Rothia_aeria
26,Weissella_halotolerans,Shewanella_algae
27,Streptococcus_infantarius,Lactobacillus_agilis
28,Alkalibacterium_thalassium,Neisseria_perflava
29,Photobacterium_damselae,Bifidobacterium_pullorum
30,Firmicutes_bacterium_CAG_791,Haemophilus_haemolyticus
31,Lactobacillus_pentosus,Olsenella_scatoligenes
32,Enterococcus_devriesei,Leptotrichia_wadei
33,Escherichia_albertii,Actinomyces_cardiffensis
34,Eubacterium_maltosivorans,Veillonella_sp_CAG_933
35,Comamonas_kerstersii,Enterococcus_dispar
36,Streptococcus_sp_oral_taxon_056,Malassezia_restricta
37,Paenibacillus_polysaccharolyticus,Megasphaera_sp_MJR8396C
38,Eubacterium_coprostanoligenes,Butyribacterium_methylotrophicum
39,Lachnospiraceae_bacterium_2_1_46FAA,Enterococcus_faecalis
40,Collinsella_massiliensis,Streptococcus_pseudopneumoniae
41,Lactobacillus_farciminis,Lachnoclostridium_sp_An196
42,Megamonas_rupellensis,Rothia_dentocariosa
43,Phyllobacterium_myrsinacearum,Campylobacter_showae
44,Barnesiella_viscericola,Lactobacillus_curvatus
45,Mycoplasma_hominis,Mitsuokella_jalaludinii
46,Firmicutes_bacterium_CAG_534,Anaerosporobacter_mobilis
47,Blastocystis_sp_subtype_1,Lachnoclostridium_sp_An298
48,Butyrivibrio_sp_CAG_318,Abiotrophia_sp_HMSC24B09
49,Lactobacillus_mindensis,Pseudomonas_helleri
50,Bacteroides_caecimuris,Eubacterium_callanderi
51,Macrococcus_caseolyticus,Streptococcus_pneumoniae
52,Bacteroides_sp_OM05_12,Corynebacterium_durum
53,Acinetobacter_ursingii,Actinomyces_sp_HPA0247
54,Enhydrobacter_aerosaccus,Raoultella_ornithinolytica
55,Parabacteroides_johnsonii,Lactobacillus_panis
56,Lactobacillus_animalis,Leuconostoc_pseudomesenteroides
57,Rhodococcus_qingshengii,Cardiobacterium_valvarum
58,Roseburia_sp_831b,Actinomyces_meyeri
59,Cronobacter_malonaticus,Streptococcus_cristatus
60,Desulfovibrio_fairfieldensis,Actinomyces_graevenitzii
61,Prevotella_sp_F0091,Citrobacter_braakii
62,Kosakonia_cowanii,Streptococcus_oralis
63,Corynebacterium_variabile,Prevotella_pallens
64,Aerococcus_urinaeequi,Lactobacillus_gasseri
65,Sneathia_amnii,Bavariicoccus_seileri
66,Clostridium_sp_CAG_299,Eubacterium_brachy
67,Enterobacter_soli,Thermus_scotoductus
68,Pseudomonas_fragi,Eubacterium_infirmum
69,Candidatus_Stoquefichus_sp_KLE1796,Actinobaculum_sp_oral_taxon_183
70,Bifidobacterium_merycicum,Ralstonia_insidiosa
71,Pseudomonas_yamanorum,Lactobacillus_reuteri
72,Lactobacillus_ruminis,Clostridium_clostridioforme
73,Dysgonomonas_mossii,Enterococcus_mundtii
74,Candidatus_Gastranaerophilales_bacterium_HUM_9,Actinomyces_odontolyticus
75,Proteobacteria_bacterium_CAG_139,Eubacterium_nodatum
76,Turicimonas_muris,Parascardovia_denticolens
77,Dialister_sp_CAG_357,Actinomyces_johnsonii
78,Bacillus_altitudinis,Prevotella_sp_oral_taxon_306
79,Haemophilus_quentini,Clostridium_ventriculi
80,Phytobacter_ursingii,Bifidobacterium_gallinarum
81,Sphingopyxis_granuli,Jonquetella_anthropi
82,Pseudoramibacter_alactolyticus,Lachnoclostridium_sp_An14
83,Morococcus_cerebrosus,Eremococcus_coleocola
84,Comamonas_aquatica,Klebsiella_oxytoca
85,Treponema_porcinum,Streptococcus_sp_HPH0090
86,Aspergillus_cristatus,Robinsoniella_sp_RHS
87,Clostridium_sp_SY8519,Facklamia_hominis
88,Porphyromonas_sp_HMSC065F10,Oribacterium_asaccharolyticum
89,Ruminococcus_sp_CAG_488,Porphyromonas_asaccharolytica
90,Klebsiella_quasivariicola,Staphylococcus_sp_NAM3COL9
91,Klebsiella_variicola,Fusobacterium_equinum
92,Haemophilus_sputorum,Pasteurella_canis
93,Pseudocitrobacter_faecalis,Cardiobacterium_hominis
94,Staphylococcus_gallinarum,Stomatobaculum_longum
95,Peptoniphilus_duerdenii,Eisenbergiella_tayi
96,Lactococcus_piscium,Treponema_maltophilum
97,Melissococcus_sp_OM08_11BH,Corynebacterium_aurimucosum
98,Aeromonas_allosaccharophila,Treponema_denticola
99,Prevotella_sp_AM42_24,Lactobacillus_otakiensis
100,Lactococcus_raffinolactis,Fusobacterium_periodonticum
101,Actinomyces_radicidentis,Helicobacter_pylori
102,Kluyvera_georgiana,Subdoligranulum_variabile
103,Streptococcus_sp_HMSC071D03,Prevotella_sp_CAG_755
104,Zymomonas_mobilis,Slackia_isoflavoniconvertens
105,Prevotella_sp_CAG_1058,Atopobium_deltae
106,Enterobacter_cloacae_complex,Alloprevotella_rava
107,Leucobacter_komagatae,Streptococcus_massiliensis
108,Streptococcus_salivarius_CAG_79,Sellimonas_intestinalis
109,Parabacteroides_sp_426_9,Aeromonas_media
110,Clostridium_sp_CAG_510,Acinetobacter_johnsonii
111,Alcaligenes_faecalis,Prevotella_sp_CAG_1124
112,Prevotella_buccalis,Neisseria_sp_oral_taxon_014
113,Oxalobacter_formigenes,Prevotella_bergensis
114,Citrobacter_freundii,Fusobacterium_ulcerans
115,Corynebacterium_glutamicum,Streptococcus_gordonii
116,Microlunatus_phosphovorus,Streptococcus_sobrinus
117,Variovorax_paradoxus,Propionibacterium_freudenreichii
118,Treponema_berlinense,Prevotella_multisaccharivorax
119,Plesiomonas_shigelloides,Enterococcus_faecium
120,Klebsiella_variicola_CAG_634,Schwartzia_succinivorans
121,Bosea_vaviloviae,Bifidobacterium_mongoliense
122,Stenotrophomonas_rhizophila,Staphylococcus_aureus
123,Leptotrichia_sp_oral_taxon_847,Massiliomicrobiota_timonensis
124,Leuconostoc_citreum,Phascolarctobacterium_sp
125,Arcobacter_cryaerophilus,Corynebacterium_striatum
126,Acetatifactor_muris,Bifidobacterium_kashiwanohense
127,Prevotella_sp_P3_122,Comamonas_testosteroni
128,Bacteroides_sartorii,Lactobacillus_parabuchneri
129,Leuconostoc_gelidum,Granulicatella_adiacens
130,Mycoplasma_bovis,Actinomyces_europaeus
131,Bacillus_sp_FJAT_27916,Prevotella_oris
132,Prevotella_sp_885,Dysgonomonas_gadei
133,Anaerotruncus_sp_CAG_528,Clostridium_neonatale
134,Providencia_rettgeri,Streptococcus_sp_M334
135,Tepidimonas_fonticaldi,Bacteroides_sp_CAG_927
136,Bacteroides_intestinalis,Treponema_sp_OMZ_838
137,Leuconostoc_suionicum,Treponema_socranskii
138,Bacteroides_sp_43_108,Lactobacillus_ultunensis
139,Centipeda_periodontii,Clostridium_sp_MSTE9
140,Leucobacter_sp_7_1,Cellulosilyticum_lentocellum
