,Healthy,Unhealthy
0,Scardovia_wiggsiae,Bacteroides_faecis
1,Streptococcus_gallolyticus,Lactobacillus_oris
2,Klebsiella_grimontii,Kingella_oralis
3,Brachyspira_sp_CAG_700,Campylobacter_jejuni
4,Bacillus_megaterium,Cetobacterium_somerae
5,Bacteroides_fluxus,Selenomonas_sp_FOBRC6
6,Coprobacter_sp,Selenomonas_sp_oral_taxon_138
7,Lachnoanaerobaculum_umeaense,Eikenella_sp_NML130454
8,Porphyromonas_uenonis,Peptoniphilus_grossensis
9,Anaerocolumna_aminovalerica,Acinetobacter_johnsonii
10,Serratia_liquefaciens,Staphylococcus_capitis
11,Carnobacterium_maltaromaticum,Tannerella_sp_oral_taxon_HOT_286
12,Anaerofilum_sp_An201,Clostridium_sp_CAG_678
13,Weissella_halotolerans,Bifidobacterium_saeculare
14,Alkalibacterium_thalassium,Peptoniphilus_harei
15,Lactobacillus_plantarum,Acidaminococcus_sp_CAG_542
16,Hafnia_paralvei,Blautia_hydrogenotrophica
17,Fusobacterium_sp_CAG_439,Limnochorda_pilosa
18,Gemmiger_sp_An50,Parvimonas_sp_oral_taxon_110
19,Acinetobacter_schindleri,Clostridioides_difficile
20,Paenibacillus_polysaccharolyticus,Gardnerella_vaginalis
21,Collinsella_massiliensis,Neisseria_sp_oral_taxon_014
22,Megamonas_rupellensis,Leptotrichia_sp_oral_taxon_225
23,Barnesiella_viscericola,Kosakonia_radicincitans
24,Lactobacillus_agilis,Campylobacter_rectus
25,Firmicutes_bacterium_CAG_534,Tannerella_forsythia
26,Acinetobacter_ursingii,Dialister_pneumosintes
27,Enterobacter_soli,Helicobacter_winghamensis
28,Pseudomonas_fragi,Campylobacter_coli
29,Actinomyces_cardiffensis,Megamonas_funiformis_CAG_377
30,Lactobacillus_ruminis,Prevotella_multisaccharivorax
31,Malassezia_restricta,Lactobacillus_iners
32,Alistipes_timonensis,Neisseria_subflava
33,Megasphaera_sp_MJR8396C,Streptococcus_mutans
34,Treponema_porcinum,Streptococcus_peroris
35,Clostridium_sp_SY8519,Lactobacillus_versmoldensis
36,Butyribacterium_methylotrophicum,Leptotrichia_sp_oral_taxon_215
37,Enterococcus_asini,Weissella_viridescens
38,Porphyromonas_sp_HMSC065F10,Lactobacillus_pentosus
39,Ruminococcus_sp_CAG_488,Selenomonas_noxia
40,Rothia_dentocariosa,Clostridium_perfringens
41,Mitsuokella_jalaludinii,Prevotella_buccae
42,Lachnoclostridium_sp_An298,Fusobacterium_sp_oral_taxon_370
43,Abiotrophia_sp_HMSC24B09,Campylobacter_mucosalis
44,Lactococcus_raffinolactis,Bifidobacterium_kashiwanohense
45,Prevotella_sp_CAG_1058,Staphylococcus_equorum
46,Bifidobacterium_breve,Bacteroides_sp_CAG_661
47,Clostridium_sp_CAG_411,Phyllobacterium_myrsinacearum
48,Parabacteroides_sp_426_9,Leuconostoc_carnosum
49,Eubacterium_callanderi,Bacteroides_oleiciplenus
50,Streptococcus_pneumoniae,Mycoplasma_hominis
51,Corynebacterium_durum,Lactobacillus_crispatus
52,Actinomyces_sp_HPA0247,Prevotella_oris
53,Corynebacterium_glutamicum,Paeniclostridium_sordellii
54,Leuconostoc_pseudomesenteroides,Acholeplasma_oculi
55,Actinomyces_meyeri,Erysipelothrix_larvae
56,Leuconostoc_gelidum,Neisseria_perflava
57,Mycoplasma_bovis,Anaeroglobus_geminatus
58,Bacillus_sp_FJAT_27916,Bacteroides_sp_CAG_927
59,Eubacterium_brachy,Lactobacillus_saerimneri
60,Thermus_scotoductus,Peptoniphilus_coxii
61,Eubacterium_infirmum,Prevotella_oulorum
62,Actinobaculum_sp_oral_taxon_183,Treponema_socranskii
63,Acinetobacter_indicus,Lactobacillus_nodensis
64,Actinomyces_odontolyticus,Bifidobacterium_pullorum
65,Acinetobacter_junii,Haemophilus_parahaemolyticus
66,Enterococcus_italicus,Lactobacillus_helsingborgensis
67,Eubacterium_nodatum,Lactobacillus_ingluviei
68,Parascardovia_denticolens,Haemophilus_haemolyticus
69,Actinomyces_johnsonii,Prevotella_sp_F0091
70,Prevotella_corporis,Aerococcus_urinaeequi
71,Holdemanella_biformis,Sneathia_amnii
72,Brachyspira_pilosicoli,Leptotrichia_wadei
73,Odoribacter_laneus,Aggregatibacter_aphrophilus
74,Escherichia_fergusonii,Veillonella_sp_CAG_933
75,Prevotella_disiens,Gemella_bergeri
76,Oribacterium_asaccharolyticum,Haemophilus_quentini
77,Porphyromonas_asaccharolytica,Prevotella_jejuni
78,Clostridium_sp_CAG_167,Veillonella_rogosae
79,Geobacillus_stearothermophilus,Prevotella_melaninogenica
80,Firmicutes_bacterium_CAG_170,Leptotrichia_buccalis
81,Eisenbergiella_tayi,Aeromonas_caviae
82,Bacteroides_sp_CAG_598,Lactobacillus_sakei
83,Alistipes_indistinctus,Morococcus_cerebrosus
84,Citrobacter_gillenii,Prevotella_scopos
85,Streptococcus_pyogenes,Clostridium_celatum
86,Lactobacillus_otakiensis,Prevotella_salivae
87,Prevotella_sp_CAG_755,Lactobacillus_coryniformis
88,Streptococcus_massiliensis,Streptococcus_pseudopneumoniae
89,Tyzzerella_sp_An114,Lachnoclostridium_sp_An196
90,Phascolarctobacterium_succinatutens,Neisseria_mucosa
91,Sellimonas_intestinalis,Klebsiella_quasivariicola
92,Prevotella_sp_CAG_1124,Romboutsia_hominis
93,Butyrivibrio_crossotus,Haemophilus_sputorum
94,Pseudoalteromonas_tetraodonis,Campylobacter_showae
95,Anaerobiospirillum_thomasii,Staphylococcus_gallinarum
96,Propionibacterium_freudenreichii,Lactobacillus_curvatus
97,Enterococcus_faecium,Peptoniphilus_duerdenii
98,Megasphaera_hexanoica,Aeromonas_allosaccharophila
99,Eubacterium_maltosivorans,Staphylococcus_argenteus
100,Lactobacillus_farciminis,Lactobacillus_salivarius
101,Lactobacillus_parabuchneri,Firmicutes_bacterium_CAG_424
102,Granulicatella_adiacens,Eikenella_corrodens
103,Bacteroides_sp_OM05_12,Leptotrichia_sp_oral_taxon_498
104,Enhydrobacter_aerosaccus,Anaerostipes_caccae
105,Lactobacillus_ultunensis,Staphylococcus_saprophyticus
106,Clostridium_sp_MSTE9,Clostridium_cadaveris
