,Healthy,Unhealthy
0,Scardovia_wiggsiae,Pedobacter_himalayensis
1,Klebsiella_grimontii,Lactobacillus_oris
2,Bacteroides_pyogenes,Atlantibacter_hermannii
3,Brachyspira_sp_CAG_700,Marvinbryantia_formatexigens
4,Bacillus_megaterium,Prevotella_sp_CAG_1124
5,Porphyromonas_endodontalis,Clostridium_sp_CAG_678
6,Coprobacter_sp,Lactobacillus_paraplantarum
7,Lachnoanaerobaculum_umeaense,Peptoniphilus_harei
8,Porphyromonas_uenonis,Acidaminococcus_sp_CAG_542
9,Bacillus_aerius,Neisseria_sp_oral_taxon_014
10,Carnobacterium_maltaromaticum,Serratia_liquefaciens
11,Bacillus_stratosphericus,Tissierellia_bacterium_KA00581
12,Anaerofilum_sp_An201,Propionibacterium_freudenreichii
13,Gemella_sanguinis,Prevotella_multisaccharivorax
14,Streptococcus_infantis,Olsenella_profusa
15,Prevotella_sp_MGM2,Neisseria_subflava
16,Weissella_halotolerans,Streptococcus_sp_SK643
17,Alkalibacterium_thalassium,Lactobacillus_plantarum
18,Butyricicoccus_pullicaecorum,Weissella_viridescens
19,Lactobacillus_versmoldensis,Dickeya_fangzhongdai
20,Lactobacillus_pentosus,Lactobacillus_pantheris
21,Selenomonas_noxia,Fusobacterium_sp_CAG_439
22,Gemmiger_sp_An50,Bacteroides_sp_CAG_443
23,Acinetobacter_schindleri,Eubacterium_maltosivorans
24,Rothia_aeria,Lactobacillus_amylovorus
25,Comamonas_kerstersii,Acidaminococcus_fermentans
26,Paenibacillus_polysaccharolyticus,Shewanella_algae
27,Staphylococcus_equorum,Collinsella_massiliensis
28,Cronobacter_sakazakii,Lactobacillus_antri
29,Barnesiella_viscericola,Lactobacillus_farciminis
30,Firmicutes_bacterium_CAG_534,Pseudoflavonifractor_sp_An85
31,Kluyvera_intestini,Bacteroides_sp_CAG_661
32,Acinetobacter_ursingii,Leuconostoc_carnosum
33,Cronobacter_malonaticus,Pyramidobacter_sp_C12_8
34,Leptotrichia_wadei,Prevotella_oris
35,Enterobacter_soli,Dysgonomonas_gadei
36,Pseudomonas_fragi,Clostridium_neonatale
37,Actinomyces_cardiffensis,Peptoniphilus_coxii
38,Veillonella_sp_CAG_933,Bacteroides_sp_CAG_927
39,Enterococcus_dispar,Lachnoclostridium_phytofermentans
40,Malassezia_restricta,Prevotella_sp_CAG_873
41,Treponema_porcinum,Anaerococcus_prevotii
42,Clostridium_sp_SY8519,Lactobacillus_dextrinicus
43,Butyribacterium_methylotrophicum,Bifidobacterium_pullorum
44,Streptococcus_pseudopneumoniae,Anaerococcus_hydrogenalis
45,Firmicutes_bacterium_CAG_646,Candidatus_Methanomassiliicoccus_intestinalis
46,Klebsiella_variicola,Clostridium_sp_MSTE9
47,Rothia_dentocariosa,Lactobacillus_animalis
48,Campylobacter_showae,Acinetobacter_pittii
49,Staphylococcus_gallinarum,Lactobacillus_ultunensis
50,Melissococcus_sp_OM08_11BH,Haemophilus_haemolyticus
51,Lachnoclostridium_sp_An298,Serratia_ureilytica
52,Abiotrophia_sp_HMSC24B09,Negativicoccus_succinicivorans
53,Lactococcus_raffinolactis,Aeriscardovia_aeriphila
54,Prevotella_sp_CAG_1058,Butyricicoccus_porcorum
55,Veillonella_tobetsuensis,Weissella_minor
56,Haemophilus_parainfluenzae,Lactobacillus_ruminis
57,Alcaligenes_faecalis,Peptostreptococcus_sp_MV1
58,Streptococcus_pneumoniae,Megasphaera_sp_MJR8396C
59,Corynebacterium_durum,Desulfovibrionaceae_bacterium
60,Corynebacterium_glutamicum,Pseudoramibacter_alactolyticus
61,Cardiobacterium_valvarum,Porphyromonas_canoris
62,Prevotella_oralis,Porphyromonas_sp_HMSC065F10
63,Actinomyces_graevenitzii,Atopobium_minutum
64,Streptococcus_cristatus,Lachnoclostridium_sp_An196
65,Citrobacter_braakii,Pseudocitrobacter_faecalis
66,Streptococcus_oralis,Lactobacillus_curvatus
67,Streptococcus_sp_HMSC067H01,Mitsuokella_jalaludinii
68,Prevotella_pallens,Peptoniphilus_duerdenii
69,Leuconostoc_gelidum,Prevotella_sp_oral_taxon_376
70,Mycoplasma_bovis,Firmicutes_bacterium_CAG_424
71,Clostridium_butyricum,Pediococcus_pentosaceus
72,Aggregatibacter_segnis,Bacteroides_sp_CAG_633
73,Eubacterium_brachy,Candida_tropicalis
74,Bacillus_sp_FJAT_27916,Clostridium_sp_CAG_411
75,Eubacterium_infirmum,Desulfovibrio_sp_MES5
76,Thermus_scotoductus,Cloacibacillus_sp_An23
77,Haemophilus_paraphrohaemolyticus,Prevotella_sp_CAG_617
78,Acinetobacter_indicus,Varibaculum_cambriense
79,Enterococcus_mundtii,Clostridium_argentinense
80,Bacteroides_intestinalis,Methanobacterium_formicicum
81,Actinomyces_odontolyticus,Leuconostoc_pseudomesenteroides
82,Tannerella_sp_oral_taxon_808,Prevotella_sp_S7_1_8
83,Enterococcus_italicus,Entamoeba_histolytica
84,Carnobacterium_divergens,Citrobacter_sp_MGH106
85,Eubacterium_nodatum,Clostridium_baratii
86,Parascardovia_denticolens,Methanobrevibacter_arboriphilus
87,Actinomyces_johnsonii,Prevotella_sp_P3_122
88,Prevotella_sp_oral_taxon_306,Bacteroides_salanitronis
89,Stenotrophomonas_maltophilia,Hafnia_alvei
90,Campylobacter_upsaliensis,Corynebacterium_pyruviciproducens
91,Citrobacter_portucalensis,Prevotella_colorans
92,Brachyspira_pilosicoli,Lactobacillus_vaccinostercus
93,Escherichia_fergusonii,Lactobacillus_gasseri
94,Aerococcus_viridans,Providencia_stuartii
95,Streptococcus_sp_HPH0090,Lactobacillus_johnsonii
96,Oribacterium_asaccharolyticum,Alistipes_sp_CHKCI003
97,Porphyromonas_asaccharolytica,Arcobacter_butzleri
98,Fusobacterium_equinum,Lactobacillus_reuteri
99,Geobacillus_stearothermophilus,Dialister_succinatiphilus
100,Cardiobacterium_hominis,Staphylococcus_epidermidis
101,Weissella_confusa,Campylobacter_hominis
102,Citrobacter_gillenii,Lactobacillus_brevis
103,Treponema_maltophilum,Prevotella_corporis
104,Streptococcus_pyogenes,Entamoeba_dispar
105,Aggregatibacter_sp_oral_taxon_458,Anaerococcus_lactolyticus
106,Lactobacillus_otakiensis,Clostridium_ventriculi
107,Fusobacterium_periodonticum,Vibrio_kanaloae
108,Neisseria_macacae,Corynebacterium_matruchotii
109,Alloprevotella_rava,Lactobacillus_vaginalis
110,Tyzzerella_sp_An114,Prevotella_sp_CAG_924
111,Campylobacter_jejuni,Escherichia_marmotae
