,Healthy,Unhealthy
0,Bacteroides_salyersiae,Campylobacter_jejuni
1,Lactobacillus_oris,Phascolarctobacterium_succinatutens
2,Bacteroides_pyogenes,Eubacterium_sp_CAG_251
3,Faecalitalea_cylindroides,Bacteroides_sp_CAG_530
4,Bacteroides_fluxus,Clostridium_sp_CAG_632
5,Bifidobacterium_saeculare,Streptococcus_gallolyticus
6,Peptoniphilus_harei,Cetobacterium_somerae
7,Lachnoanaerobaculum_umeaense,Pseudomonas_fluorescens_group
8,Porphyromonas_uenonis,Treponema_succinifaciens
9,Streptococcus_salivarius,Brachyspira_sp_CAG_700
10,Carnobacterium_maltaromaticum,Butyrivibrio_crossotus
11,Gemella_sanguinis,Pseudopropionibacterium_propionicum
12,Anaerofilum_sp_An201,Coprococcus_eutactus
13,Streptococcus_infantis,Anaerobiospirillum_thomasii
14,Parasutterella_excrementihominis,Ruminococcus_sp_CAG_579
15,Alkalibacterium_thalassium,Campylobacter_coli
16,Butyricicoccus_pullicaecorum,Streptococcus_infantarius
17,Clostridium_methylpentosum,Firmicutes_bacterium_CAG_791
18,Lactobacillus_plantarum,Acinetobacter_bereziniae
19,Anaerostipes_hadrus,Firmicutes_bacterium_CAG_110
20,Clostridium_saccharolyticum,Lactobacillus_pentosus
21,Hafnia_paralvei,Staphylococcus_aureus
22,Fusobacterium_sp_CAG_439,Escherichia_albertii
23,Blautia_sp_CAG_257,Comamonas_kerstersii
24,Acinetobacter_schindleri,Eubacterium_coprostanoligenes
25,Rothia_aeria,Acinetobacter_towneri
26,Bacteroides_sp_CAG_443,Lactobacillus_agilis
27,Selenomonas_noxia,Firmicutes_bacterium_CAG_534
28,Lactobacillus_amylovorus,Blastocystis_sp_subtype_1
29,Shewanella_algae,Butyrivibrio_sp_CAG_318
30,Megamonas_rupellensis,Ruminococcus_obeum_CAG_39
31,Staphylococcus_equorum,Acinetobacter_ursingii
32,Bacteroides_sp_CAG_462,Prevotella_sp_CAG_873
33,Roseburia_intestinalis,Prevotella_sp_CAG_5226
34,Neisseria_perflava,Lactobacillus_animalis
35,Blautia_sp_N6H1_15,Rhodococcus_qingshengii
36,Parabacteroides_johnsonii,Roseburia_sp_831b
37,Clostridium_citroniae,Cronobacter_malonaticus
38,Intestinibacter_bartlettii,Firmicutes_bacterium_CAG_95
39,Bifidobacterium_pullorum,Leptotrichia_wadei
40,Olsenella_scatoligenes,Negativicoccus_succinicivorans
41,Enterobacter_soli,Bifidobacterium_merycicum
42,Pseudomonas_fragi,Lactobacillus_ruminis
43,Actinomyces_cardiffensis,Candidatus_Gastranaerophilales_bacterium_HUM_9
44,Hungatella_hathewayi,Treponema_porcinum
45,Eubacterium_ramulus,Ruminococcus_sp_CAG_488
46,Aeriscardovia_aeriphila,Neisseria_mucosa
47,Murimonas_intestini,Oscillibacter_sp_57_20
48,Bacteroides_fragilis,Vibrio_cholerae
49,Enterococcus_dispar,Eubacterium_sp_CAG_180
50,Haemophilus_quentini,Prevotella_sp_AM42_24
51,Malassezia_restricta,Zymomonas_mobilis
52,Alistipes_timonensis,Lactococcus_petauri
53,Coprobacter_fastidiosus,Desulfovibrio_piger
54,Pseudoramibacter_alactolyticus,Streptococcus_salivarius_CAG_79
55,Butyribacterium_methylotrophicum,Clostridium_sp_CAG_510
56,Enterococcus_asini,Bacteroides_pectinophilus
57,Porphyromonas_sp_HMSC065F10,Variovorax_paradoxus
58,Enterococcus_faecalis,Treponema_berlinense
59,Streptococcus_pseudopneumoniae,Stenotrophomonas_rhizophila
60,Firmicutes_bacterium_CAG_646,Klebsiella_variicola_CAG_634
61,Romboutsia_ilealis,Helicobacter_sp_11_8110
62,Rothia_dentocariosa,Actinomyces_meyeri
63,Campylobacter_showae,Cutibacterium_acnes
