,Healthy,Unhealthy
0,Scardovia_wiggsiae,Pedobacter_himalayensis
1,Klebsiella_grimontii,Marvinbryantia_formatexigens
2,Eikenella_sp_NML130454,Bacteroides_fluxus
3,Bacteroides_pyogenes,Bifidobacterium_saeculare
4,Brachyspira_sp_CAG_700,Veillonella_criceti
5,Bacillus_megaterium,Bacteroidales_bacterium_KA00251
6,Porphyromonas_endodontalis,Acidaminococcus_sp_CAG_542
7,Peptoniphilus_harei,Lachnoanaerobaculum_umeaense
8,Coprobacter_sp,Neisseria_sp_oral_taxon_014
9,Porphyromonas_uenonis,Serratia_liquefaciens
10,Bacillus_aerius,Tissierellia_bacterium_KA00581
11,Anaerocolumna_aminovalerica,Propionibacterium_freudenreichii
12,Carnobacterium_maltaromaticum,Prevotella_multisaccharivorax
13,Bacillus_stratosphericus,Olsenella_profusa
14,Gemella_sanguinis,Neisseria_subflava
15,Anaerofilum_sp_An201,Streptococcus_peroris
16,Streptococcus_infantis,Hafnia_paralvei
17,Prevotella_sp_MGM2,Dickeya_fangzhongdai
18,Weissella_halotolerans,Staphylococcus_aureus
19,Alkalibacterium_thalassium,Fusobacterium_sp_CAG_439
20,Butyricicoccus_pullicaecorum,Bacteroides_sp_CAG_443
21,Lactobacillus_versmoldensis,Eubacterium_maltosivorans
22,Lactobacillus_pentosus,Lactobacillus_amylovorus
23,Selenomonas_noxia,Acidaminococcus_fermentans
24,Gemmiger_sp_An50,Phascolarctobacterium_sp
25,Rothia_aeria,Collinsella_massiliensis
26,Comamonas_kerstersii,Lactobacillus_antri
27,Paenibacillus_polysaccharolyticus,Lactobacillus_farciminis
28,Staphylococcus_equorum,Bacteroides_sp_CAG_661
29,Cronobacter_sakazakii,Bacteroides_sp_CAG_462
30,Barnesiella_viscericola,Leuconostoc_carnosum
31,Firmicutes_bacterium_CAG_534,Pyramidobacter_sp_C12_8
32,Kluyvera_intestini,Firmicutes_bacterium_CAG_555
33,Acinetobacter_ursingii,Dysgonomonas_gadei
34,Cronobacter_malonaticus,Peptoniphilus_coxii
35,Leptotrichia_wadei,Bacteroides_sp_CAG_927
36,Enterobacter_soli,Enhydrobacter_aerosaccus
37,Pseudomonas_fragi,Prevotella_sp_CAG_873
38,Actinomyces_cardiffensis,Lachnoclostridium_phytofermentans
39,Veillonella_sp_CAG_933,Lactobacillus_dextrinicus
40,Murimonas_intestini,Bifidobacterium_pullorum
41,Haemophilus_quentini,Candidatus_Methanomassiliicoccus_intestinalis
42,Malassezia_restricta,Clostridium_sp_MSTE9
43,Treponema_porcinum,Lactobacillus_animalis
44,Clostridium_sp_SY8519,Acinetobacter_pittii
45,Butyribacterium_methylotrophicum,Moraxella_osloensis
46,Streptococcus_pseudopneumoniae,Lactobacillus_kitasatonis
47,Romboutsia_ilealis,Serratia_ureilytica
48,Firmicutes_bacterium_CAG_646,Aeriscardovia_aeriphila
49,Klebsiella_variicola,Lactobacillus_ruminis
50,Rothia_dentocariosa,Corynebacterium_amycolatum
51,Rahnella_aquatilis,Megasphaera_sp_MJR8396C
52,Campylobacter_showae,Desulfovibrionaceae_bacterium
53,Staphylococcus_gallinarum,Prevotella_salivae
54,Melissococcus_sp_OM08_11BH,Porphyromonas_sp_HMSC065F10
55,Abiotrophia_sp_HMSC24B09,Atopobium_minutum
56,Lactococcus_raffinolactis,Lachnoclostridium_sp_An196
57,Veillonella_tobetsuensis,Mitsuokella_jalaludinii
58,Haemophilus_parainfluenzae,Peptoniphilus_duerdenii
59,Alcaligenes_faecalis,Firmicutes_bacterium_CAG_424
60,Streptococcus_pneumoniae,Bacteroides_sp_CAG_633
61,Corynebacterium_durum,Candida_tropicalis
62,Corynebacterium_glutamicum,Clostridium_sp_CAG_411
63,Raoultella_ornithinolytica,Streptococcus_salivarius_CAG_79
64,Cardiobacterium_valvarum,Monoglobus_pectinilyticus
65,Prevotella_oralis,Desulfovibrio_sp_MES5
66,Actinomyces_meyeri,Prevotella_sp_CAG_617
67,Actinomyces_graevenitzii,Clostridium_argentinense
68,Streptococcus_cristatus,Methanobacterium_formicicum
69,Citrobacter_braakii,Lactobacillus_paragasseri
70,Streptococcus_oralis,Prevotella_sp_S7_1_8
71,Streptococcus_sp_HMSC067H01,Alistipes_sp_CAG_831
72,Prevotella_pallens,Enterococcus_thailandicus
73,Leuconostoc_gelidum,Citrobacter_sp_MGH106
74,Mycoplasma_bovis,Clostridium_baratii
75,Clostridium_butyricum,Methanobrevibacter_arboriphilus
76,Aggregatibacter_segnis,Prevotella_sp_P3_122
77,Eubacterium_brachy,Clostridium_sp_7_2_43FAA
78,Bacillus_sp_FJAT_27916,Hafnia_alvei
79,Eubacterium_infirmum,Corynebacterium_pyruviciproducens
80,Thermus_scotoductus,Prevotella_colorans
81,Haemophilus_paraphrohaemolyticus,Lactobacillus_vaccinostercus
82,Enterococcus_mundtii,Lactobacillus_gasseri
83,Actinomyces_odontolyticus,Enterococcus_gilvus
84,Acinetobacter_junii,Bacteroides_salanitronis
85,Enterococcus_italicus,Providencia_stuartii
86,Tannerella_sp_oral_taxon_808,Lactobacillus_johnsonii
87,Carnobacterium_divergens,Alistipes_sp_CHKCI003
88,Eubacterium_nodatum,Arcobacter_butzleri
89,Actinomyces_johnsonii,Lactobacillus_reuteri
90,Stenotrophomonas_maltophilia,Proteus_vulgaris
91,Campylobacter_upsaliensis,Dialister_succinatiphilus
92,Citrobacter_portucalensis,Proteus_hauseri
93,Brachyspira_pilosicoli,Campylobacter_hominis
94,Lachnoclostridium_sp_An14,Lactobacillus_brevis
95,Escherichia_fergusonii,Prevotella_corporis
96,Aerococcus_viridans,Brevibacterium_linens
97,Streptococcus_sp_HPH0090,Anaerococcus_lactolyticus
98,Oribacterium_asaccharolyticum,Prevotella_sp_oral_taxon_306
99,Porphyromonas_asaccharolytica,Clostridium_ventriculi
100,Geobacillus_stearothermophilus,Bifidobacterium_gallinarum
101,Leuconostoc_lactis,Candidatus_Methanomethylophilus_sp_1R26
102,Weissella_confusa,Vibrio_kanaloae
103,Citrobacter_gillenii,Corynebacterium_matruchotii
104,Treponema_maltophilum,Prevotella_sp_CAG_924
105,Streptococcus_pyogenes,Escherichia_marmotae
106,Aggregatibacter_sp_oral_taxon_458,Pseudescherichia_vulneris
107,Lactobacillus_otakiensis,Odoribacter_laneus
108,Fusobacterium_periodonticum,Streptococcus_parauberis
109,Subdoligranulum_variabile,Streptococcus_sp_HMSC070B10
110,Neisseria_macacae,Megasphaera_stantonii
111,Alloprevotella_rava,Mitsuokella_multacida
112,Tyzzerella_sp_An114,Eubacterium_pyruvativorans
113,Campylobacter_jejuni,Robinsoniella_sp_RHS
114,Sellimonas_intestinalis,Lactobacillus_acidophilus
115,Aeromonas_media,Pyramidobacter_piscolens
116,Acinetobacter_johnsonii,Enterobacter_sp_638
117,Staphylococcus_capitis,Xanthomonas_phaseoli
118,Gardnerella_vaginalis,Dialister_micraerophilus
119,Pseudoalteromonas_tetraodonis,Mageeibacillus_indolicus
120,Fusobacterium_ulcerans,Ileibacterium_valens
121,Streptococcus_gordonii,Stomatobaculum_longum
122,Streptococcus_sobrinus,Alistipes_inops
123,Streptococcus_infantarius,Anaerofustis_stercorihominis
124,Klebsiella_aerogenes,Staphylococcus_succinus
125,Enterococcus_faecium,Staphylococcus_simulans
126,Megamonas_funiformis,Atopobium_vaginae
127,Fusobacterium_varium,Alistipes_sp_An66
128,Enterococcus_devriesei,Mitsuokella_sp_oral_taxon_131
129,Fusobacterium_mortiferum,Lactobacillus_alimentarius
130,Massiliomicrobiota_timonensis,Barnesiella_sp_An55
131,Streptococcus_sp_oral_taxon_056,Eubacterium_sp_An11
132,Lachnospiraceae_bacterium_2_1_46FAA,Halomonas_boliviensis
133,Bifidobacterium_kashiwanohense,Eubacterium_sp_68_3_10
134,Lactobacillus_parabuchneri,Oribacterium_sp_oral_taxon_078
135,Granulicatella_adiacens,Lactobacillus_helveticus
136,Macrococcus_caseolyticus,Bifidobacterium_angulatum
137,Bacteroides_sp_OM05_12,Lactobacillus_kefiri
138,Streptococcus_sp_M334,Lactobacillus_fuchuensis
139,Rhodococcus_qingshengii,Corynebacterium_aurimucosum
