,Healthy,Unhealthy
0,Bacteroides_salyersiae,Campylobacter_jejuni
1,Lactobacillus_oris,Phascolarctobacterium_succinatutens
2,Scardovia_wiggsiae,Eubacterium_sp_CAG_251
3,Eikenella_sp_NML130454,Bacteroides_sp_CAG_530
4,Faecalitalea_cylindroides,Clostridium_sp_CAG_632
5,Bacteroides_fluxus,Streptococcus_gallolyticus
6,Bifidobacterium_saeculare,Cetobacterium_somerae
7,Peptoniphilus_harei,Pseudomonas_fluorescens_group
8,Lachnoanaerobaculum_umeaense,Treponema_succinifaciens
9,Porphyromonas_uenonis,Acinetobacter_johnsonii
10,Coprobacter_sp,Brachyspira_sp_CAG_700
11,Porphyromonas_endodontalis,Actinomyces_georgiae
12,Anaerocolumna_aminovalerica,Staphylococcus_capitis
13,Serratia_liquefaciens,Butyrivibrio_crossotus
14,Streptococcus_salivarius,Pseudopropionibacterium_propionicum
15,Carnobacterium_maltaromaticum,Coprococcus_eutactus
16,Gemella_sanguinis,Anaerobiospirillum_thomasii
17,Anaerofilum_sp_An201,Ruminococcus_sp_CAG_579
18,Streptococcus_infantis,Streptococcus_infantarius
19,Parasutterella_excrementihominis,Firmicutes_bacterium_CAG_791
20,Alkalibacterium_thalassium,Acinetobacter_bereziniae
21,Butyricicoccus_pullicaecorum,Neisseria_subflava
22,Clostridium_methylpentosum,Firmicutes_bacterium_CAG_110
23,Lactobacillus_plantarum,Escherichia_albertii
24,Anaerostipes_hadrus,Acinetobacter_schindleri
25,Clostridium_saccharolyticum,Comamonas_kerstersii
26,Hafnia_paralvei,Eubacterium_coprostanoligenes
27,Fusobacterium_sp_CAG_439,Acinetobacter_towneri
28,Blautia_sp_CAG_257,Comamonas_testosteroni
29,Selenomonas_noxia,Lactobacillus_agilis
30,Rothia_aeria,Firmicutes_bacterium_CAG_534
31,Bacteroides_sp_CAG_443,Firmicutes_bacterium_CAG_238
32,Lactobacillus_amylovorus,Blastocystis_sp_subtype_1
33,Paenibacillus_polysaccharolyticus,Butyrivibrio_sp_CAG_318
34,Megamonas_rupellensis,Paeniclostridium_sordellii
35,Staphylococcus_equorum,Ruminococcus_obeum_CAG_39
36,Cronobacter_sakazakii,Acinetobacter_ursingii
37,Bacteroides_sp_CAG_462,Prevotella_sp_CAG_873
38,Neisseria_perflava,Prevotella_sp_CAG_5226
39,Blautia_sp_N6H1_15,Mesorhizobium_sp_UASWS1009
40,Parabacteroides_johnsonii,Haemophilus_parahaemolyticus
41,Clostridium_citroniae,Lactobacillus_animalis
42,Intestinibacter_bartlettii,Rhodococcus_qingshengii
43,Bifidobacterium_pullorum,Roseburia_sp_831b
44,Haemophilus_haemolyticus,Firmicutes_bacterium_CAG_95
45,Olsenella_scatoligenes,Negativicoccus_succinicivorans
46,Leptotrichia_wadei,Bifidobacterium_merycicum
47,Enterobacter_soli,Pseudomonas_yamanorum
48,Pseudomonas_fragi,Lactobacillus_ruminis
49,Actinomyces_cardiffensis,Candidatus_Gastranaerophilales_bacterium_HUM_9
50,Hungatella_hathewayi,Aeromonas_caviae
51,Aeriscardovia_aeriphila,Morococcus_cerebrosus
52,Murimonas_intestini,Comamonas_aquatica
53,Bacteroides_fragilis,Treponema_porcinum
54,Enterococcus_dispar,Ruminococcus_sp_CAG_488
55,Haemophilus_quentini,Neisseria_mucosa
56,Malassezia_restricta,Oscillibacter_sp_57_20
57,Alistipes_timonensis,Vibrio_cholerae
58,Megasphaera_sp_MJR8396C,Eubacterium_sp_CAG_180
59,Coprobacter_fastidiosus,Prevotella_sp_AM42_24
60,Pseudoramibacter_alactolyticus,Kluyvera_georgiana
61,Butyribacterium_methylotrophicum,Zymomonas_mobilis
62,Enterococcus_asini,Lactococcus_petauri
