,Healthy,Unhealthy
0,Campylobacter_jejuni,Kingella_oralis
1,Methanobrevibacter_woesei,Lactobacillus_oris
2,Corynebacterium_flavescens,Streptococcus_gallolyticus
3,Methanomassiliicoccales_archaeon_RumEn_M1,Selenomonas_sp_oral_taxon_138
4,Methanosphaera_cuniculi,Eikenella_sp_NML130454
5,Bacteroides_pyogenes,Klebsiella_grimontii
6,Staphylococcus_capitis,Bifidobacterium_saeculare
7,Bacillus_megaterium,Peptoniphilus_harei
8,Parabacteroides_chinchillae,Lachnoanaerobaculum_umeaense
9,Bacteroides_fluxus,Kosakonia_radicincitans
10,Coprobacter_sp,Bacillus_aerius
11,Anaerocolumna_aminovalerica,Corynebacterium_vitaeruminis
12,Gardnerella_vaginalis,Campylobacter_coli
13,Dysgonomonas_sp_37_18,Acinetobacter_bereziniae
14,Pyrococcus_yayanosii,Anaerolineaceae_bacterium_oral_taxon_439
15,Carnobacterium_maltaromaticum,Lactobacillus_versmoldensis
16,Pseudoalteromonas_tetraodonis,Leptotrichia_sp_oral_taxon_215
17,Ruminococcus_sp_CAG_579,Lactobacillus_pentosus
18,Prevotella_sp_MGM2,Lactobacillus_pantheris
19,Weissella_halotolerans,Selenomonas_noxia
20,Alkalibacterium_thalassium,Gemmiger_sp_An50
21,Photobacterium_damselae,Methanobacterium_sp_MB1
22,Butyricicoccus_pullicaecorum,Pediococcus_stilesii
23,Enterococcus_devriesei,Shewanella_algae
24,Megasphaera_hexanoica,Cronobacter_sakazakii
25,Acinetobacter_schindleri,Lactobacillus_agilis
26,Comamonas_kerstersii,Acholeplasma_oculi
27,Paenibacillus_polysaccharolyticus,Neisseria_perflava
28,Lachnospiraceae_bacterium_2_1_46FAA,Haemophilus_aegyptius
29,Staphylococcus_equorum,Bifidobacterium_pullorum
30,Phyllobacterium_myrsinacearum,Mesorhizobium_sp_UASWS1009
31,Lactobacillus_parabuchneri,Haemophilus_haemolyticus
32,Barnesiella_viscericola,Kosakonia_cowanii
33,Firmicutes_bacterium_CAG_534,Leptotrichia_wadei
34,Lactobacillus_mindensis,Actinomyces_cardiffensis
35,Bacteroides_caecimuris,Butyricicoccus_porcorum
36,Macrococcus_caseolyticus,Enterococcus_dispar
37,Kluyvera_intestini,Haemophilus_quentini
38,Bacteroides_sp_OM05_12,Malassezia_restricta
39,Acinetobacter_ursingii,Megasphaera_sp_MJR8396C
40,Enhydrobacter_aerosaccus,Pseudoramibacter_alactolyticus
41,Enterococcus_malodoratus,Clostridium_sp_SY8519
42,Acinetobacter_pittii,Porphyromonas_sp_HMSC065F10
43,Lactobacillus_ultunensis,Enterococcus_faecalis
44,Desulfovibrio_fairfieldensis,Clavibacter_michiganensis
45,Moraxella_osloensis,Lachnoclostridium_sp_An196
46,Corynebacterium_variabile,Campylobacter_showae
47,Clostridium_sp_CAG_299,Lactobacillus_curvatus
48,Sneathia_amnii,Mitsuokella_jalaludinii
49,Aerococcus_urinaeequi,Melissococcus_sp_OM08_11BH
50,Enterobacter_soli,Anaerosporobacter_mobilis
51,Pseudomonas_fragi,Trueperella_bernardiae
52,Candidatus_Stoquefichus_sp_KLE1796,Actinomyces_urogenitalis
53,Megasphaera_cerevisiae,Pseudomonas_helleri
54,Bifidobacterium_merycicum,Streptococcus_pneumoniae
55,Pseudomonas_yamanorum,Actinomyces_sp_HPA0247
56,Desulfovibrio_vulgaris,Raoultella_ornithinolytica
57,Phytobacter_ursingii,Methanobacterium_formicicum
58,Bacillus_altitudinis,Lactobacillus_panis
59,Dialister_sp_CAG_357,Cardiobacterium_valvarum
60,Corynebacterium_casei,Prevotella_oralis
61,Meiothermus_silvanus,Citrobacter_braakii
62,Aeromonas_caviae,Entamoeba_histolytica
63,Treponema_porcinum,Streptococcus_sp_HMSC067H01
64,Aspergillus_cristatus,Prevotella_pallens
65,Butyribacterium_methylotrophicum,Peptoniphilus_sp_DNF00840
66,Criibacterium_bergeronii,Lactobacillus_gasseri
67,Klebsiella_quasivariicola,Bavariicoccus_seileri
68,Rahnella_aquatilis,Aggregatibacter_segnis
69,Lactococcus_piscium,Thermus_scotoductus
70,Actinomyces_radicidentis,Eubacterium_infirmum
71,Lactococcus_raffinolactis,Alistipes_sp_CHKCI003
72,Kluyvera_georgiana,Ralstonia_insidiosa
73,Streptococcus_sp_HMSC071D03,Lactobacillus_reuteri
74,Prevotella_sp_CAG_1058,Enterococcus_italicus
75,Leucobacter_komagatae,Eubacterium_nodatum
76,Alcaligenes_faecalis,Prevotella_sp_oral_taxon_306
77,Mycobacterium_avium,Clostridium_ventriculi
78,Bacteroides_pectinophilus,Bifidobacterium_gallinarum
79,Desulfovibrio_sp_MES5,Jonquetella_anthropi
80,Citrobacter_freundii,Lelliottia_jeotgali
81,Prevotella_amnii,Ottowia_sp_oral_taxon_894
82,Corynebacterium_glutamicum,Lachnoclostridium_sp_An14
83,Treponema_berlinense,Vagococcus_lutrae
84,Fusobacterium_necrogenes,Klebsiella_oxytoca
85,Stenotrophomonas_rhizophila,Bifidobacterium_moukalabense
86,Leptotrichia_sp_oral_taxon_847,Streptococcus_sp_HPH0090
87,Actinomyces_meyeri,Mediterranea_sp_An20
88,Leuconostoc_citreum,Robinsoniella_sp_RHS
89,Arcobacter_cryaerophilus,Facklamia_hominis
90,Acetatifactor_muris,Oribacterium_asaccharolyticum
91,Leuconostoc_gelidum,Staphylococcus_sp_NAM3COL9
92,Bacillus_sp_FJAT_27916,Fusobacterium_equinum
93,Terrisporobacter_othiniensis,Mageeibacillus_indolicus
94,Acinetobacter_indicus,Pasteurella_canis
95,Enterococcus_mundtii,Cardiobacterium_hominis
96,Bacteroides_intestinalis,Stomatobaculum_longum
97,Leuconostoc_suionicum,Lactobacillus_frumenti
98,Bacteroides_sp_43_108,Barnesiella_sp_An55
99,Tepidimonas_fonticaldi,Citrobacter_gillenii
100,Leucobacter_sp_7_1,Capnocytophaga_gingivalis
101,Acinetobacter_junii,Treponema_maltophilum
102,Tannerella_sp_oral_taxon_808,Aggregatibacter_sp_oral_taxon_458
103,Flavonifractor_sp_An82,Ochrobactrum_anthropi
104,Staphylococcus_sciuri,Corynebacterium_aurimucosum
105,Vibrio_fluvialis,Treponema_denticola
106,Elizabethkingia_anophelis,Fusobacterium_periodonticum
107,Lactobacillus_crustorum,Helicobacter_pylori
108,Actinomyces_johnsonii,Bacteroides_xylanolyticus
109,Staphylococcus_xylosus,Subdoligranulum_variabile
110,Weissella_cibaria,Slackia_isoflavoniconvertens
111,Rodentibacter_heylii,Tychonema_bourrellyi
112,Roseburia_sp_CAG_303,Atopobium_deltae
113,Stenotrophomonas_maltophilia,Alloprevotella_rava
114,Lactobacillus_algidus,Streptococcus_massiliensis
115,Campylobacter_upsaliensis,Prevotella_sp_CAG_1124
116,Citrobacter_portucalensis,Lactobacillus_senioris
117,Methanosphaera_stadtmanae,Helicobacter_equorum
118,Escherichia_fergusonii,Neisseria_sp_oral_taxon_014
119,Eubacterium_sp_CAG_786,Prevotella_bergensis
120,Kluyvera_cryocrescens,Anaerobiospirillum_thomasii
121,Oenococcus_alcoholitolerans,Propionibacterium_freudenreichii
122,Aerococcus_viridans,Prevotella_multisaccharivorax
123,Pseudomonas_lundensis,Schwartzia_succinivorans
124,Pantoea_brenneri,Bifidobacterium_mongoliense
125,Methanobrevibacter_oralis,Staphylococcus_aureus
126,Clostridium_hiranonis,Paenibacillus_sp_7884_2
127,Neisseria_polysaccharea,Prevotella_buccae
128,Acinetobacter_parvus,Eubacterium_maltosivorans
129,Chryseobacterium_sp_VAUSW3,Streptococcus_sp_oral_taxon_056
130,Brachybacterium_alimentarium,Phascolarctobacterium_sp
131,Pseudoalteromonas_nigrifaciens,Corynebacterium_striatum
132,Enterococcus_phoeniculicola,Lactobacillus_farciminis
133,Lactobacillus_murinus,Comamonas_testosteroni
134,Geobacillus_stearothermophilus,Mycoplasma_hominis
135,Staphylococcus_hominis,Actinomyces_europaeus
136,Bacillus_haynesii,Prevotella_oris
137,Kluyvera_intermedia,Clostridium_neonatale
138,Actinomyces_sp_oral_taxon_448,Anaeroglobus_geminatus
139,Actinobaculum_massiliense,Bacteroides_sp_CAG_927
140,Helicobacter_pullorum,Treponema_sp_OMZ_838
141,Megasphaera_sp_BV3C16_1,Treponema_socranskii
142,Streptococcus_pyogenes,Lactobacillus_nodensis
143,Bacillus_cereus_group,Clostridium_sp_MSTE9
144,Paraburkholderia_tropica,Roseburia_sp_831b
145,Hungatella_effluvii,Lactobacillus_helsingborgensis
146,Streptococcus_equinus,Cellulosilyticum_lentocellum
147,Actinotignum_timonense,Flavobacterium_sp_FEMGT703F
148,Ruminococcus_callidus,Methanosphaera_sp_SHI1033
149,Lactobacillus_otakiensis,Gemella_bergeri
150,Kluyvera_ascorbata,Prevotella_melaninogenica
151,Staphylococcus_pasteuri,Morococcus_cerebrosus
152,Staphylococcus_kloosii,Atopobium_minutum
153,Ruminococcus_sp_CAG_624,Clostridium_scindens
154,Pseudoalteromonas_undina,Bacteroides_sp_An322
155,Leuconostoc_garlicum,Vibrio_cholerae
156,Lactobacillus_gallinarum,Peptoniphilus_duerdenii
157,Ruminococcus_champanellensis,Prevotella_sp_oral_taxon_473
158,Lysinibacillus_sp_B2A1,Aeromonas_allosaccharophila
159,Sodalis_praecaptivus,Lachnoclostridium_sp_An118
160,Pantoea_agglomerans,Lactobacillus_salivarius
161,Pseudomonas_putida_group,Eikenella_corrodens
162,Tyzzerella_sp_An114,Leptotrichia_sp_oral_taxon_498
163,Chlamydia_ibidis,Zymomonas_mobilis
164,,Clostridium_cadaveris
165,,Blautia_coccoides
166,,Desulfotomaculum_ruminis
167,,Cloacibacillus_sp_An23
168,,Prevotella_sp_CAG_617
169,,Bulleidia_extructa
170,,Helicobacter_sp_11_8110
171,,Prevotella_sp_S7_1_8
172,,Peptoniphilus_sp_BV3C26
173,,Alcaligenes_aquatilis
174,,Faecalicoccus_pleomorphus
175,,Methanobrevibacter_arboriphilus
176,,Citrobacter_sp_MGH106
177,,Anaerostipes_sp_992a
178,,Prevotella_sp_P3_122
179,,Prevotella_baroniae
180,,Hafnia_alvei
181,,Corynebacterium_pyruviciproducens
182,,Lactobacillus_vaccinostercus
183,,Lactococcus_plantarum
184,,Dolosigranulum_pigrum
185,,Lactobacillus_kullabergensis
186,,Corynebacterium_urealyticum
187,,Proteus_vulgaris
188,,Streptococcus_sp_oral_taxon_058
189,,Prevotella_veroralis
190,,Proteus_hauseri
191,,Lactobacillus_brevis
192,,Brevibacterium_linens
193,,Streptococcus_macedonicus
194,,Enterococcus_cecorum
195,,Prevotella_sp_CAG_1092
196,,Corynebacterium_matruchotii
197,,Selenomonas_sp_oral_taxon_126
198,,Peptostreptococcus_anaerobius
199,,Candida_albicans
200,,Veillonella_denticariosi
201,,Streptococcus_milleri
202,,Lactobacillus_apis
203,,Streptococcus_sp_HMSC070B10
204,,Neisseria_sicca
205,,Kosakonia_pseudosacchari
206,,Oenococcus_oeni
207,,Lawsonella_clevelandensis
208,,Lachnoclostridium_sp_An181
209,,Prevotella_histicola
210,,Paludisphaera_borealis
211,,Peptoniphilus_asaccharolyticus
212,,Streptococcus_lutetiensis
213,,Giardia_intestinalis
214,,Staphylococcus_simulans
215,,Atopobium_vaginae
216,,Muribaculum_intestinale
217,,Pluralibacter_gergoviae
218,,Treponema_vincentii
219,,Campylobacter_gracilis
220,,Propionibacterium_namnetense
221,,Rikenella_microfusus
222,,Veillonellaceae_bacterium_DNF00626
223,,Oribacterium_sp_oral_taxon_078
224,,Prevotella_denticola
225,,Moraxella_catarrhalis
226,,Pseudoflavonifractor_sp_An184
227,,Lachnoanaerobaculum_saburreum
228,,Lactobacillus_kefiri
229,,Oligella_ureolytica
230,,Dorea_sp_D27
231,,Catenibacterium_mitsuokai
232,,Prevotella_intermedia
233,,Citrobacter_sp_50677481
234,,Veillonella_seminalis
235,,Anaerococcus_tetradius
236,,Bacteroides_sp_CAG_530
237,,Tannerella_sp_oral_taxon_HOT_286
238,,Acidaminococcus_sp_CAG_542
239,,Limnochorda_pilosa
240,,Parvimonas_sp_oral_taxon_110
241,,Clostridioides_difficile
242,,Leptotrichia_sp_oral_taxon_225
243,,Campylobacter_rectus
244,,Tannerella_forsythia
245,,Helicobacter_winghamensis
246,,Firmicutes_bacterium_CAG_791
247,,Olsenella_profusa
248,,Neisseria_subflava
249,,Streptococcus_sp_SK643
250,,Treponema_medium
251,,Eubacterium_coprostanoligenes
252,,Acinetobacter_towneri
253,,Bacteroides_sp_CAG_661
254,,Leuconostoc_carnosum
255,,Paeniclostridium_sordellii
256,,Shuttleworthia_satelles
257,,Peptoniphilus_coxii
258,,Lactobacillus_saerimneri
259,,Anaerococcus_prevotii
260,,Prevotella_oulorum
261,,Terrisporobacter_glycolicus
262,,Weissella_hellenica
263,,Lactobacillus_kitasatonis
264,,Slackia_exigua
265,,Serratia_ureilytica
266,,Cloacibacterium_normanense
267,,Solobacterium_moorei
268,,Peptostreptococcus_stomatis
269,,Peptostreptococcus_sp_MV1
270,,Acidaminococcus_intestini
271,,Leptotrichia_buccalis
272,,Cutibacterium_granulosum
273,,Prevotella_scopos
274,,Prevotella_salivae
275,,Lactobacillus_coryniformis
276,,Neisseria_mucosa
277,,Romboutsia_hominis
278,,Corynebacterium_simulans
279,,Staphylococcus_argenteus
280,,Fusobacterium_hwasookii
281,,Streptococcus_suis
282,,Klebsiella_michiganensis
283,,Varibaculum_cambriense
284,,Lactobacillus_kalixensis
285,,Lactobacillus_paragasseri
286,,Plesiomonas_shigelloides
287,,Campylobacter_curvus
288,,Edwardsiella_tarda
289,,Prevotella_dentalis
290,,Clostridium_baratii
291,,Clostridium_hylemonae
292,,Bacteroides_salanitronis
293,,Enterococcus_gilvus
294,,Fusobacterium_gonidiaformans
295,,Providencia_stuartii
296,,Lactobacillus_johnsonii
297,,Arcobacter_butzleri
298,,Streptococcus_viridans
299,,Porphyromonas_somerae
300,,Selenomonas_sp_oral_taxon_920
301,,Haemophilus_influenzae
302,,Acinetobacter_idrijaensis
303,,Entamoeba_dispar
304,,Candidatus_Methanomethylophilus_sp_1R26
305,,Vibrio_kanaloae
306,,Methylorubrum_populi
307,,Clostridium_cocleatum
308,,Eubacterium_minutum
309,,Catonella_morbi
310,,Streptococcus_parauberis
311,,Chryseobacterium_scophthalmum
312,,Alloprevotella_tannerae
313,,Parvimonas_sp_KA00067
314,,Acidovorax_caeni
315,,Megasphaera_micronuciformis
316,,Romboutsia_lituseburensis
317,,Enterococcus_gallinarum
318,,Leptotrichia_sp_oral_taxon_879
319,,Agitococcus_lubricus
320,,Staphylococcus_warneri
321,,Salmonella_enterica
322,,Weissella_paramesenteroides
323,,Staphylococcus_succinus
324,,Serratia_rubidaea
325,,Comamonas_thiooxydans
326,,Enterococcus_durans
327,,Eikenella_sp_NML02_A_017
328,,Halomonas_boliviensis
329,,Selenomonas_artemidis
330,,Proteus_penneri
331,,Leptotrichia_sp_oral_taxon_212
332,,Corynebacterium_pseudodiphtheriticum
333,,Actinomyces_viscosus
334,,Propionibacterium_acidifaciens
335,,Aeromonas_dhakensis
336,,Lactobacillus_buchneri
337,,Peptoniphilus_lacrimalis
338,,Tropheryma_whipplei
339,,Fusobacterium_nucleatum
