,Healthy,Unhealthy
0,Scardovia_wiggsiae,Campylobacter_jejuni
1,Klebsiella_grimontii,Lactobacillus_oris
2,Brachyspira_sp_CAG_700,Kingella_oralis
3,Bacillus_megaterium,Aeromonas_media
4,Faecalitalea_cylindroides,Atlantibacter_hermannii
5,Bacteroides_fluxus,Cetobacterium_somerae
6,Coprobacter_sp,Selenomonas_sp_FOBRC6
7,Porphyromonas_uenonis,Selenomonas_sp_oral_taxon_138
8,Anaerocolumna_aminovalerica,Eikenella_sp_NML130454
9,Carnobacterium_maltaromaticum,Peptoniphilus_grossensis
10,Anaerofilum_sp_An201,Staphylococcus_capitis
11,Lactobacillus_plantarum,Bifidobacterium_saeculare
12,Hafnia_paralvei,Selenomonas_flueggei
13,Fusobacterium_sp_CAG_439,Peptoniphilus_harei
14,Acinetobacter_schindleri,Gemmiger_sp_An194
15,Bacteroides_sp_CAG_443,Streptococcus_vestibularis
16,Comamonas_kerstersii,Blautia_hydrogenotrophica
17,Paenibacillus_polysaccharolyticus,Parvimonas_sp_oral_taxon_110
18,Firmicutes_bacterium_CAG_83,Clostridioides_difficile
19,Collinsella_massiliensis,Gardnerella_vaginalis
20,Megamonas_rupellensis,Neisseria_sp_oral_taxon_014
21,Lactobacillus_agilis,Leptotrichia_sp_oral_taxon_225
22,Firmicutes_bacterium_CAG_534,Limnochorda_pilosa
23,Acinetobacter_ursingii,Helicobacter_equorum
24,Cronobacter_malonaticus,Campylobacter_rectus
25,Enterobacter_soli,Dialister_pneumosintes
26,Pseudomonas_fragi,Helicobacter_winghamensis
27,Actinomyces_cardiffensis,Campylobacter_coli
28,Lactobacillus_ruminis,Megamonas_funiformis_CAG_377
29,Enterococcus_dispar,Streptococcus_infantarius
30,Malassezia_restricta,Prevotella_multisaccharivorax
31,Alistipes_timonensis,Prevotella_timonensis
32,Megasphaera_sp_MJR8396C,Lactobacillus_iners
33,Pseudoramibacter_alactolyticus,Neisseria_subflava
34,Treponema_porcinum,Streptococcus_mutans
35,Clostridium_sp_SY8519,Streptococcus_peroris
36,Butyribacterium_methylotrophicum,Lactobacillus_versmoldensis
37,Enterococcus_asini,Megamonas_funiformis
38,Porphyromonas_sp_HMSC065F10,Weissella_viridescens
39,Ruminococcus_sp_CAG_488,Leptotrichia_sp_oral_taxon_215
40,Pseudocitrobacter_faecalis,Lactobacillus_pentosus
41,Mitsuokella_jalaludinii,Lachnospiraceae_bacterium_oral_taxon_096
42,Lachnoclostridium_sp_An298,Selenomonas_noxia
43,Abiotrophia_sp_HMSC24B09,Clostridium_perfringens
44,Lactococcus_raffinolactis,Gemmiger_sp_An50
45,Prevotella_sp_CAG_1058,Prevotella_buccae
46,Bifidobacterium_breve,Fusobacterium_mortiferum
47,Clostridium_sp_CAG_411,Fusobacterium_sp_oral_taxon_370
48,Parabacteroides_sp_426_9,Campylobacter_mucosalis
49,Eubacterium_callanderi,Shewanella_algae
50,Corynebacterium_durum,Staphylococcus_equorum
51,Actinomyces_sp_HPA0247,Bacteroides_sp_CAG_661
52,Corynebacterium_glutamicum,Phyllobacterium_myrsinacearum
53,Leuconostoc_pseudomesenteroides,Leuconostoc_carnosum
54,Actinomyces_meyeri,Bacteroides_oleiciplenus
55,Leuconostoc_gelidum,Barnesiella_viscericola
56,Mycoplasma_bovis,Mycoplasma_hominis
57,Bacillus_sp_FJAT_27916,Lachnoclostridium_sp_An169
58,Eubacterium_brachy,Lactobacillus_crispatus
59,Thermus_scotoductus,Prevotella_oris
60,Eubacterium_infirmum,Paeniclostridium_sordellii
61,Actinobaculum_sp_oral_taxon_183,Shuttleworthia_satelles
62,Acinetobacter_indicus,Acholeplasma_oculi
63,Actinomyces_odontolyticus,Clostridium_neonatale
64,Acinetobacter_junii,Erysipelothrix_larvae
65,Tannerella_sp_oral_taxon_808,Neisseria_perflava
66,Eubacterium_nodatum,Anaeroglobus_geminatus
67,Parascardovia_denticolens,Bacteroides_sp_CAG_927
68,Actinomyces_johnsonii,Peptoniphilus_coxii
69,Prevotella_corporis,Blautia_sp_N6H1_15
70,Stenotrophomonas_maltophilia,Haemophilus_aegyptius
71,Holdemanella_biformis,Prevotella_oulorum
72,Brachyspira_pilosicoli,Lactobacillus_nodensis
73,Odoribacter_laneus,Bifidobacterium_pullorum
74,Escherichia_fergusonii,Haemophilus_parahaemolyticus
75,Oribacterium_asaccharolyticum,Lactobacillus_helsingborgensis
76,Clostridium_sp_CAG_167,Lactobacillus_ingluviei
77,Geobacillus_stearothermophilus,Haemophilus_haemolyticus
78,Firmicutes_bacterium_CAG_170,Prevotella_sp_F0091
79,Eisenbergiella_tayi,Aerococcus_urinaeequi
80,Alistipes_indistinctus,Slackia_exigua
81,Citrobacter_gillenii,Sneathia_amnii
82,Treponema_maltophilum,Leptotrichia_wadei
83,Streptococcus_pyogenes,Veillonella_sp_CAG_933
84,Prevotella_sp_CAG_755,Aeriscardovia_aeriphila
85,Streptococcus_massiliensis,Aggregatibacter_aphrophilus
86,Tyzzerella_sp_An114,Gemella_bergeri
87,Phascolarctobacterium_succinatutens,Peptostreptococcus_stomatis
88,Sellimonas_intestinalis,Peptostreptococcus_sp_MV1
89,Prevotella_sp_CAG_1124,Haemophilus_quentini
90,Butyrivibrio_crossotus,Prevotella_jejuni
91,Pseudoalteromonas_tetraodonis,Veillonella_rogosae
92,Anaerobiospirillum_thomasii,Prevotella_melaninogenica
93,Klebsiella_aerogenes,Leptotrichia_buccalis
94,Enterococcus_devriesei,Aeromonas_caviae
95,Megasphaera_hexanoica,Morococcus_cerebrosus
96,Streptococcus_sp_oral_taxon_056,Streptococcus_sp_NLAE_zl_C503
97,Lachnospiraceae_bacterium_2_1_46FAA,Prevotella_scopos
98,Lactobacillus_farciminis,Clostridium_celatum
99,Lactobacillus_parabuchneri,Prevotella_salivae
100,Granulicatella_adiacens,Lactobacillus_coryniformis
101,Dysgonomonas_gadei,Klebsiella_quasivariicola
102,Bacteroides_sp_OM05_12,Lachnoclostridium_sp_An196
103,Enhydrobacter_aerosaccus,Neisseria_mucosa
104,Rhodococcus_qingshengii,Romboutsia_hominis
105,Roseburia_sp_831b,Haemophilus_sputorum
106,Megasphaera_cerevisiae,Campylobacter_showae
107,Bifidobacterium_merycicum,Staphylococcus_gallinarum
108,Methanosphaera_sp_SHI1033,Lactobacillus_curvatus
109,Desulfovibrio_vulgaris,Peptoniphilus_duerdenii
110,Bacillus_altitudinis,Aeromonas_allosaccharophila
111,Desulfovibrionaceae_bacterium,Lachnoclostridium_sp_An118
112,Atopobium_minutum,Lactobacillus_salivarius
113,Prevotella_sp_oral_taxon_473,Firmicutes_bacterium_CAG_424
114,Pediococcus_pentosaceus,Eikenella_corrodens
