,Healthy,Unhealthy
0,Scardovia_wiggsiae,Bacteroides_faecis
1,Streptococcus_gallolyticus,Lactobacillus_oris
2,Klebsiella_grimontii,Aeromonas_media
3,Brachyspira_sp_CAG_700,Atlantibacter_hermannii
4,Bacillus_megaterium,Cetobacterium_somerae
5,Bacteroides_fluxus,Selenomonas_sp_FOBRC6
6,Coprobacter_sp,Selenomonas_sp_oral_taxon_138
7,Lachnoanaerobaculum_umeaense,Eikenella_sp_NML130454
8,Porphyromonas_uenonis,Bacteroides_pyogenes
9,Serratia_liquefaciens,Peptoniphilus_grossensis
10,Carnobacterium_maltaromaticum,Acinetobacter_johnsonii
11,Gemella_sanguinis,Tannerella_sp_oral_taxon_HOT_286
12,Anaerofilum_sp_An201,Clostridium_sp_CAG_678
13,Weissella_halotolerans,Bifidobacterium_saeculare
14,Alkalibacterium_thalassium,Peptoniphilus_harei
15,Clostridium_methylpentosum,Gemmiger_sp_An194
16,Lactobacillus_plantarum,Blautia_hydrogenotrophica
17,Hafnia_paralvei,Limnochorda_pilosa
18,Fusobacterium_sp_CAG_439,Parvimonas_sp_oral_taxon_110
19,Rothia_aeria,Clostridioides_difficile
20,Comamonas_kerstersii,Gardnerella_vaginalis
21,Lactobacillus_amylovorus,Neisseria_sp_oral_taxon_014
22,Collinsella_massiliensis,Leptotrichia_sp_oral_taxon_225
23,Megamonas_rupellensis,Helicobacter_equorum
24,Lactobacillus_agilis,Campylobacter_rectus
25,Firmicutes_bacterium_CAG_534,Kosakonia_radicincitans
26,Acinetobacter_ursingii,Tannerella_forsythia
27,Cronobacter_malonaticus,Dialister_pneumosintes
28,Enterobacter_soli,Campylobacter_coli
29,Pseudomonas_fragi,Megamonas_funiformis_CAG_377
30,Actinomyces_cardiffensis,Streptococcus_infantarius
31,Murimonas_intestini,Prevotella_multisaccharivorax
32,Enterococcus_dispar,Lactobacillus_iners
33,Malassezia_restricta,Neisseria_subflava
34,Alistipes_timonensis,Streptococcus_mutans
35,Megasphaera_sp_MJR8396C,Streptococcus_peroris
36,Treponema_porcinum,Lactobacillus_versmoldensis
37,Clostridium_sp_SY8519,Leptotrichia_sp_oral_taxon_215
38,Butyribacterium_methylotrophicum,Weissella_viridescens
39,Enterococcus_asini,Lactobacillus_pentosus
40,Porphyromonas_sp_HMSC065F10,Staphylococcus_aureus
41,Ruminococcus_sp_CAG_488,Escherichia_albertii
42,Rothia_dentocariosa,Lachnospiraceae_bacterium_oral_taxon_096
43,Pseudocitrobacter_faecalis,Selenomonas_noxia
44,Mitsuokella_jalaludinii,Clostridium_perfringens
45,Abiotrophia_sp_HMSC24B09,Gemmiger_sp_An50
46,Lactococcus_raffinolactis,Prevotella_buccae
47,Prevotella_sp_CAG_1058,Fusobacterium_sp_oral_taxon_370
48,Bifidobacterium_breve,Campylobacter_mucosalis
49,Clostridium_sp_CAG_411,Bifidobacterium_kashiwanohense
50,Parabacteroides_sp_426_9,Cronobacter_sakazakii
51,Eubacterium_callanderi,Bacteroides_sp_CAG_661
52,Corynebacterium_durum,Leuconostoc_carnosum
53,Leuconostoc_pseudomesenteroides,Bacteroides_oleiciplenus
54,Leuconostoc_gelidum,Phyllobacterium_myrsinacearum
55,Mycoplasma_bovis,Mycoplasma_hominis
56,Bacillus_sp_FJAT_27916,Lachnoclostridium_sp_An169
57,Eubacterium_brachy,Lactobacillus_crispatus
58,Thermus_scotoductus,Prevotella_oris
59,Eubacterium_infirmum,Paeniclostridium_sordellii
60,Actinobaculum_sp_oral_taxon_183,Shuttleworthia_satelles
61,Actinomyces_odontolyticus,Macrococcus_caseolyticus
62,Acinetobacter_junii,Clostridium_neonatale
63,Carnobacterium_divergens,Ruminococcus_obeum_CAG_39
64,Eubacterium_nodatum,Neisseria_perflava
65,Parascardovia_denticolens,Anaeroglobus_geminatus
66,Actinomyces_johnsonii,Bacteroides_sp_CAG_927
67,Stenotrophomonas_maltophilia,Lactobacillus_saerimneri
68,Holdemanella_biformis,Peptoniphilus_coxii
69,Brachyspira_pilosicoli,Haemophilus_aegyptius
70,Odoribacter_laneus,Prevotella_oulorum
71,Escherichia_fergusonii,Treponema_socranskii
72,Lawsonibacter_asaccharolyticus,Lactobacillus_nodensis
73,Oribacterium_asaccharolyticum,Bifidobacterium_pullorum
74,Porphyromonas_asaccharolytica,Haemophilus_parahaemolyticus
75,Clostridium_sp_CAG_167,Lactobacillus_helsingborgensis
76,Geobacillus_stearothermophilus,Lactobacillus_ingluviei
77,Firmicutes_bacterium_CAG_170,Haemophilus_haemolyticus
78,Eisenbergiella_tayi,Prevotella_sp_F0091
79,Bacteroides_sp_CAG_598,Sneathia_amnii
80,Alistipes_indistinctus,Leptotrichia_wadei
81,Citrobacter_gillenii,Veillonella_sp_CAG_933
82,Streptococcus_pyogenes,Aggregatibacter_aphrophilus
83,Lactobacillus_otakiensis,Peptostreptococcus_sp_MV1
84,Prevotella_sp_CAG_755,Haemophilus_quentini
85,Atopobium_deltae,Prevotella_jejuni
86,Streptococcus_massiliensis,Veillonella_rogosae
87,Tyzzerella_sp_An114,Prevotella_melaninogenica
88,Campylobacter_jejuni,Aeromonas_caviae
89,Phascolarctobacterium_succinatutens,Lactobacillus_sakei
90,Sellimonas_intestinalis,Morococcus_cerebrosus
91,Prevotella_sp_CAG_1124,Prevotella_scopos
92,Staphylococcus_capitis,Clostridium_celatum
93,Butyrivibrio_crossotus,Prevotella_salivae
94,Pseudoalteromonas_tetraodonis,Lactobacillus_coryniformis
95,Anaerobiospirillum_thomasii,Klebsiella_quasivariicola
96,Fusobacterium_varium,Lachnoclostridium_sp_An196
97,Enterococcus_devriesei,Neisseria_mucosa
98,Megasphaera_hexanoica,Romboutsia_hominis
99,Eubacterium_maltosivorans,Haemophilus_sputorum
100,Streptococcus_sp_oral_taxon_056,Campylobacter_showae
101,Lachnospiraceae_bacterium_2_1_46FAA,Staphylococcus_gallinarum
102,Lactobacillus_farciminis,Lactobacillus_curvatus
103,Lactobacillus_parabuchneri,Peptoniphilus_duerdenii
104,Granulicatella_adiacens,Prevotella_sp_oral_taxon_376
105,Dysgonomonas_gadei,Aeromonas_allosaccharophila
