,Healthy,Unhealthy
0,Scardovia_wiggsiae,Pedobacter_himalayensis
1,Streptococcus_gallolyticus,Lactobacillus_oris
2,Klebsiella_grimontii,Atlantibacter_hermannii
3,Eikenella_sp_NML130454,Marvinbryantia_formatexigens
4,Bacteroides_pyogenes,Bifidobacterium_saeculare
5,Brachyspira_sp_CAG_700,Lactobacillus_paraplantarum
6,Porphyromonas_endodontalis,Veillonella_criceti
7,Coprobacter_sp,Bacteroidales_bacterium_KA00251
8,Porphyromonas_uenonis,Acidaminococcus_sp_CAG_542
9,Bacillus_aerius,Lachnoanaerobaculum_umeaense
10,Anaerocolumna_aminovalerica,Tissierellia_bacterium_KA00581
11,Serratia_liquefaciens,Propionibacterium_freudenreichii
12,Carnobacterium_maltaromaticum,Prevotella_multisaccharivorax
13,Bacillus_stratosphericus,Streptococcus_sp_SK643
14,Gemella_sanguinis,Lactobacillus_plantarum
15,Anaerofilum_sp_An201,Dickeya_fangzhongdai
16,Streptococcus_infantis,Lactobacillus_pantheris
17,Prevotella_sp_MGM2,Fusobacterium_sp_CAG_439
18,Weissella_halotolerans,Bacteroides_sp_CAG_443
19,Butyricicoccus_pullicaecorum,Eubacterium_maltosivorans
20,Lactobacillus_versmoldensis,Lactobacillus_amylovorus
21,Lactobacillus_pentosus,Acidaminococcus_fermentans
22,Selenomonas_noxia,Phascolarctobacterium_sp
23,Gemmiger_sp_An50,Collinsella_massiliensis
24,Acinetobacter_schindleri,Lactobacillus_antri
25,Rothia_aeria,Lactobacillus_farciminis
26,Comamonas_kerstersii,Pseudoflavonifractor_sp_An85
27,Paenibacillus_polysaccharolyticus,Bacteroides_sp_CAG_661
28,Shewanella_algae,Leuconostoc_carnosum
29,Megamonas_rupellensis,Pyramidobacter_sp_C12_8
30,Staphylococcus_equorum,Lactobacillus_agilis
31,Cronobacter_sakazakii,Firmicutes_bacterium_CAG_555
32,Barnesiella_viscericola,Prevotella_oris
33,Firmicutes_bacterium_CAG_534,Paeniclostridium_sordellii
34,Kluyvera_intestini,Peptoniphilus_coxii
35,Neisseria_perflava,Bacteroides_sp_CAG_927
36,Acinetobacter_ursingii,Lactobacillus_saerimneri
37,Cronobacter_malonaticus,Prevotella_sp_CAG_873
38,Kosakonia_cowanii,Anaerococcus_prevotii
39,Leptotrichia_wadei,Lachnoclostridium_phytofermentans
40,Enterobacter_soli,Lactobacillus_dextrinicus
