,Healthy,Unhealthy
0,Ruminococcus_champanellensis,Providencia_alcalifaciens
1,Streptococcus_sp_M334,Bacteroides_pectinophilus
2,Prevotella_sp_CAG_1058,Bacteroides_salyersiae
3,Centipeda_periodontii,Pseudomonas_lundensis
4,Streptococcus_sanguinis,Citrobacter_pasteurii
5,Prevotella_buccae,Candidatus_Methanomassiliicoccus_intestinalis
6,Aggregatibacter_aphrophilus,Megamonas_funiformis
7,Pseudomonas_fragi,Cloacibacterium_normanense
8,Aeromonas_allosaccharophila,Monoglobus_pectinilyticus
9,Streptococcus_sp_oral_taxon_056,Bacteroides_stercoris
10,Staphylococcus_equorum,Bacteroides_cellulosilyticus
11,Clostridium_perfringens,Coprobacter_fastidiosus
12,Methanosphaera_stadtmanae,Bacteroides_eggerthii
13,Neisseria_flavescens,Prevotella_sp_CAG_924
14,Streptococcus_vestibularis,Coprobacter_sp
15,Peptoniphilus_sp_HMSC062D09,Prevotella_sp_CAG_617
16,Cronobacter_malonaticus,Prevotella_stercorea
17,Fusobacterium_naviforme,Ruminococcus_bicirculans
18,Marvinbryantia_formatexigens,Eubacterium_sp_CAG_180
19,Corynebacterium_glutamicum,Lactobacillus_harbinensis
20,Parabacteroides_gordonii,Alistipes_sp_An31A
21,Bacteroides_heparinolyticus,Prevotella_sp_CAG_1031
22,Proteus_mirabilis,Alistipes_shahii
23,Fusobacterium_sp_oral_taxon_370,Anaerotruncus_colihominis
24,Actinomyces_oris,Ruminococcus_sp_CAG_403
25,Campylobacter_concisus,Bifidobacterium_pseudocatenulatum
26,Peptoniphilus_harei,Leuconostoc_lactis
27,Aggregatibacter_sp_oral_taxon_458,Melissococcus_sp_OM08_11BH
28,Klebsiella_aerogenes,Lactobacillus_pontis
29,Streptococcus_peroris,Bacteroides_massiliensis
30,Streptococcus_gordonii,Oscillibacter_sp_PC13
31,Bifidobacterium_pullorum,Varibaculum_cambriense
32,Bifidobacterium_catenulatum,Lactococcus_raffinolactis
33,Streptococcus_macedonicus,Anaerotruncus_sp_CAG_528
34,Blautia_sp_An249,Dialister_invisus
35,Atopobium_rimae,Lachnospira_pectinoschiza
36,Macrococcus_caseolyticus,Campylobacter_hominis
37,Eubacterium_nodatum,Proteobacteria_bacterium_CAG_139
38,Pseudomonas_fluorescens_group,Lactobacillus_iners
39,Paraclostridium_bifermentans,Bacteroides_faecis_CAG_32
40,Campylobacter_jejuni,Bacteroides_sp_CAG_633
41,Actinomyces_sp_HMSC035G02,Phascolarctobacterium_faecium
42,Aeriscardovia_aeriphila,Megamonas_hypermegale
43,Methanosphaera_sp_SHI1033,Bacteroides_faecis
44,Prevotella_sp_oral_taxon_306,Clostridium_sp_chh4_2
45,Absiella_dolichum,Dialister_succinatiphilus
46,Staphylococcus_sciuri,Butyrivibrio_sp_CAG_318
47,Faecalicatena_orotica,Streptococcus_suis
48,Streptococcus_sp_F0442,Escherichia_albertii
49,Morganella_morganii,Lactobacillus_agilis
50,Rothia_mucilaginosa,Oscillibacter_sp_57_20
51,Sporanaerobacter_sp_PP17_6a,Veillonellaceae_bacterium_DNF00626
52,Streptococcus_equinus,Alkaliphilus_oremlandii
53,Campylobacter_ureolyticus,Cronobacter_sakazakii
54,Prevotella_sp_CAG_485,Desulfovibrio_sp_An276
55,Streptococcus_australis,Bacteroidales_bacterium_KA00251
56,Citrobacter_freundii,Prevotella_sp_CAG_5226
57,Pediococcus_acidilactici,Escherichia_marmotae
58,Anaeroglobus_geminatus,Parabacteroides_merdae
59,Phyllobacterium_myrsinacearum,Bacillus_coagulans
60,Prevotella_sp_CAG_873,Parabacteroides_johnsonii
61,Streptococcus_sp_HMSC034E03,Megamonas_funiformis_CAG_377
62,Stomatobaculum_longum,Lactobacillus_animalis
63,Staphylococcus_capitis,Citrobacter_braakii
64,Cutibacterium_acnes,Bacteroides_plebeius
65,Oribacterium_asaccharolyticum,Lactobacillus_acidophilus
66,Bacteroides_sp_43_108,Muribaculum_intestinale
67,Enterococcus_gilvus,Clostridium_lavalense
68,Lactococcus_garvieae,Bacteroides_faecichinchillae
69,Malassezia_restricta,Firmicutes_bacterium_CAG_424
70,Faecalicoccus_pleomorphus,Dorea_sp_CAG_317
71,Fusobacterium_necrophorum,Lactobacillus_kefiranofaciens
72,Veillonella_denticariosi,Lactobacillus_ruminis
73,Alloscardovia_omnicolens,Citrobacter_gillenii
74,Gemella_bergeri,Parasutterella_excrementihominis
75,Candidatus_Stoquefichus_sp_KLE1796,Bacillus_cereus_group
76,Streptococcus_agalactiae,Dielma_fastidiosa
77,Bifidobacterium_kashiwanohense,Alistipes_onderdonkii
78,Pseudomonas_aeruginosa_group,Prevotella_sp_CAG_891
