,Healthy,Unhealthy
0,Streptococcus_gallolyticus,Lactobacillus_oris
1,Bacteroides_pyogenes,Lactobacillus_acidipiscis
2,Bacillus_megaterium,Methanobrevibacter_woesei
3,Porphyromonas_endodontalis,Atlantibacter_hermannii
4,Coprobacter_sp,Kosakonia_sacchari
5,Lachnoanaerobaculum_umeaense,Prevotella_sp_CAG_1124
6,Porphyromonas_uenonis,Lactobacillus_senioris
7,Carnobacterium_maltaromaticum,Bifidobacterium_saeculare
8,Anaerofilum_sp_An201,Pseudopropionibacterium_propionicum
9,Weissella_halotolerans,Peptoniphilus_harei
10,Alkalibacterium_thalassium,Bacteroidales_bacterium_KA00251
11,Butyricicoccus_pullicaecorum,Acidaminococcus_sp_CAG_542
12,Lactobacillus_plantarum,Clostridioides_difficile
13,Hafnia_paralvei,Megamonas_funiformis_CAG_377
14,Fusobacterium_sp_CAG_439,Anaerolineaceae_bacterium_oral_taxon_439
15,Blautia_sp_CAG_257,Streptococcus_peroris
16,Acinetobacter_schindleri,Megamonas_funiformis
17,Comamonas_kerstersii,Fusobacterium_varium
18,Paenibacillus_polysaccharolyticus,Megasphaera_hexanoica
19,Staphylococcus_equorum,Clostridium_perfringens
20,Firmicutes_bacterium_CAG_534,Gemmiger_sp_An50
21,Neisseria_perflava,Fusobacterium_mortiferum
22,Acinetobacter_ursingii,Lactobacillus_amylovorus
23,Blautia_sp_N6H1_15,Acidaminococcus_fermentans
24,Haemophilus_haemolyticus,Pediococcus_stilesii
25,Enterobacter_soli,Collinsella_massiliensis
26,Pseudomonas_fragi,Cronobacter_sakazakii
27,Veillonella_sp_CAG_933,Bacteroides_sp_CAG_661
28,Aeriscardovia_aeriphila,Leuconostoc_carnosum
29,Murimonas_intestini,Barnesiella_viscericola
30,Enterococcus_dispar,Pyramidobacter_sp_C12_8
31,Megasphaera_sp_MJR8396C,Lactobacillus_agilis
32,Treponema_porcinum,Lactobacillus_crispatus
33,Butyribacterium_methylotrophicum,Bacteroides_caecimuris
34,Enterococcus_asini,Paeniclostridium_sordellii
35,Porphyromonas_sp_HMSC065F10,Bacteroides_sp_OM05_12
36,Firmicutes_bacterium_CAG_646,Erysipelothrix_larvae
37,Rothia_dentocariosa,Gemmiger_sp_An120
38,Staphylococcus_gallinarum,Peptoniphilus_coxii
39,Lactobacillus_curvatus,Bacteroides_sp_CAG_927
40,Lachnoclostridium_sp_An298,Lactobacillus_saerimneri
41,Bifidobacterium_breve,Terrisporobacter_glycolicus
42,Corynebacterium_glutamicum,Bifidobacterium_pullorum
43,Actinomyces_sp_HPA0247,Cronobacter_malonaticus
44,Leuconostoc_pseudomesenteroides,Kosakonia_cowanii
45,Prevotella_oralis,Cellulosilyticum_lentocellum
46,Citrobacter_braakii,Sneathia_amnii
47,Streptococcus_sp_HMSC067H01,Megasphaera_elsdenii
48,Bifidobacterium_bifidum,Negativicoccus_succinicivorans
49,Prevotella_pallens,Lactobacillus_ruminis
50,Leuconostoc_gelidum,Methanosphaera_sp_SHI1033
51,Mycoplasma_bovis,Haemophilus_quentini
52,Aggregatibacter_segnis,Alistipes_timonensis
53,Eubacterium_brachy,Pseudoramibacter_alactolyticus
54,Bacillus_sp_FJAT_27916,Streptococcus_sp_NLAE_zl_C503
55,Thermus_scotoductus,Bacteroides_sp_An322
56,Acinetobacter_indicus,Megamonas_hypermegale
57,Lactobacillus_reuteri,Bacteroides_faecichinchillae
58,Actinomyces_odontolyticus,Lachnoclostridium_sp_An196
59,Acinetobacter_junii,Pseudocitrobacter_faecalis
60,Enterococcus_italicus,Prevotella_sp_oral_taxon_376
61,Tannerella_sp_oral_taxon_808,Lactobacillus_salivarius
62,Eubacterium_nodatum,Bacteroides_sp_CAG_633
63,Actinomyces_johnsonii,Prevotella_sp_CAG_1058
64,Prevotella_sp_oral_taxon_306,Veillonella_tobetsuensis
65,Clostridium_ventriculi,Parabacteroides_sp_426_9
66,Stenotrophomonas_maltophilia,Actinomyces_urogenitalis
67,Brachyspira_pilosicoli,Prevotella_sp_CAG_617
68,Lachnoclostridium_sp_An14,Pseudomonas_helleri
69,Odoribacter_laneus,Klebsiella_michiganensis
70,Escherichia_fergusonii,Streptococcus_pneumoniae
71,Oribacterium_asaccharolyticum,Sutterella_parvirubra
72,Porphyromonas_asaccharolytica,Lactobacillus_panis
73,Fusobacterium_equinum,Plesiomonas_shigelloides
74,Mageeibacillus_indolicus,Klebsiella_variicola_CAG_634
75,Geobacillus_stearothermophilus,Cardiobacterium_valvarum
76,Leuconostoc_lactis,Lactobacillus_fermentum
77,Citrobacter_gillenii,Faecalicoccus_pleomorphus
78,Treponema_maltophilum,Citrobacter_sp_MGH106
79,Streptococcus_pyogenes,Bacteroides_salanitronis
80,Aggregatibacter_sp_oral_taxon_458,Prevotella_sp_P3_122
81,Roseburia_sp_CAG_471,Clostridium_sp_7_2_43FAA
82,Fusobacterium_periodonticum,Hafnia_alvei
83,Neisseria_macacae,Prevotella_colorans
84,Streptococcus_massiliensis,Bacteroidetes_bacterium_oral_taxon_272
85,Tyzzerella_sp_An114,Actinobaculum_sp_oral_taxon_183
86,Campylobacter_jejuni,Lactobacillus_johnsonii
87,Aeromonas_media,Alistipes_sp_CHKCI003
88,Acinetobacter_johnsonii,Prevotella_sp_CAG_1320
89,Butyrivibrio_crossotus,Streptococcus_viridans
90,Gardnerella_vaginalis,Serratia_ficaria
91,Pseudoalteromonas_tetraodonis,Succinatimonas_hippei
92,Streptococcus_sobrinus,Dialister_succinatiphilus
93,Propionibacterium_freudenreichii,Staphylococcus_epidermidis
94,Prevotella_multisaccharivorax,Prevotella_corporis
95,Enterococcus_faecium,Candidatus_Methanomethylophilus_sp_1R26
96,Enterococcus_devriesei,Lautropia_mirabilis
97,Staphylococcus_aureus,Bifidobacterium_gallinarum
98,Prevotella_buccae,Enterococcus_cecorum
99,Eubacterium_maltosivorans,Prevotella_sp_CAG_924
100,Massiliomicrobiota_timonensis,Clostridium_cocleatum
101,Streptococcus_sp_oral_taxon_056,Eubacterium_minutum
102,Lactobacillus_farciminis,Streptococcus_parauberis
103,Bifidobacterium_kashiwanohense,Citrobacter_werkmanii
104,Lactobacillus_parabuchneri,Klebsiella_oxytoca
105,Dysgonomonas_gadei,Streptococcus_milleri
106,Clostridium_neonatale,Streptococcus_sp_HMSC070B10
107,Enhydrobacter_aerosaccus,Megasphaera_stantonii
108,Lactobacillus_ultunensis,Eubacterium_sp_OM08_24
109,Clostridium_sp_MSTE9,Eubacterium_pyruvativorans
110,Rhodococcus_qingshengii,Streptococcus_sp_HPH0090
111,Roseburia_sp_831b,Kosakonia_sp_S29
