,Healthy,Unhealthy
0,Bacteroides_salyersiae,Campylobacter_jejuni
1,Lactobacillus_oris,Phascolarctobacterium_succinatutens
2,Scardovia_wiggsiae,Eubacterium_sp_CAG_251
3,Eikenella_sp_NML130454,Bacteroides_sp_CAG_530
4,Bacteroides_pyogenes,Clostridium_sp_CAG_632
5,Faecalitalea_cylindroides,Streptococcus_gallolyticus
6,Bacteroides_fluxus,Cetobacterium_somerae
7,Bifidobacterium_saeculare,Pseudomonas_fluorescens_group
8,Peptoniphilus_harei,Treponema_succinifaciens
9,Lachnoanaerobaculum_umeaense,Acinetobacter_johnsonii
10,Porphyromonas_uenonis,Brachyspira_sp_CAG_700
11,Coprobacter_sp,Actinomyces_georgiae
12,Porphyromonas_endodontalis,Staphylococcus_capitis
13,Anaerocolumna_aminovalerica,Butyrivibrio_crossotus
14,Serratia_liquefaciens,Pseudopropionibacterium_propionicum
15,Streptococcus_salivarius,Coprococcus_eutactus
16,Carnobacterium_maltaromaticum,Anaerobiospirillum_thomasii
17,Gemella_sanguinis,Ruminococcus_sp_CAG_579
18,Anaerofilum_sp_An201,Campylobacter_coli
19,Streptococcus_infantis,Streptococcus_infantarius
20,Parasutterella_excrementihominis,Firmicutes_bacterium_CAG_791
21,Alkalibacterium_thalassium,Acinetobacter_bereziniae
22,Butyricicoccus_pullicaecorum,Neisseria_subflava
23,Clostridium_methylpentosum,Firmicutes_bacterium_CAG_110
24,Lactobacillus_plantarum,Lactobacillus_pentosus
25,Anaerostipes_hadrus,Escherichia_albertii
26,Clostridium_saccharolyticum,Acinetobacter_schindleri
27,Hafnia_paralvei,Comamonas_kerstersii
28,Fusobacterium_sp_CAG_439,Eubacterium_coprostanoligenes
29,Blautia_sp_CAG_257,Shewanella_algae
30,Selenomonas_noxia,Clostridium_sp_CAG_253
31,Rothia_aeria,Comamonas_testosteroni
32,Bacteroides_sp_CAG_443,Lactobacillus_agilis
33,Lactobacillus_amylovorus,Firmicutes_bacterium_CAG_534
34,Paenibacillus_polysaccharolyticus,Firmicutes_bacterium_CAG_238
35,Megamonas_rupellensis,Blastocystis_sp_subtype_1
36,Staphylococcus_equorum,Butyrivibrio_sp_CAG_318
37,Cronobacter_sakazakii,Paeniclostridium_sordellii
38,Bacteroides_sp_CAG_462,Ruminococcus_obeum_CAG_39
39,Neisseria_perflava,Acinetobacter_ursingii
40,Blautia_sp_N6H1_15,Prevotella_sp_CAG_873
41,Parabacteroides_johnsonii,Prevotella_sp_CAG_5226
42,Clostridium_citroniae,Mesorhizobium_sp_UASWS1009
43,Intestinibacter_bartlettii,Lactobacillus_animalis
44,Bifidobacterium_pullorum,Rhodococcus_qingshengii
45,Olsenella_scatoligenes,Roseburia_sp_831b
46,Leptotrichia_wadei,Cronobacter_malonaticus
47,Enterobacter_soli,Firmicutes_bacterium_CAG_95
48,Pseudomonas_fragi,Bifidobacterium_merycicum
49,Hungatella_hathewayi,Pseudomonas_yamanorum
50,Eubacterium_ramulus,Lactobacillus_ruminis
51,Aeriscardovia_aeriphila,Candidatus_Gastranaerophilales_bacterium_HUM_9
52,Murimonas_intestini,Aeromonas_caviae
53,Bacteroides_fragilis,Morococcus_cerebrosus
54,Enterococcus_dispar,Comamonas_aquatica
55,Malassezia_restricta,Ruminococcus_sp_CAG_488
56,Alistipes_timonensis,Neisseria_mucosa
57,Megasphaera_sp_MJR8396C,Oscillibacter_sp_57_20
58,Coprobacter_fastidiosus,Vibrio_cholerae
59,Pseudoramibacter_alactolyticus,Eubacterium_sp_CAG_180
60,Butyribacterium_methylotrophicum,Prevotella_sp_AM42_24
61,Enterococcus_asini,Kluyvera_georgiana
62,Porphyromonas_sp_HMSC065F10,Zymomonas_mobilis
63,Streptococcus_pseudopneumoniae,Lactococcus_petauri
