,Healthy,Unhealthy
0,Bacteroides_salyersiae,Campylobacter_jejuni
1,Scardovia_wiggsiae,Phascolarctobacterium_succinatutens
2,Eikenella_sp_NML130454,Eubacterium_sp_CAG_251
3,Bacteroides_pyogenes,Bacteroides_sp_CAG_530
4,Faecalitalea_cylindroides,Clostridium_sp_CAG_632
5,Bacteroides_fluxus,Streptococcus_gallolyticus
6,Bifidobacterium_saeculare,Cetobacterium_somerae
7,Peptoniphilus_harei,Pseudomonas_fluorescens_group
8,Lachnoanaerobaculum_umeaense,Treponema_succinifaciens
9,Porphyromonas_uenonis,Acinetobacter_johnsonii
10,Coprobacter_sp,Brachyspira_sp_CAG_700
11,Porphyromonas_endodontalis,Staphylococcus_capitis
12,Anaerocolumna_aminovalerica,Butyrivibrio_crossotus
13,Serratia_liquefaciens,Pseudopropionibacterium_propionicum
14,Streptococcus_salivarius,Coprococcus_eutactus
15,Carnobacterium_maltaromaticum,Anaerobiospirillum_thomasii
16,Gemella_sanguinis,Ruminococcus_sp_CAG_579
17,Anaerofilum_sp_An201,Campylobacter_coli
18,Streptococcus_infantis,Streptococcus_infantarius
19,Parasutterella_excrementihominis,Firmicutes_bacterium_CAG_791
20,Butyricicoccus_pullicaecorum,Acinetobacter_bereziniae
21,Clostridium_methylpentosum,Neisseria_subflava
22,Lactobacillus_plantarum,Firmicutes_bacterium_CAG_110
23,Anaerostipes_hadrus,Lactobacillus_pentosus
24,Clostridium_saccharolyticum,Escherichia_albertii
25,Hafnia_paralvei,Acinetobacter_schindleri
26,Fusobacterium_sp_CAG_439,Comamonas_kerstersii
27,Blautia_sp_CAG_257,Eubacterium_coprostanoligenes
28,Selenomonas_noxia,Acinetobacter_towneri
29,Rothia_aeria,Shewanella_algae
30,Bacteroides_sp_CAG_443,Bacteroides_coagulans
31,Lactobacillus_amylovorus,Clostridium_sp_CAG_253
32,Paenibacillus_polysaccharolyticus,Comamonas_testosteroni
33,Collinsella_massiliensis,Firmicutes_bacterium_CAG_534
34,Megamonas_rupellensis,Firmicutes_bacterium_CAG_238
35,Staphylococcus_equorum,Blastocystis_sp_subtype_1
36,Cronobacter_sakazakii,Butyrivibrio_sp_CAG_318
37,Bacteroides_sp_CAG_462,Paeniclostridium_sordellii
38,Blautia_sp_N6H1_15,Ruminococcus_obeum_CAG_39
39,Parabacteroides_johnsonii,Acinetobacter_ursingii
40,Clostridium_citroniae,Prevotella_sp_CAG_873
41,Intestinibacter_bartlettii,Prevotella_sp_CAG_5226
42,Bifidobacterium_pullorum,Mesorhizobium_sp_UASWS1009
43,Olsenella_scatoligenes,Haemophilus_parahaemolyticus
44,Leptotrichia_wadei,Lactobacillus_animalis
45,Enterobacter_soli,Rhodococcus_qingshengii
46,Pseudomonas_fragi,Roseburia_sp_831b
47,Hungatella_hathewayi,Firmicutes_bacterium_CAG_95
48,Eubacterium_ramulus,Negativicoccus_succinicivorans
49,Aeriscardovia_aeriphila,Bifidobacterium_merycicum
50,Murimonas_intestini,Pseudomonas_yamanorum
51,Bacteroides_fragilis,Lactobacillus_ruminis
52,Haemophilus_quentini,Candidatus_Gastranaerophilales_bacterium_HUM_9
53,Alistipes_timonensis,Victivallis_vadensis
54,Megasphaera_sp_MJR8396C,Morococcus_cerebrosus
55,Coprobacter_fastidiosus,Comamonas_aquatica
56,Pseudoramibacter_alactolyticus,Treponema_porcinum
57,Butyribacterium_methylotrophicum,Ruminococcus_sp_CAG_488
58,Enterococcus_asini,Neisseria_mucosa
59,Porphyromonas_sp_HMSC065F10,Oscillibacter_sp_57_20
60,Streptococcus_pseudopneumoniae,Vibrio_cholerae
61,Firmicutes_bacterium_CAG_646,Eubacterium_sp_CAG_180
62,Romboutsia_ilealis,Prevotella_sp_AM42_24
63,Rothia_dentocariosa,Kluyvera_georgiana
64,Pseudocitrobacter_faecalis,Zymomonas_mobilis
65,Campylobacter_showae,Lactococcus_petauri
66,Lactobacillus_curvatus,Desulfovibrio_piger
67,Mitsuokella_jalaludinii,Streptococcus_salivarius_CAG_79
68,Abiotrophia_sp_HMSC24B09,Clostridium_sp_CAG_510
69,Lactococcus_raffinolactis,Bacteroides_pectinophilus
70,Prevotella_sp_CAG_1058,Variovorax_paradoxus
71,Bifidobacterium_breve,Treponema_berlinense
72,Clostridium_sp_CAG_411,Stenotrophomonas_rhizophila
73,Veillonella_tobetsuensis,Klebsiella_variicola_CAG_634
74,Parabacteroides_sp_426_9,Helicobacter_sp_11_8110
75,Bacteroides_cellulosilyticus,Actinomyces_meyeri
76,Eubacterium_callanderi,Cutibacterium_acnes
77,Streptococcus_pneumoniae,Lactococcus_garvieae
78,Corynebacterium_glutamicum,Enterococcus_thailandicus
79,Actinomyces_sp_HPA0247,Clostridium_baratii
80,Prevotella_sp_CAG_1185,Bifidobacterium_ruminantium
81,Raoultella_ornithinolytica,Prevotella_sp_885
82,Leuconostoc_pseudomesenteroides,Eubacterium_infirmum
83,Cardiobacterium_valvarum,Anaerotruncus_sp_CAG_528
84,Bacteroides_dorei,Arcobacter_butzleri
85,Prevotella_oralis,Rhodococcus_erythropolis
86,Actinomyces_graevenitzii,Enterococcus_hirae
87,Streptococcus_cristatus,Sharpea_azabuensis
88,Citrobacter_braakii,Streptococcus_macedonicus
89,Streptococcus_oralis,Clostridium_ventriculi
90,Streptococcus_sp_HMSC067H01,Enterococcus_cecorum
91,Bifidobacterium_bifidum,Prevotella_sp_CAG_1092
92,Prevotella_pallens,Corynebacterium_matruchotii
93,Leuconostoc_gelidum,Methylorubrum_populi
94,Lactobacillus_gasseri,Helicobacter_cinaedi
95,Clostridium_butyricum,Holdemanella_biformis
96,Bacillus_sp_FJAT_27916,Campylobacter_upsaliensis
97,Eubacterium_brachy,Brachyspira_pilosicoli
98,Thermus_scotoductus,Clostridium_sp_CAG_964
99,Actinobaculum_sp_oral_taxon_183,Ruminococcus_sp_CAG_563
100,Haemophilus_paraphrohaemolyticus,Enterococcus_raffinosus
101,Acinetobacter_indicus,Chryseobacterium_scophthalmum
102,Lactobacillus_reuteri,Escherichia_fergusonii
103,Clostridium_clostridioforme,Eubacterium_sp_CAG_786
104,Bacteroides_intestinalis,Clostridium_sp_CAG_413
105,Prevotella_bivia,Bifidobacterium_moukalabense
106,Bacteroides_faecis_CAG_32,Roseburia_sp_CAG_182
107,Collinsella_intestinalis,Saccharomyces_cerevisiae
108,Actinomyces_odontolyticus,Clostridium_sp_CAG_590
109,Acinetobacter_junii,Actinomyces_sp_oral_taxon_414
110,Enterococcus_italicus,Streptococcus_lutetiensis
111,Tannerella_sp_oral_taxon_808,Ruminococcus_sp_CAG_403
112,Carnobacterium_divergens,Fusobacterium_equinum
113,Butyricimonas_synergistica,Firmicutes_bacterium_CAG_170
114,Parascardovia_denticolens,Comamonas_thiooxydans
115,Prevotella_corporis,Weissella_confusa
116,Prevotella_sp_oral_taxon_306,Lactobacillus_equicursoris
117,Bifidobacterium_gallinarum,Prevotella_sp_CAG_520
118,Clostridium_aldenense,Prevotella_copri
119,Stenotrophomonas_maltophilia,Streptococcus_pyogenes
120,Bacteroides_galacturonicus,Ochrobactrum_anthropi
