"","b","hub","c"
"Streptococcus_salivarius",0,1,45
"Eggerthella_lenta",0,1,44
"Klebsiella_pneumoniae",0,2,14
"Collinsella_aerofaciens",0,1,21
"Prevotella_sp_CAG_520",0,1,32
"Veillonella_dispar",2.67079750013354e-05,3,11
"Veillonella_infantium",0.000186955825009348,3,11
"Veillonella_atypica",0,0,11
"Streptococcus_parasanguinis",0,0,45
"Veillonella_sp_T11011_6",0,0,11
"Asaccharobacter_celatus",0,2,19
"Adlercreutzia_equolifaciens",0,1,19
"Gordonibacter_pamelaeae",0,0,44
"Collinsella_stercoris",5.34159500026708e-05,1,21
"Collinsella_intestinalis",0,0,21
"Enterorhabdus_caecimuris",0,0,19
"Lactobacillus_paragasseri",0,1,39
"Lactobacillus_gasseri",0,0,39
"Lactobacillus_gastricus",0,2,18
"Prevotella_sp_CAG_755",0,2,10
"Parasutterella_excrementihominis",0,1,23
"Proteobacteria_bacterium_CAG_139",5.34159500026708e-05,1,23
"Actinomyces_odontolyticus",0,1,29
"Turicimonas_muris",0,0,23
"Blastocystis_sp_subtype_1",0,2,17
"Actinomyces_sp_oral_taxon_448",0,1,28
"Bacteroides_sp_CAG_633",0,1,6
"Klebsiella_variicola",0,1,14
"Prevotella_sp_CAG_1092",0,0,32
"Absiella_dolichum",0,1,26
"Eubacterium_dolichum_CAG_375",0,0,26
"Enorma_massiliensis",0,1,43
"Prevotella_sp_CAG_617",0,2,6
"Flavonifractor_sp_An10",0,1,3
"Pseudomonas_aeruginosa_group",0,3,1
"Pyramidobacter_sp_C12_8",0.0199098262653953,9,1
"Ruminococcus_sp_CAG_488",0,1,36
"Mitsuokella_jalaludinii",0,1,35
"Ruminococcus_sp_CAG_563",0,0,36
"Bacteroides_sp_CAG_927",0,2,10
"Mitsuokella_multacida",0,0,35
"Klebsiella_quasipneumoniae",0,0,14
"Megamonas_hypermegale",0,1,30
"Firmicutes_bacterium_CAG_791",0,2,13
"Escherichia_marmotae",0.0038459484001923,4,6
"Clostridium_sp_CAG_510",0,1,34
"Prevotella_melaninogenica",5.34159500026708e-05,2,22
"Neisseria_flavescens",0,1,27
"Megasphaera_micronuciformis",0,0,11
"Prevotella_pallens",0,0,22
"Prevotella_jejuni",0.00176272635008814,5,6
"Actinomyces_sp_HMSC035G02",0,0,29
"Fusobacterium_nucleatum",0.000106831900005342,2,7
"Helicobacter_cinaedi",0,1,37
"Megamonas_funiformis",0,0,30
"Bacteroides_coagulans",0,1,17
"Anaerococcus_vaginalis",0.010510426535676,10,3
"Prevotella_bergensis",0,1,42
"[Collinsella]_massiliensis",0,0,43
"Clostridium_neonatale",0,2,16
"Dialister_pneumosintes",0,0,7
"Campylobacter_ureolyticus",0,6,1
"Lactobacillus_iners",0,4,3
"Porphyromonas_uenonis",0,0,42
"Lactobacillus_saerimneri",0,1,24
"Rothia_aeria",0.00812838652465391,8,1
"Campylobacter_hominis",0,0,17
"Peptoniphilus_lacrimalis",5.34159500026708e-05,1,24
"Peptostreptococcus_anaerobius",0,6,1
"Anaeroglobus_geminatus",0,1,7
"Corynebacterium_kroppenstedtii",0,1,18
"Brachyspira_pilosicoli",0,0,37
"Neisseria_mucosa",0.00455941104039148,12,2
"Aggregatibacter_segnis",0,7,2
"Aeromonas_caviae",0.00608941830030447,6,4
"Shewanella_algae",0,4,4
"Helicobacter_pylori",0,2,12
"Clostridium_sp_CAG_632",0,0,34
"Streptococcus_macedonicus",0.00160247850008012,3,3
"Cronobacter_sakazakii",0,6,1
"Enterobacter_mori",0.0420809107334121,11,2
