"","b","hub","c"
"Bacteroides_vulgatus",0.0131917445207585,17,5
"Roseburia_faecis",0.0213754093993698,40,1
"Ruminococcus_gnavus",0.00398391617376245,19,3
"Roseburia_intestinalis",0.0396841555468535,14,2
"Blautia_wexlerae",0,4,3
"Eubacterium_eligens",0.0396841555468535,13,2
"Bacteroides_thetaiotaomicron",0.00915623406618921,10,3
"Faecalibacterium_prausnitzii",0,2,3
"Coprococcus_comes",0.0579253392100262,10,3
"Streptococcus_thermophilus",0,3,4
"Dialister_invisus",0.211777230850995,43,3
"Blautia_sp_CAG_257",0.0029552475018916,17,5
"Flavonifractor_plautii",0.00602084309122063,21,3
"Escherichia_coli",0.0120308433407988,2,1
"Firmicutes_bacterium_CAG_94",0,7,5
"Erysipelatoclostridium_ramosum",0.014737479354546,17,5
"Fusicatenibacter_saccharivorans",0.0182244255839856,10,3
"Intestinibacter_bartlettii",0,2,5
"Clostridium_saccharolyticum",0.0029552475018916,14,5
"Dorea_formicigenerans",0.0073444518210879,29,3
"Streptococcus_salivarius",0,2,4
"Clostridium_clostridioforme",0.104118120109266,21,3
"Eggerthella_lenta",0.0029552475018916,13,5
"Clostridium_innocuum",0.00449225706748471,27,3
"Actinomyces_sp_oral_taxon_181",0.0012845534373486,39,1
"Klebsiella_pneumoniae",0.0266451124052926,6,3
"Streptococcus_mitis",0.0012845534373486,38,1
"Ruthenibacterium_lactatiformans",0.00723296600310937,18,3
"Prevotella_copri",0.0135920417610558,11,2
"Collinsella_aerofaciens",0.0178319837518049,19,2
"Eubacterium_siraeum",0.0592978836338922,44,2
"Bacteroides_uniformis",0.00407235327207405,8,3
"Phascolarctobacterium_succinatutens",0,12,2
"Roseburia_inulinivorans",0.00157508159916498,16,3
"Ruminococcus_torques",0.0186590476348991,18,3
"Bacteroides_stercoris",0.0182244255839856,9,3
"Eubacterium_sp_CAG_251",0.0178319837518049,16,2
"Oscillibacter_sp_57_20",0.0254915598079687,15,3
"Bacteroides_dorei",0.0117081737699538,3,1
"Lachnospira_pectinoschiza",0.0283771094480622,14,5
"Bacteroides_caccae",0.00398391617376245,13,3
"Parabacteroides_distasonis",0.053319596755005,3,3
"Haemophilus_parainfluenzae",0,1,4
"Odoribacter_splanchnicus",0.0178319837518049,15,2
"Firmicutes_bacterium_CAG_110",0,9,2
"Coprococcus_eutactus",0.0012845534373486,36,1
"Paraprevotella_xylaniphila",0.0012845534373486,35,1
"Bacteroides_ovatus",0.00279849924220593,17,3
"Clostridium_sp_CAG_58",0.00942642626076665,14,3
"Roseburia_hominis",0.00942642626076665,13,3
