"","b","hub","c"
"Actinomyces_sp_ICM47",0,5,4
"Streptococcus_salivarius",0,1,33
"Actinomyces_sp_oral_taxon_181",0.000270965993767782,3,9
"Klebsiella_pneumoniae",0,1,17
"Lachnoclostridium_sp_An118",0.000180643995845188,4,6
"Collinsella_aerofaciens",0,1,29
"Prevotella_sp_CAG_520",0,1,30
"Lachnospira_pectinoschiza",0,1,32
"Prevotella_stercorea",0,0,30
"Haemophilus_parainfluenzae",0,2,8
"Veillonella_dispar",0.000135482996883891,3,8
"Veillonella_infantium",0,2,8
"Veillonella_atypica",0,1,8
"Streptococcus_parasanguinis",0,0,33
"Asaccharobacter_celatus",0,1,31
"Adlercreutzia_equolifaciens",0,0,31
"Parvimonas_micra",0,9,1
"Collinsella_stercoris",0,0,29
"Lactobacillus_gasseri",0,1,28
"Streptococcus_mutans",0.000270965993767782,3,15
"Lactobacillus_crispatus",0,1,15
"Lactobacillus_delbrueckii",0,1,25
"Enterococcus_faecium",0.00541931987535564,6,4
"Parasutterella_excrementihominis",0,2,10
"Proteobacteria_bacterium_CAG_139",0,1,10
"Bacteroides_faecis",0,1,19
"Actinomyces_odontolyticus",0,1,9
"Turicimonas_muris",0,0,10
"Bacteroides_faecis_CAG_32",0,0,19
"Veillonella_parvula",0.000135482996883891,0,8
"Prevotella_bivia",0,1,20
"Streptococcus_sobrinus",0,0,15
"Klebsiella_variicola",0.000135482996883891,1,17
"Prevotella_sp_CAG_5226",0,2,16
"Prevotella_sp_CAG_1092",0,1,16
"Streptococcus_lutetiensis",0.000541931987535564,2,5
"Butyricicoccus_pullicaecorum",0.00108386397507113,2,2
"Absiella_dolichum",0.000677414984419455,1,2
"Eubacterium_dolichum_CAG_375",0,0,2
"Desulfovibrio_fairfieldensis",0,0,9
"Pyramidobacter_piscolens",0,2,4
"Pyramidobacter_sp_C12_8",0.00325159192521339,4,4
"Mitsuokella_jalaludinii",0,1,27
"Lactobacillus_acidophilus",0,0,5
"Citrobacter_koseri",0,2,7
"Prevotella_corporis",0,8,1
"Streptococcus_australis",0,1,23
"Fusobacterium_sp_CAG_439",0,0,20
"Lactobacillus_rogosae",0,0,32
"Hafnia_paralvei",0,1,4
"Enterococcus_durans",0,2,13
"Mitsuokella_multacida",0,0,27
"Megasphaera_sp_DISK_18",0.0029806259314456,3,4
"Klebsiella_quasipneumoniae",0,0,17
"Streptococcus_sp_A12",0,0,23
"Firmicutes_bacterium_CAG_534",0,1,18
"Megamonas_hypermegale",0,2,14
"Firmicutes_bacterium_CAG_791",0,0,16
"Lactobacillus_vaginalis",0,1,4
"Prevotella_disiens",0,1,1
"Bacteroides_fluxus",0,1,2
"Neisseria_flavescens",0,5,3
"Oribacterium_sinus",0,0,9
"Actinomyces_sp_HMSC035G02",0,3,7
"Prevotella_buccalis",0,1,7
"Megamonas_funiformis",0,1,14
"Peptoniphilus_sp_HMSC062D09",0,7,1
"Bifidobacterium_breve",0,3,4
"Porphyromonas_asaccharolytica",0,6,1
"Klebsiella_michiganensis",0,2,11
"Klebsiella_oxytoca",0,2,4
"Megasphaera_sp_MJR8396C",0.00121934697195502,1,2
"Acidaminococcus_sp_CAG_542",0,5,1
"Campylobacter_ureolyticus",0,4,1
"Streptococcus_sp_F0442",0,1,13
"Campylobacter_hominis",0.000812897981303346,2,7
"Peptoniphilus_lacrimalis",0,3,1
"Megamonas_funiformis_CAG_377",0,0,14
"Neisseria_sicca",0,4,3
"Citrobacter_youngae",0,0,4
"Klebsiella_aerogenes",0,1,4
"Veillonella_rogosae",0,1,5
"Veillonella_rodentium",0.00121934697195502,2,5
"Veillonella_tobetsuensis",0.00325159192521339,0,4
"Prevotella_colorans",0,2,1
"Lactobacillus_plantarum",0,1,26
"Catabacter_hongkongensis",0.00121934697195502,1,1
"Solobacterium_moorei",0,0,1
"Anaeromassilibacillus_sp_An172",0,2,12
"Saccharomyces_cerevisiae",0,1,24
"Blautia_producta",0,1,12
"Rikenella_microfusus",0.000180643995845188,3,6
"Eubacteriaceae_bacterium_CHKCI005",0.000677414984419455,1,2
"Atopobium_deltae",0.000180643995845188,2,6
"Clostridium_sp_CAG_411",0,1,22
"Clostridiales_bacterium_1_7_47FAA",0,0,25
"Neisseria_subflava",0,3,3
"Odoribacter_laneus",0.000677414984419455,1,6
"Bifidobacterium_pseudolongum",0,1,11
"Blautia_hansenii",0.00108386397507113,0,2
"Fusobacterium_periodonticum",0,2,3
"Muribaculum_intestinale",0,0,22
"Weissella_cibaria",0,0,15
"Streptococcus_viridans",0,0,13
"Erysipelothrix_larvae",0,1,3
"Lactobacillus_reuteri",0,0,26
"Raoultella_ornithinolytica",0,1,7
"Marvinbryantia_formatexigens",0.000677414984419455,1,6
"Veillonella_denticariosi",0,0,5
"Campylobacter_concisus",0,0,5
"Bacteroides_caecimuris",0,0,3
"Leclercia_adecarboxylata",0,0,18
"Kosakonia_cowanii",0,0,24
"Clostridium_sp_CAG_678",0,1,21
"Coprobacter_sp",0,0,21
"Haemophilus_paraphrohaemolyticus",0,0,28
"Barnesiella_sp_An22",0,0,12
"Candidatus_Methanomassiliicoccus_intestinalis",0,0,6
"Lactobacillus_gallinarum",0,0,11
"Lachnoclostridium_sp_An196",0,0,6
"Bacteroides_sp_An322",0,1,4
"Serratia_ficaria",0,0,4
"Alistipes_sp_CAG_831",0,0,7
