,specie,mean,std
0,Slackia_isoflavoniconvertens,-13.479448098229202,5.761124351674446
1,Clostridium_sp_CAG_58,-11.165983422765981,7.000333682976872
2,Actinomyces_oris,-15.887589348395807,2.6344094723367966
3,Clostridium_leptum,-10.67703460443768,6.2699069640892535
4,Clostridium_citroniae,-11.170835544190876,5.895936228007606
5,Enterorhabdus_caecimuris,-14.410757904864662,4.006615907331562
6,Erysipelatoclostridium_ramosum,-12.018051920267013,6.5251632041807355
7,Eisenbergiella_tayi,-13.876811633719896,5.082230486107998
8,Firmicutes_bacterium_CAG_145,-13.46574854762618,5.556915724367586
9,Agathobaculum_butyriciproducens,-3.541611952899529,5.000914428393324
10,Collinsella_aerofaciens,-3.9429571831354853,6.615926189072133
11,Flavonifractor_plautii,-4.202415671902939,5.592633176655143
12,Parvimonas_micra,-15.468108129562173,3.4975129001040637
13,Atopobium_parvulum,-16.082769857323736,2.231379509369799
14,Streptococcus_infantis,-14.411116327367544,4.49504902619099
15,Bifidobacterium_dentium,-14.638758947884334,4.6639174965892805
16,Streptococcus_gordonii,-14.46983416238679,4.609695059190488
17,Fusobacterium_nucleatum,-16.09771493484816,2.5037854294364212
18,Anaerotruncus_colihominis,-12.627390389073787,5.660857939249927
19,Enorma_massiliensis,-14.330000689548019,4.385928246440332
20,Mogibacterium_diversum,-14.68308383293611,4.1190435562886565
21,Clostridium_innocuum,-12.373041093834969,5.7882441665496
22,Solobacterium_moorei,-15.864658331356924,2.73517715840425
23,Lawsonibacter_asaccharolyticus,-8.919143575202357,6.395842519218094
24,Streptococcus_mutans,-15.789897525025964,3.0956988028226067
25,Streptococcus_vestibularis,-14.58333830548494,4.563754221334428
26,Streptococcus_sanguinis,-14.66180479619021,4.368880344757793
27,Ruminococcus_torques,-5.29510038010982,7.190309795604702
28,Collinsella_stercoris,-11.056262311186602,5.5287727275871
29,Actinomyces_sp_oral_taxon_181,-15.556198779341752,3.045388163556845
30,[Collinsella]_massiliensis,-14.81804520992458,3.9063605652639217
31,Allisonella_histaminiformans,-14.742525982930216,4.299638011750959
32,Dorea_longicatena,-3.394675383722671,6.021515702643037
33,Clostridium_lavalense,-14.0709005679724,4.7398357083049385
34,Dorea_formicigenerans,-4.69898702815275,6.147947793344046
35,Actinomyces_odontolyticus,-14.256877365028974,4.3725315506956495
36,Actinomyces_graevenitzii,-15.914210293151898,2.581391277821618
37,Eubacterium_ramulus,-7.758628854510644,6.6947022895566235
38,Streptococcus_thermophilus,-12.199418078369854,6.539385392296312
39,Anaeromassilibacillus_sp_An250,-13.460605476223648,5.313796354759434
40,Streptococcus_oralis,-13.745172734906463,5.111750203996063
41,Sellimonas_intestinalis,-14.298003660141772,5.034409425862487
42,Bifidobacterium_adolescentis,-9.176184054003672,8.169278574925842
43,Clostridium_symbiosum,-12.095276784863016,6.087406601353372
44,Coprococcus_catus,-7.751418431852966,6.837222806964112
45,Peptostreptococcus_stomatis,-16.117684609699673,2.3991802030572504
46,Ruminococcus_gnavus,-7.235750310869462,7.508240530304838
47,Streptococcus_anginosus_group,-14.763856287981783,4.413641223462254
48,Eubacterium_sulci,-15.28527951731427,3.482738046754736
49,Gordonibacter_pamelaeae,-9.718968640068278,5.928224669527292
50,Firmicutes_bacterium_CAG_94,-14.287188737535502,4.978960018531391
51,Gemella_morbillorum,-15.720208522454252,3.03727961696079
52,Actinomyces_sp_HPA0247,-16.123937734761725,2.168309497521713
53,Blautia_obeum,-4.7928686778689285,6.1232067495761235
54,Clostridium_clostridioforme,-14.148641538303155,5.123281227307764
55,Coprococcus_comes,-4.96682556977004,6.963610585475924
56,Actinomyces_sp_S6_Spd3,-15.712806765533927,2.902427770185622
57,Clostridium_bolteae,-9.451759997964357,6.556549095170513
58,Collinsella_intestinalis,-12.858042381136485,5.254457335319097
59,Streptococcus_australis,-14.440009641715093,4.436813457017362
60,Gemella_sanguinis,-13.309326902106347,5.123147623064436
61,Dialister_pneumosintes,-16.083319141439013,2.6116814239078012
62,Olsenella_scatoligenes,-15.047466672595826,3.9661719313118664
63,Eggerthella_lenta,-9.618017928607271,6.541416326676366
64,Harryflintia_acetispora,-15.759546685778036,2.840968816415672
65,Actinomyces_sp_ICM47,-14.873408640915327,3.9870344167617984
66,Gemella_haemolysans,-15.403061706899267,3.425574753388924
67,Streptococcus_parasanguinis,-8.645578026331926,6.581547130605646
68,Bifidobacterium_longum,-5.535855052332177,7.238692267632526
69,Ruthenibacterium_lactatiformans,-4.945317470971217,5.417174516183076
70,Anaerostipes_hadrus,-2.7857531561181323,5.766756443449911
71,Streptococcus_mitis,-13.135207139655057,5.374910352903996
72,Actinomyces_sp_HMSC035G02,-15.481136130451924,3.1350019787207226
73,Rothia_mucilaginosa,-13.923921372770794,4.688565988087782
