,specie,mean,std
0,Haemophilus_parainfluenzae,-10.195096173122229,6.8121074871340275
1,Veillonella_infantium,-13.331992652624221,5.403675558926149
2,Eubacterium_hallii,-4.572516811500895,6.617418532482913
3,Prevotella_buccae,-16.190273707131237,2.4797273000335034
4,Aggregatibacter_segnis,-16.082139345531044,2.398310269183873
5,Bacteroides_coprocola,-13.36994994064798,6.469351013417909
6,Veillonella_atypica,-11.907059730349154,6.476483329931826
7,Megasphaera_micronuciformis,-15.197275090864357,4.149756072074053
8,Bacteroides_stercoris,-7.984570110161197,8.291501494319645
9,Bacteroides_caccae,-6.872506364310822,8.070768834465015
10,Veillonella_dispar,-12.360531986012399,6.060928671172197
11,Lactobacillus_salivarius,-15.057478362978946,4.514517000120493
12,Bacteroides_plebeius,-10.488720323059173,8.121063403397011
13,Anaerostipes_hadrus,-3.10617157236665,6.575570357136758
14,Veillonella_parvula,-9.604845669128183,7.061609621345747
