,specie,mean,std
0,Slackia_isoflavoniconvertens,-13.558652898734266,5.756834678676504
1,Lawsonibacter_asaccharolyticus,-8.968813406505355,6.420440041420427
2,Streptococcus_anginosus_group,-14.714723536457683,4.495362199859326
3,Clostridium_sp_CAG_58,-11.398418058918997,6.902893714196934
4,Alistipes_inops,-13.790558427026282,5.991208899723568
5,Collinsella_stercoris,-11.053840844600856,5.505748013548125
6,Eisenbergiella_tayi,-13.984804350056262,5.031997843714637
7,Collinsella_aerofaciens,-3.9156388874060175,6.643897588799929
8,Anaeromassilibacillus_sp_An250,-13.489410857674866,5.279626488841442
9,Streptococcus_parasanguinis,-8.761825893110657,6.565985502682167
10,Ruthenibacterium_lactatiformans,-5.106049068700893,5.533814313518493
