,specie,mean,std
0,Bacteroides_uniformis,-1.592165938861422,6.161783528552749
1,Bacteroides_stercoris,-8.59572898309634,7.875654611848081
2,Parasutterella_excrementihominis,-11.846614392110318,6.947644364576463
3,Bacteroides_salyersiae,-14.270808442791699,5.1710331895257315
4,Parabacteroides_merdae,-7.62362791566054,7.905979734042724
5,Turicimonas_muris,-13.888644368640662,5.232381918849596
6,Dialister_sp_CAG_357,-14.061742198530192,6.044389941222012
7,Alistipes_finegoldii,-8.31714915759294,7.339177101788292
8,Bacteroides_caccae,-7.562805038053809,7.964291051193476
9,Roseburia_intestinalis,-7.150511164325733,7.867892156013335
10,Bacteroides_vulgatus,-1.9045022857404832,6.861371786499111
11,Bacteroides_eggerthii,-12.411986768523166,6.711188158288959
12,Akkermansia_muciniphila,-8.86413258952629,8.213253930423908
13,Oscillibacter_sp_57_20,-7.960345386911196,7.980740145039158
14,Lachnospira_pectinoschiza,-9.623600509684767,7.872163285829904
15,Proteobacteria_bacterium_CAG_139,-13.154600424599463,6.095221645191035
16,Bacteroides_massiliensis,-11.446274193572927,7.404389528380155
17,Phascolarctobacterium_faecium,-11.78000259355438,6.866344029651198
18,Roseburia_faecis,-4.732130843818539,7.508707636090727
19,Bacteroides_ovatus,-5.771745280622563,6.995332012957563
20,Bacteroides_cellulosilyticus,-11.147503594113266,6.951874474299737
21,Bacteroides_dorei,-7.56249758840825,7.843823239155115
22,Prevotella_stercorea,-13.330610307918686,6.4222529195756115
23,Bacteroides_plebeius,-11.966639331897955,6.947977079103269
24,Alistipes_shahii,-8.120883322471075,7.239909403013072
25,Eubacterium_siraeum,-9.624384330550551,7.932369608544303
26,Alistipes_putredinis,-6.353843099034707,8.124403778184268
27,Bacteroides_faecis,-15.778845332556877,3.3810344228612355
28,Bacteroides_finegoldii,-13.016827347442055,6.303941589814229
29,Barnesiella_intestinihominis,-9.965498233904016,7.820581891606308
