,specie,mean,std
0,Aggregatibacter_segnis,-16.075315690243634,2.432658361684927
1,Campylobacter_concisus,-15.749301112583876,3.12919259379829
2,Veillonella_atypica,-11.94706041940757,6.4334501306190495
3,Megasphaera_micronuciformis,-15.166616498268727,4.210386789397136
4,Bacteroides_coprocola,-13.10048077158379,6.733002291955233
5,Veillonella_sp_T11011_6,-14.2975333810415,4.677499556369754
6,Prevotella_buccae,-16.170302621680182,2.520769937829642
7,Lactobacillus_mucosae,-15.560253058393505,3.6966030718858893
8,Veillonella_dispar,-12.344152233222685,6.078112490483339
9,Coprococcus_comes,-5.216335110555,7.499134106929487
10,Bacteroides_plebeius,-10.495467440393554,8.114457723228032
11,Veillonella_infantium,-13.374159309211047,5.353526381520483
12,Eubacterium_hallii,-4.456055639552663,6.4923539041075475
13,Blautia_hydrogenotrophica,-14.776580804837131,4.358240251094854
14,Dielma_fastidiosa,-14.52181030717546,4.561123143465044
15,Veillonella_tobetsuensis,-15.70849327467666,3.142197133615951
16,Lactobacillus_salivarius,-15.251908490287098,4.167921447641644
17,Anaerostipes_hadrus,-3.2811396534456234,6.680650808434777
18,Veillonella_parvula,-9.568057460002972,7.071135320434549
