,specie,mean,std
0,Veillonella_infantium,-13.474803365504178,5.317689252304321
1,Eubacterium_hallii,-4.520248460171315,6.615710286531892
2,Aggregatibacter_segnis,-16.181765879424844,2.130466747599613
3,Prevotella_buccae,-16.145340007405682,2.517968387190916
4,Bacteroides_coprocola,-12.979479106188624,6.880688095075306
5,Veillonella_atypica,-12.06927747462452,6.416830788919112
6,Veillonella_sp_T11011_6,-14.382739439797756,4.663575498630893
7,Veillonella_dispar,-12.622630897058572,5.991400423772148
8,Lactobacillus_salivarius,-15.053382052123329,4.448407960381429
9,Coprococcus_comes,-5.780065173812188,7.734873593472474
10,Bacteroides_plebeius,-10.727377765641089,8.01758868639354
11,Anaerostipes_hadrus,-3.056961005395331,6.560340823981062
