,specie,mean,std
0,Veillonella_infantium,-13.362059421769839,5.350238901140476
1,Eubacterium_hallii,-4.599339408373711,6.598445515093766
2,Aggregatibacter_segnis,-16.065806972474604,2.4731819629916427
3,Prevotella_buccae,-16.213467984736987,2.3397892938995604
4,Bacteroides_coprocola,-13.194348178182041,6.718637101604136
5,Veillonella_tobetsuensis,-15.712449292211302,3.1617381979238797
6,Veillonella_atypica,-11.816357072574903,6.544402486272376
7,Veillonella_sp_T11011_6,-14.175825707485927,4.799891554832603
8,Bacteroides_stercoris,-7.558412338038492,8.283195434074278
9,Bacteroides_caccae,-6.625485226848121,8.029207035560255
10,Veillonella_dispar,-12.437222044749024,6.071080890205042
11,Lactobacillus_salivarius,-15.199049689348438,4.182412417101556
12,Bacteroides_plebeius,-10.722382117309747,7.998926433029533
13,Anaerostipes_hadrus,-3.004527738825824,6.532016631857843
14,Veillonella_parvula,-9.59687927564422,7.068603353983842
