,specie,mean,std
0,Slackia_isoflavoniconvertens,-13.426876787992185,5.804739071780728
1,Eubacterium_hallii,-4.288797797942658,5.8559329820745605
2,Lawsonibacter_asaccharolyticus,-8.955639772930008,6.415999285765071
3,Streptococcus_anginosus_group,-14.715559734815788,4.421625029181021
4,Alistipes_inops,-13.706159313368422,6.052293301572932
5,Gordonibacter_pamelaeae,-9.861218029048585,5.954401167118018
6,Collinsella_stercoris,-10.891124110835944,5.451658168601231
7,Eisenbergiella_tayi,-13.907754805074665,5.057413026347425
8,Collinsella_massiliensis,-15.006788080505606,3.6279035914932196
9,Collinsella_aerofaciens,-3.8977490289799452,6.574777370902261
10,Anaeromassilibacillus_sp_An250,-13.411166054001942,5.309493065926265
11,Streptococcus_parasanguinis,-8.865534186123538,6.574900033698838
12,Bifidobacterium_adolescentis,-9.355447300201662,8.128151846982915
13,Ruthenibacterium_lactatiformans,-5.0028735595350975,5.449834215205809
14,Coprococcus_catus,-7.896411907342811,6.809677024133064
