,specie,mean,std
0,Bacteroides_uniformis,-1.4059947355187687,6.138390580807451
1,Bacteroides_stercoris,-8.831893993777026,8.085809912312078
2,Parasutterella_excrementihominis,-11.66884733225392,6.84073499907143
3,Bacteroides_salyersiae,-14.294381153990654,5.214252620320617
4,Parabacteroides_merdae,-7.083757615996042,7.756506725300715
5,Turicimonas_muris,-13.758409513084828,5.186584710392839
6,Dialister_sp_CAG_357,-14.699293019779613,5.439115719176592
7,Alistipes_finegoldii,-8.047095296103091,7.39140311955087
8,Bacteroides_caccae,-8.223170085021804,7.969948440617658
9,Bacteroides_vulgatus,-2.7444786665966983,7.308053128716382
10,Bacteroides_eggerthii,-12.171763338672031,6.979626758979656
11,Akkermansia_muciniphila,-9.409433203904639,8.269109780484941
12,Lachnospira_pectinoschiza,-9.503509867901316,7.89956204899039
13,Proteobacteria_bacterium_CAG_139,-12.945599116258906,6.083440051662805
14,Bacteroides_massiliensis,-11.282729659643342,7.360369539140558
15,Phascolarctobacterium_faecium,-11.818150230930842,7.043843200195284
16,Roseburia_faecis,-4.874378247007709,7.592088123849694
17,Bacteroides_ovatus,-4.6004205465298735,6.579484160527077
18,Bacteroides_dorei,-6.549275836470299,8.316356864995111
19,Bacteroides_plebeius,-11.594089524690903,7.280447213032816
20,Alistipes_shahii,-8.535261212505306,7.2950716681207375
21,Alistipes_putredinis,-6.196767027119565,8.118353599986351
22,Bacteroides_faecis,-15.683132149621853,3.571707478401372
23,Parabacteroides_distasonis,-3.633430720685095,6.803158676999266
24,Eubacterium_rectale,-4.356370133038702,7.656314058940265
25,Bacteroides_finegoldii,-13.107691801322007,6.172719250609792
26,Barnesiella_intestinihominis,-9.790053596806471,7.865348275139787
