,specie,mean,std
0,Slackia_isoflavoniconvertens,-13.387846098107657,5.819379087825693
1,Clostridium_sp_CAG_58,-11.317678800589702,6.945583875120482
2,Clostridium_leptum,-10.608280750236188,6.268150172350324
3,Acidaminococcus_intestini,-15.084037065964353,4.711464634244313
4,Enterorhabdus_caecimuris,-14.251193085367365,4.061240863046207
5,Erysipelatoclostridium_ramosum,-12.122670547704038,6.437231497489259
6,Eisenbergiella_tayi,-13.94772475216741,5.02825479697457
7,Firmicutes_bacterium_CAG_145,-13.627074100287205,5.440326271582375
8,Agathobaculum_butyriciproducens,-3.6765593548956756,5.240486579496805
9,Collinsella_aerofaciens,-3.9109971821856506,6.669770488299348
10,Flavonifractor_plautii,-4.222066092752,5.569230263224923
11,Parvimonas_micra,-15.473454998884527,3.4605180490986887
12,Atopobium_parvulum,-16.106868748719943,2.1682418332644566
13,Streptococcus_infantis,-14.39686936714368,4.501928248908168
14,Bifidobacterium_dentium,-14.691380606060006,4.584440945861729
15,Streptococcus_gordonii,-14.513594808966957,4.575349254884749
16,Fusobacterium_nucleatum,-16.139114270578247,2.3927005341947605
17,Anaerotruncus_colihominis,-12.52153690949564,5.622461484579478
18,Enorma_massiliensis,-14.270192601412909,4.421425572950397
19,Mogibacterium_diversum,-14.663297963654482,4.152048451189231
20,Clostridium_innocuum,-12.427051286685392,5.776076660903145
21,Solobacterium_moorei,-15.91719348571906,2.61655966034438
22,Lawsonibacter_asaccharolyticus,-8.8913103723769,6.385512212538756
23,Streptococcus_sanguinis,-14.668247724271735,4.359474197987264
24,Streptococcus_vestibularis,-14.634590419964972,4.494145914689876
25,Ruminococcus_torques,-5.117578763668855,7.122641350337922
26,Collinsella_stercoris,-10.89145309610498,5.518887666647611
27,Actinomyces_sp_oral_taxon_181,-15.565591697109536,3.0440156801090805
28,[Collinsella]_massiliensis,-14.738211365230516,3.983606662712988
29,Allisonella_histaminiformans,-14.800643496488146,4.252505764870736
30,Dorea_longicatena,-3.346744025432637,6.0962334748505755
31,Clostridium_lavalense,-14.031811786000485,4.786999214824973
32,Dorea_formicigenerans,-4.507406923583032,6.0513819252567895
33,Phascolarctobacterium_succinatutens,-12.589432429330344,7.276713205931944
34,Actinomyces_odontolyticus,-14.235157708811627,4.3731373341156
35,Streptococcus_thermophilus,-12.226883777387473,6.54573973662604
36,Anaeromassilibacillus_sp_An250,-13.47181877345002,5.2756901678007155
37,Streptococcus_oralis,-13.818714136851966,5.032181387200857
38,Sellimonas_intestinalis,-14.237794536434587,5.091048470176334
39,Bifidobacterium_adolescentis,-9.198037467380587,8.199895880105222
40,Clostridium_symbiosum,-12.180017639168168,6.0616231222436125
41,Coprococcus_catus,-7.584593371101212,6.813393366927554
42,Peptostreptococcus_stomatis,-16.109180727564254,2.409094599043128
43,Streptococcus_salivarius,-5.4328153486337225,5.796036312270175
44,Ruminococcus_gnavus,-7.269953703025097,7.520097231909823
45,Streptococcus_anginosus_group,-14.607923746078388,4.562803865598574
46,Eubacterium_sulci,-15.264977781318137,3.477292860491148
47,Gordonibacter_pamelaeae,-9.66134951527536,5.937408202543746
48,Firmicutes_bacterium_CAG_94,-14.396776721002132,4.889878700083692
49,Gemella_morbillorum,-15.666385952441592,3.112757714469321
50,Actinomyces_sp_HPA0247,-16.107806368574543,2.2075251883475056
51,Blautia_obeum,-4.654746037684997,6.108202855647655
52,Clostridium_clostridioforme,-14.198423718009805,5.065080510796472
53,Clostridium_bolteae,-9.598482826705114,6.522903810180533
54,Actinomyces_sp_S6_Spd3,-15.712757240587718,2.909064078580944
55,Collinsella_intestinalis,-12.777242065342865,5.255428524390349
56,Gemella_sanguinis,-13.363355291860538,5.101877638534039
57,Olsenella_scatoligenes,-15.013374179805396,3.99855925843459
58,Eggerthella_lenta,-9.646222248276326,6.537038770802551
59,Harryflintia_acetispora,-15.701004758180268,2.933093873290717
60,Clostridium_scindens,-15.846622417469542,2.7573438829211083
61,Actinomyces_sp_ICM47,-14.80902039431324,4.032513321614481
62,Gemella_haemolysans,-15.356227500372365,3.466032232180707
63,Streptococcus_parasanguinis,-8.732563215155997,6.573958433645457
64,Bifidobacterium_longum,-5.578715959669728,7.306901516171363
65,Ruthenibacterium_lactatiformans,-4.952940353329901,5.406371969786996
66,Streptococcus_mitis,-13.17555169910593,5.31126690217039
67,Actinomyces_sp_HMSC035G02,-15.428766311181977,3.2020376603651206
68,Rothia_mucilaginosa,-13.958938204758898,4.676050998393017
