Source,Target,Correlation,Dissimilarity
2,116,0.7254762501100117,0.27905175782180974
4,329,0.7254762501100117,0.01622159914144972
7,270,0.8382096423899004,0.27778993151900133
26,60,0.7254762501100117,0.2926784573129636
26,75,0.7254762501100117,0.16806570616221972
26,234,0.7254762501100117,0.23247013615915907
51,52,0.7254762501100117,0.15352875632655735
51,80,0.7254762501100117,0.07023022223296377
51,106,0.7254762501100117,0.23697088575287142
51,115,0.7254762501100117,0.122883005514564
51,212,0.7254762501100117,0.23591248260260522
51,444,0.7254762501100117,0.036600371686872385
52,214,0.7254762501100117,0.14688716717623462
52,245,0.7254762501100117,0.11957629673760915
55,63,0.8138475096494152,0.10572541869564894
56,361,0.7254762501100117,0.20833962074342335
60,85,0.7254762501100117,0.20351716622618582
67,361,0.7254762501100117,0.29364566505115774
80,245,0.7254762501100117,0.16814242221043552
89,205,0.8380540736433388,0.26777767694968524
90,91,0.8200495674201896,0.2400304769484994
115,245,0.7254762501100117,0.21929520219735202
116,455,0.7254762501100117,0.17877238844429058
116,456,0.7254762501100117,0.05009982147217357
116,457,0.7254762501100117,0.06813254199949786
116,458,0.7254762501100117,0.1456267029001744
214,447,0.7254762501100117,0.28737553897891877
245,444,0.7254762501100117,0.1351923342223868
333,473,0.7254762501100117,0.1238889210650853
396,455,0.7254762501100117,0.26637440000037976
396,456,0.7254762501100117,0.1410319151673899
396,457,0.7254762501100117,0.027506751859711995
396,458,0.7254762501100117,0.05109673264568993
396,459,0.7254762501100117,0.2689268466812941
426,427,0.7254762501100117,0.294522881322318
463,465,0.7254762501100117,0.18153068139748382
464,465,0.7254762501100117,0.13583752665422957
465,466,0.7254762501100117,0.24529543880069554
