UNINTEGRATED	g__Absiella.s__Absiella_dolichum
UNINTEGRATED	g__Acetobacter.s__Acetobacter_sp_CAG_267
UNINTEGRATED	g__Acetobacter.s__Acetobacter_sp_CAG_977
UNINTEGRATED	g__Acholeplasma.s__Acholeplasma_sp_CAG_878
UNINTEGRATED	g__Acidaminococcus.s__Acidaminococcus_intestini
UNINTEGRATED	g__Acinetobacter.s__Acinetobacter_idrijaensis
UNINTEGRATED	g__Acinetobacter.s__Acinetobacter_lwoffii
UNINTEGRATED	g__Actinomyces.s__Actinomyces_europaeus
UNINTEGRATED	g__Actinomyces.s__Actinomyces_sp_HPA0247
UNINTEGRATED	g__Actinomyces.s__Actinomyces_urogenitalis
UNINTEGRATED	g__Adlercreutzia.s__Adlercreutzia_equolifaciens
UNINTEGRATED	g__Agathobaculum.s__Agathobaculum_butyriciproducens
UNINTEGRATED	g__Akkermansia.s__Akkermansia_muciniphila
UNINTEGRATED	g__Alistipes.s__Alistipes_finegoldii
UNINTEGRATED	g__Alistipes.s__Alistipes_indistinctus
UNINTEGRATED	g__Alistipes.s__Alistipes_onderdonkii
UNINTEGRATED	g__Alistipes.s__Alistipes_putredinis
UNINTEGRATED	g__Alistipes.s__Alistipes_shahii
UNINTEGRATED	g__Alistipes.s__Alistipes_sp_An31A
UNINTEGRATED	g__Alistipes.s__Alistipes_sp_An66
UNINTEGRATED	g__Alistipes.s__Alistipes_sp_CAG_268
UNINTEGRATED	g__Alistipes.s__Alistipes_sp_CAG_435
UNINTEGRATED	g__Alistipes.s__Alistipes_sp_CAG_514
UNINTEGRATED	g__Alistipes.s__Alistipes_timonensis
UNINTEGRATED	g__Allisonella.s__Allisonella_histaminiformans
UNINTEGRATED	g__Alloscardovia.s__Alloscardovia_omnicolens
UNINTEGRATED	g__Anaerocolumna.s__Anaerocolumna_aminovalerica
UNINTEGRATED	g__Anaeroglobus.s__Anaeroglobus_geminatus
UNINTEGRATED	g__Anaeromassilibacillus.s__Anaeromassilibacillus_sp_An172
UNINTEGRATED	g__Anaeromassilibacillus.s__Anaeromassilibacillus_sp_An250
UNINTEGRATED	g__Anaerosporobacter.s__Anaerosporobacter_mobilis
UNINTEGRATED	g__Anaerostipes.s__Anaerostipes_caccae
UNINTEGRATED	g__Anaerostipes.s__Anaerostipes_hadrus
UNINTEGRATED	g__Anaerostipes.s__Anaerostipes_sp_494a
UNINTEGRATED	g__Anaerotignum.s__Anaerotignum_lactatifermentans
UNINTEGRATED	g__Anaerotruncus.s__Anaerotruncus_colihominis
UNINTEGRATED	g__Anaerotruncus.s__Anaerotruncus_sp_CAG_390
UNINTEGRATED	g__Anaerotruncus.s__Anaerotruncus_sp_CAG_528
UNINTEGRATED	g__Asaccharobacter.s__Asaccharobacter_celatus
UNINTEGRATED	g__Atopobium.s__Atopobium_parvulum
UNINTEGRATED	g__Atopobium.s__Atopobium_rimae
UNINTEGRATED	g__Azospirillum.s__Azospirillum_sp_CAG_260
UNINTEGRATED	g__Bacteroidales_unclassified.s__Bacteroidales_bacterium_KA00251
UNINTEGRATED	g__Bacteroides.s__Bacteroides_caccae
UNINTEGRATED	g__Bacteroides.s__Bacteroides_cellulosilyticus
UNINTEGRATED	g__Bacteroides.s__Bacteroides_clarus
UNINTEGRATED	g__Bacteroides.s__Bacteroides_coprocola
UNINTEGRATED	g__Bacteroides.s__Bacteroides_coprophilus
UNINTEGRATED	g__Bacteroides.s__Bacteroides_dorei
UNINTEGRATED	g__Bacteroides.s__Bacteroides_eggerthii
UNINTEGRATED	g__Bacteroides.s__Bacteroides_faecichinchillae
UNINTEGRATED	g__Bacteroides.s__Bacteroides_faecis
UNINTEGRATED	g__Bacteroides.s__Bacteroides_finegoldii
UNINTEGRATED	g__Bacteroides.s__Bacteroides_fluxus
UNINTEGRATED	g__Bacteroides.s__Bacteroides_fragilis
UNINTEGRATED	g__Bacteroides.s__Bacteroides_intestinalis
UNINTEGRATED	g__Bacteroides.s__Bacteroides_massiliensis
UNINTEGRATED	g__Bacteroides.s__Bacteroides_nordii
UNINTEGRATED	g__Bacteroides.s__Bacteroides_oleiciplenus
UNINTEGRATED	g__Bacteroides.s__Bacteroides_ovatus
UNINTEGRATED	g__Bacteroides.s__Bacteroides_plebeius
UNINTEGRATED	g__Bacteroides.s__Bacteroides_salanitronis
UNINTEGRATED	g__Bacteroides.s__Bacteroides_salyersiae
UNINTEGRATED	g__Bacteroides.s__Bacteroides_sartorii
UNINTEGRATED	g__Bacteroides.s__Bacteroides_sp_An322
UNINTEGRATED	g__Bacteroides.s__Bacteroides_sp_CAG_1076
UNINTEGRATED	g__Bacteroides.s__Bacteroides_sp_CAG_144
UNINTEGRATED	g__Bacteroides.s__Bacteroides_sp_CAG_443
UNINTEGRATED	g__Bacteroides.s__Bacteroides_sp_CAG_462
UNINTEGRATED	g__Bacteroides.s__Bacteroides_sp_CAG_530
UNINTEGRATED	g__Bacteroides.s__Bacteroides_sp_CAG_545
UNINTEGRATED	g__Bacteroides.s__Bacteroides_sp_CAG_598
UNINTEGRATED	g__Bacteroides.s__Bacteroides_sp_CAG_633
UNINTEGRATED	g__Bacteroides.s__Bacteroides_sp_CAG_661
UNINTEGRATED	g__Bacteroides.s__Bacteroides_sp_CAG_709
UNINTEGRATED	g__Bacteroides.s__Bacteroides_sp_CAG_714
UNINTEGRATED	g__Bacteroides.s__Bacteroides_sp_CAG_754
UNINTEGRATED	g__Bacteroides.s__Bacteroides_sp_CAG_770
UNINTEGRATED	g__Bacteroides.s__Bacteroides_sp_CAG_875
UNINTEGRATED	g__Bacteroides.s__Bacteroides_sp_OM08_11
UNINTEGRATED	g__Bacteroides.s__Bacteroides_stercorirosoris
UNINTEGRATED	g__Bacteroides.s__Bacteroides_stercoris
UNINTEGRATED	g__Bacteroides.s__Bacteroides_thetaiotaomicron
UNINTEGRATED	g__Bacteroides.s__Bacteroides_uniformis
UNINTEGRATED	g__Bacteroides.s__Bacteroides_vulgatus
UNINTEGRATED	g__Bacteroides.s__Bacteroides_xylanisolvens
UNINTEGRATED	g__Barnesiella.s__Barnesiella_intestinihominis
UNINTEGRATED	g__Barnesiella.s__Barnesiella_sp_An22
UNINTEGRATED	g__Barnesiella.s__Barnesiella_viscericola
UNINTEGRATED	g__Bifidobacterium.s__Bifidobacterium_adolescentis
UNINTEGRATED	g__Bifidobacterium.s__Bifidobacterium_angulatum
UNINTEGRATED	g__Bifidobacterium.s__Bifidobacterium_animalis
UNINTEGRATED	g__Bifidobacterium.s__Bifidobacterium_asteroides
UNINTEGRATED	g__Bifidobacterium.s__Bifidobacterium_bifidum
UNINTEGRATED	g__Bifidobacterium.s__Bifidobacterium_breve
UNINTEGRATED	g__Bifidobacterium.s__Bifidobacterium_catenulatum
UNINTEGRATED	g__Bifidobacterium.s__Bifidobacterium_dentium
UNINTEGRATED	g__Bifidobacterium.s__Bifidobacterium_gallinarum
UNINTEGRATED	g__Bifidobacterium.s__Bifidobacterium_longum
UNINTEGRATED	g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum
UNINTEGRATED	g__Bifidobacterium.s__Bifidobacterium_pullorum
UNINTEGRATED	g__Bilophila.s__Bilophila_wadsworthia
UNINTEGRATED	g__Blautia.s__Blautia_coccoides
UNINTEGRATED	g__Blautia.s__Blautia_hansenii
UNINTEGRATED	g__Blautia.s__Blautia_hydrogenotrophica
UNINTEGRATED	g__Blautia.s__Blautia_obeum
UNINTEGRATED	g__Blautia.s__Blautia_producta
UNINTEGRATED	g__Blautia.s__Blautia_sp
UNINTEGRATED	g__Blautia.s__Blautia_sp_AF19_10LB
UNINTEGRATED	g__Blautia.s__Blautia_sp_CAG_257
UNINTEGRATED	g__Blautia.s__Blautia_sp_CAG_52
UNINTEGRATED	g__Blautia.s__Blautia_sp_N6H1_15
UNINTEGRATED	g__Blautia.s__Blautia_wexlerae
UNINTEGRATED	g__Blautia.s__Ruminococcus_gnavus
UNINTEGRATED	g__Blautia.s__Ruminococcus_torques
UNINTEGRATED	g__Brachyspira.s__Brachyspira_sp_CAG_484
UNINTEGRATED	g__Brachyspira.s__Brachyspira_sp_CAG_700
UNINTEGRATED	g__Butyricicoccus.s__Butyricicoccus_pullicaecorum
UNINTEGRATED	g__Butyricimonas.s__Butyricimonas_synergistica
UNINTEGRATED	g__Butyricimonas.s__Butyricimonas_virosa
UNINTEGRATED	g__Butyrivibrio.s__Butyrivibrio_crossotus
UNINTEGRATED	g__Butyrivibrio.s__Butyrivibrio_sp_CAG_318
UNINTEGRATED	g__Campylobacter.s__Campylobacter_hominis
UNINTEGRATED	g__Candidatus_Gastranaerophilales_unclassified.s__Candidatus_Gastranaerophilales_bacterium
UNINTEGRATED	g__Candidatus_Gastranaerophilales_unclassified.s__Candidatus_Gastranaerophilales_bacterium_HUM_10
UNINTEGRATED	g__Candidatus_Gastranaerophilales_unclassified.s__Candidatus_Gastranaerophilales_bacterium_HUM_21
UNINTEGRATED	g__Candidatus_Melainabacteria_unclassified.s__Candidatus_Melainabacteria_bacterium_35_41
UNINTEGRATED	g__Candidatus_Methanomethylophilus.s__Candidatus_Methanomethylophilus_alvus
UNINTEGRATED	g__Candidatus_Stoquefichus.s__Candidatus_Stoquefichus_sp_KLE1796
UNINTEGRATED	g__Catenibacterium.s__Catenibacterium_mitsuokai
UNINTEGRATED	g__Citrobacter.s__Citrobacter_amalonaticus
UNINTEGRATED	g__Citrobacter.s__Citrobacter_braakii
UNINTEGRATED	g__Citrobacter.s__Citrobacter_freundii
UNINTEGRATED	g__Citrobacter.s__Citrobacter_portucalensis
UNINTEGRATED	g__Citrobacter.s__Citrobacter_youngae
